technology_effects_junction_tables	0
technology	effect	effect_scope	value
aachaosdwarftech1	ads_cdallies_defence	faction_to_force_own_unseen	5.0
aachaosdwarftech1	ads_cdallies_damage	faction_to_force_own_unseen	10.0
aachaosdwarftech1	ads_cdallies_morale	faction_to_force_own_unseen	5.0
aachaosdwarftech1	ads_hobgob_defence	faction_to_force_own_unseen	5.0
aachaosdwarftech1	ads_hobgob_damage	faction_to_force_own_unseen	10.0
aachaosdwarftech1	ads_hobgob_morale	faction_to_force_own_unseen	5.0
aachaosdwarftech2	ads_cdallies_attack	faction_to_force_own_unseen	5.0
aachaosdwarftech2	ads_slave_attack	faction_to_force_own_unseen	5.0
aachaosdwarftech2	ads_hobgobranged_reload	faction_to_force_own_unseen	15.0
aachaosdwarftech2	ads_hobgobranged_range	faction_to_force_own_unseen	10.0
aachaosdwarftech3	ads_bullcent_recruit	faction_to_force_own_unseen	-15.0
aachaosdwarftech3	ads_bullcent_damage	faction_to_force_own_unseen	10.0
aachaosdwarftech3	ads_bullcent_exp	faction_to_character_own_unseen	2.0
aachaosdwarftech4	ads_bullcent_armour	faction_to_force_own_unseen	5.0
aachaosdwarftech4	ads_fireborn_armour	faction_to_force_own_unseen	5.0
aachaosdwarftech4	ads_bullcent_defence	faction_to_force_own_unseen	5.0
aachaosdwarftech4	ads_fireborn_defence	faction_to_force_own_unseen	5.0
aachaosdwarftech5	ads_bullcent_attack	faction_to_force_own_unseen	7.0
aachaosdwarftech5	ads_hobgob_attack	faction_to_force_own_unseen	7.0
aachaosdwarftech5	ads_cdallies_attack	faction_to_force_own_unseen	5.0
aachaosdwarftech5	ads_cdallies_damage	faction_to_force_own_unseen	10.0
aachaosdwarftech5	ads_cdallies_recruit	faction_to_force_own_unseen	-15.0
aachaosdwarftech6	ads_fireborn_attack	faction_to_force_own_unseen	7.0
aachaosdwarftech6	ads_fireborn_charge	faction_to_force_own_unseen	10.0
aachaosdwarftech6	ads_cdwarmachine_attack	faction_to_force_own_unseen	7.0
aachaosdwarftech6	ads_cdwarmachine_charge	faction_to_force_own_unseen	10.0
aachaosdwarftech6	ads_cdartillery_rangedmg	faction_to_force_own_unseen	15.0
aachaosdwarftech6	ads_cdartillery_ammo	faction_to_force_own_unseen	10.0
aachaosdwarftech6	ads_cdartillery_recruit	faction_to_force_own_unseen	-10.0
aachaosdwarftech7	ads_chaosdwarf_armour	faction_to_force_own_unseen	5.0
aachaosdwarftech7	ads_chaosdwarf_armour_ranged	faction_to_force_own_unseen	5.0
aachaosdwarftech7	ads_chaosdwarf_attack	faction_to_force_own_unseen	5.0
aachaosdwarftech7	ads_chaosdwarf_damage	faction_to_force_own_unseen	10.0
aachaosdwarftech7	ads_chaosdwarf_rangedmg_ranged	faction_to_force_own_unseen	10.0
aachaosdwarftech7	ads_chaosdwarf_ammo_ranged	faction_to_force_own_unseen	15.0
tech_chs_branch_1_1	ads_slave_recruit	faction_to_force_own_unseen	-15.0
tech_chs_branch_1_391	ads_hobgob_recruit	faction_to_force_own_unseen	-15.0
tech_chs_branch_1_391	ads_hobgobranged_recruit	faction_to_force_own_unseen	-15.0
tech_chs_branch_1_391	ads_hobgob_exp	faction_to_character_own_unseen	1.0
tech_chs_branch_1_391	ads_hobgobranged_exp	faction_to_character_own_unseen	1.0
tech_chs_branch_2_1	ads_slave_morale	faction_to_force_own_unseen	5.0
tech_chs_branch_2_1	ads_hobgob_morale	faction_to_force_own_unseen	5.0
tech_chs_branch_2_1	ads_hobgobranged_morale	faction_to_force_own_unseen	5.0
tech_chs_branch_2_2	ads_slave_exp	faction_to_character_own_unseen	2.0
tech_chs_branch_2_393	ads_hobgob_armour	faction_to_force_own_unseen	5.0
tech_chs_branch_2_393	ads_hobgobranged_armour	faction_to_force_own_unseen	5.0
tech_chs_branch_2_393	ads_hobgob_speed	faction_to_force_own_unseen	10.0
tech_chs_branch_2_393	ads_hobgobranged_speed	faction_to_force_own_unseen	10.0
tech_chs_branch_1_392	ads_slave_speed	faction_to_force_own_unseen	6.0
tech_chs_branch_1_392	ads_slave_charge	faction_to_force_own_unseen	6.0
tech_chs_branch_3_1	ads_chaosdwarf_morale	faction_to_force_own_unseen	5.0
tech_chs_branch_3_1	ads_chaosdwarf_morale_ranged	faction_to_force_own_unseen	5.0
tech_chs_branch_3_2	ads_cdallies_exp	faction_to_character_own_unseen	2.0
tech_chs_branch_3_394	ads_chaosdwarf_recruit	faction_to_force_own_unseen	-10.0
tech_chs_branch_3_394	ads_chaosdwarf_recruit_ranged	faction_to_force_own_unseen	-10.0
tech_chs_branch_3_394	ads_chaosdwarf_exp	faction_to_character_own_unseen	1.0
tech_chs_branch_3_394	ads_chaosdwarf_exp_ranged	faction_to_character_own_unseen	1.0
tech_chs_branch_3_394	ads_chaosdwarf_defence	faction_to_force_own_unseen	4.0
tech_chs_branch_3_394	ads_chaosdwarf_defence_ranged	faction_to_force_own_unseen	4.0
tech_chs_branch_3_3	ads_bullcent_damage	faction_to_force_own_unseen	10.0
tech_chs_branch_3_3	ads_bullcent_charge	faction_to_force_own_unseen	5.0
tech_chs_branch_3_5	ads_slave_recruit	faction_to_force_own_unseen	-15.0
tech_chs_branch_4_1	ads_bullcent_morale	faction_to_force_own_unseen	5.0
tech_chs_branch_4_1	ads_fireborn_morale	faction_to_force_own_unseen	5.0
tech_chs_branch_4_2	wh_main_faction_xp_increase_generals	faction_to_army_own_unseen	1.0
tech_chs_branch_4_2	deco_effect_agent_recruitmentxp_cdcastell	faction_to_army_own_unseen	2.0
tech_chs_branch_4_2	deco_effect_agent_recruitment_xp_chs_spy	faction_to_army_own_unseen	2.0
tech_chs_branch_4_4	ads_infernalonly_defence	faction_to_force_own_unseen	5.0
tech_chs_branch_5_1	wh_main_effect_tech_ammunition_increase_hellcannons	faction_to_force_own_unseen	10.0
tech_chs_branch_5_1	wh_main_effect_tech_melee_damage_increase_chaos_chariots	faction_to_force_own_unseen	15.0
tech_chs_branch_5_1	wh_main_effect_tech_missile_rate_of_fire_increase_chaos_hellcannon	faction_to_force_own_unseen	10.0
tech_chs_branch_5_1	wh_main_effect_tech_recruitment_cost_reduction_chaos_chariots_hellcannons	faction_to_force_own_unseen	-15.0
tech_chs_branch_5_1	ads_deathshriekeronly_range	faction_to_force_own_unseen	25.0
tech_chs_branch_5_1	ads_deathshriekeronly_damage	faction_to_force_own_unseen	25.0
tech_chs_branch_5_2	ads_fireborn_armour	faction_to_force_own_unseen	10.0
tech_chs_branch_5_2	ads_immortalonly_armour	faction_to_force_own_unseen	10.0
tech_chs_branch_5_2	ads_infernalonly_armour	faction_to_force_own_unseen	5.0
tech_chs_branch_5_2	ads_fireborn_recruit	faction_to_force_own_unseen	-15.0
tech_chs_branch_5_3	deco_effect_agent_recruitmentxp_cdsorchero	faction_to_army_own_unseen	2.0
tech_chs_branch_5_3	wh_main_faction_xp_increase_generals	faction_to_army_own_unseen	2.0
tech_chs_branch_5_4	ads_fireborn_damage	faction_to_force_own_unseen	10.0
tech_chs_branch_5_4	ads_cdwarmachine_damage	faction_to_force_own_unseen	10.0
