land_units_tables	44
accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	key	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	animal	num_animals	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	can_brace
10	wh2_main_body_45	2100	inf_melee	60	inf_mel	20	33	wh_dlc03_unit_long_text_bst_feral_manticore	great_taurus	bc3_manticore	great_taurus	50	30	50	5095			0	0	wh_dlc03_bst_taurus		1	none	wh_main_unit_short_text_chs_great_taurus	wh_main_monster	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh2_fear_rampage_terror	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0	0.0	large_bst	0	0	75	0	0	0	15	0	melee_flanker	false	false	false	false
10	wh2_main_body_45	2100	inf_melee	60	inf_mel	20	33	wh_dlc03_unit_long_text_bst_feral_manticore	great_taurus2	bc3_manticore	great_taurus	50	30	50	5095			0	0	wh_dlc03_bst_taurus		1	none	wh_main_unit_short_text_chs_great_taurus	wh_main_monster	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh2_fear_rampage_terror	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0	0.0	large_bst	0	0	75	0	0	0	15	0	melee_flanker	false	false	false	false
10	wh2_main_chainmail_50	2100	inf_melee	45	inf_mel	20	33	wh_dlc03_unit_long_text_bst_centigors	bull_centaur_render	ce1_centigor_spear_and_shield	bull_centaur_render	32	30	70	100			0	0	wh_dlc03_bst_gor_axe		6	wh_missile_block_30_metal	wh_main_unit_short_text_chs_bull_centaur_render	wh_dlc03_bst_centigors_rabble	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_fear_hideForest	60	80	0	false	vo_sel_beastmen_centigors	vo_sel_default	vo_sel_generic	1.0	10.0	large	0	0	0	0	0	0	15	0	melee_flanker	false	false	false	true
10	wh2_main_chainmail_50	2100	inf_melee	50	inf_mel	20	33	wh_dlc03_unit_long_text_bst_centigors_great_weapons	bull_centaur_render_great_weapons	ce1_centigor_2handed_glaive	bull_centaur_taur'ruk	42	35	80	502			0	0	wh_dlc03_bst_taur'ruk_great_axe		6	none	wh_main_unit_short_text_bull_centaur_taurruk	wh_main_monstrous_infantry	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest_fear	60	80	0	false	vo_sel_beastmen_centigors	vo_sel_default	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	15	0	melee	false	false	false	true
10	wh2_main_leather_25	2100	artillery	5	art_fld	2	10	wh_main_unit_long_text_grn_rock_lobber	hobgoblin_bolt_thrower	hu5_goblin_sword	wh_main_grn_inf_goblin_blood_dismembers	15	6	40	55			0	0	wh_main_sword_short		3	none	wh_main_unit_short_text_hobgoblin_bolt_thrower	wh_main_artillery	placeholder	true	trained	A_blank_record		hobgoblin_bolt_thrower	true	40.0	1500.0	0.0	wh_cantRun_expendable	60	80	10	false	vo_sel_default	vo_sel_artillery	vo_sel_culture	1.0	10.0	small	0	22	0	0	4	0	0	0	ranged_direct	false	false	false	false
10	wh2_main_leather_15	2100	inf_melee	20	inf_mel	15	45	wh_main_unit_long_text_grn_nasty_skulkers	hobgoblin_sneaky_gits	hu5_goblin_dual_sword	wh_dlc06_grn_inf_skulkers_blood_dismembers	30	18	45	46			0	0	wh_dlc06_grn_goblin_dual_sword		7	none	wh_main_unit_short_text_chs_hobgoblin_sneaky_gits	wh_main_grn_goblin_infantry_standard	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_guerrilla_stalk	60	80	0	false	vo_sel_goblin_nasty_skulkers	vo_sel_melee	vo_sel_goblin_goblins	0.8	10.0	small	0	0	0	0	0	0	0	0	melee_stalkers	false	false	false	true
10	wh2_main_heavy_metal_90	2100	inf_melee	20	inf_mel	50	80	wh_main_unit_long_text_chs_chaos_giant	kollossus	hu3_dwarf_2handed_hammer	kollossus	45	55	100	12612			0	0	wh_main_club_kollossus		1	none	wh_main_unit_short_text_chs_kollossus	wh_main_monster	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_fear_terror_unbreakable	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	15	0	melee_gatecrusher	false	false	false	false
10	wh2_main_chainmail_40	2100	artillery	2	art_fld	5	10	wh_main_unit_long_text_chs_hellcannon	magma_cannon	hu3_dwarf_hammer	wh_main_dwf_inf_dwarfs_crew_blood_dismembers	16	20	64	70			0	0	wh_main_dwf_axe		3	none	wh_main_unit_short_text_magma_cannon	wh_main_artillery	placeholder	true	trained	A_blank_record		magma_cannon	true	40.0	1500.0	0.0	wh_cantRun	60	80	10	false	vo_sel_default	vo_sel_artillery	vo_sel_generic	1.0	10.0	small	0	25	0	0	4	0	0	0	ranged_direct	false	false	false	false
10	wh2_main_chainmail_85	2100	inf_melee	12	inf_mel	20	33	wh_main_unit_long_text_dwf_dwarf_warriors	chaos_dwarf_warriors	hu3_dwarf_axe_and_shield	wh_main_dwf_inf_dwarfs_blood_dismembers	22	40	70	70			0	0	wh_main_chaos_dwf_axe		8	wh_missile_block_35_wood	wh_main_unit_short_text_chs_chaos_dwarf_warriors	wh_main_dwf_infantry_standard_shield	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_chargeReflectorVsL_hideForest	60	80	0	false	vo_sel_chaos_warriors	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
10	wh2_main_chainmail_85	2100	inf_melee	18	inf_mel	20	33	wh_main_unit_long_text_dwf_dwarf_warriors	chaos_dwarf_warriors_great_weapons	hu3_dwarf_2handed_axe	wh_main_dwf_inf_dwarfs_blood_dismembers	24	30	70	70			0	0	wh_main_chaos_dwf_axe_great		8	none	wh_main_unit_short_text_chs_chaos_dwarf_warriors	wh_main_dwf_infantry_standard	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_chaos_warriors	vo_sel_generic	vo_sel_generic_short	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
