ancillary_to_effects_tables	0
ancillary	effect	effect_scope	value
wh_main_anc_drazsceprte_ll1	wh2_dlc10_effect_character_stat_sundering_attacks	character_to_character_own	1.0
wh_main_anc_drazsceprte_ll1	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0
wh_main_anc_drazsceprte_ll1	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	10.0
wh_main_anc_drazcrucib_ll1	wh_main_effect_military_force_winds_of_magic_starting_mod	character_to_force_own_unseen	15.0
wh_main_anc_drazcrucib_ll1	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	15.0
wh_main_anc_drazcrucib_ll1	wh2_dlc12_effect_magic_cooldown_all_lores	character_to_character_own	-20.0
wh_main_anc_rykarmour_ll1	wh_main_effect_character_stat_mod_armour	character_to_character_own	30.0
wh_main_anc_rykarmour_ll1	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10.0
wh_main_anc_rykarmour_ll1	wh_main_effect_character_stat_mod_personal_aura_size	character_to_character_own	20.0
wh_main_anc_rykamulet_ll1	wh2_main_effect_character_stat_enable_discourage_attacks	character_to_character_own	1.0
wh_main_anc_rykamulet_ll1	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1.0
wh_main_anc_rykamulet_ll1	wh2_dlc10_effect_unit_enable_attribute_perfect_vigour	character_to_character_own	1.0
wh_main_anc_zhathammer_ll1	wh_main_effect_unit_enable_attribute_fear	character_to_character_own	1.0
wh_main_anc_zhathammer_ll1	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	15.0
wh_main_anc_zhathammer_ll1	wh_main_effect_character_stat_mod_personal_aura_morale_effect	character_to_character_own	5.0
wh_main_anc_zhathammer_ll1	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	30.0
wh_main_anc_zhatarmour_ll1	wh_main_effect_character_stat_mod_armour	character_to_character_own	20.0
wh_main_anc_zhatarmour_ll1	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	15.0
wh_main_anc_zhatarmour_ll1	wh_main_effect_character_wound_recovery_time_mod	character_to_character_own	-1.0
