names_tables	1
names_group	type	gender	frequency	id
1342735475	forename	m	1	1000308803
1342735475	family_name	m	1	1002441014
1342735475	forename	m	1	1004340815
1342735475	forename	m	1	1039473510
1342735475	forename	m	1	1069498704
1342735475	forename	m	1	1171384349
1342735475	forename	m	1	1173004553
1342735475	forename	m	1	1174119812
1342735475	family_name	m	1	1196979034
1342735475	forename	m	1	1205789061
1342735475	family_name	m	1	1235112478
1342735475	family_name	m	1	1264408078
1342735475	forename	m	1	1313264181
1342735475	forename	m	1	1316974145
1342735475	forename	m	1	1324117058
1342735475	family_name	m	1	1494779177
1342735475	forename	m	1	149905269
1342735475	family_name	m	1	1516056215
1342735475	forename	m	1	15240413
1342735475	family_name	m	1	1526994310
1342735475	forename	m	1	1580164180
1342735475	forename	m	1	1611617482
1342735475	forename	m	1	1705508120
1342735475	family_name	m	1	1727504395
1342735475	family_name	m	1	1744488491
1342735475	forename	m	1	1780237789
1342735475	forename	m	1	181801649
1342735475	family_name	m	1	1875747504
1342735475	family_name	m	1	1878182514
1342735475	forename	m	1	1927589433
1342735475	family_name	m	1	1981828795
1342735475	forename	m	1	1984635970
1342735475	family_name	m	1	2043794998
1342735475	family_name	m	1	2050042536
1342735475	family_name	m	1	2062085452
1342735475	forename	m	1	2092002073
1342735475	forename	m	1	2109480209
1342735475	forename	m	1	228283728
1342735475	family_name	m	1	312102423
1342735475	family_name	m	1	316482198
1342735475	forename	m	1	336911113
1342735475	family_name	m	1	343389428
1342735475	family_name	m	1	387455850
1342735475	forename	m	1	394472230
1342735475	family_name	m	1	399771938
1342735475	family_name	m	1	450948327
1342735475	forename	m	1	459086610
1342735475	family_name	m	1	467641043
1342735475	family_name	m	1	507675705
1342735475	forename	m	1	516260250
1342735475	family_name	m	1	585678387
1342735475	forename	m	1	602586946
1342735475	forename	m	1	660212140
1342735475	forename	m	1	712573126
1342735475	family_name	m	1	726172938
1342735475	family_name	m	1	760507122
1342735475	family_name	m	1	794903501
1342735475	family_name	m	1	839017554
1342735475	forename	m	1	932952067
1342735475	family_name	m	1	951631601
1342735475	family_name	m	1	959738865
1342735475	family_name	m	1	995467593
1342735475	family_name	m	1	995467594
1342735475	family_name	m	1	995467595
1342735475	forename	m	1	995467574
1342735475	forename	m	1	995467590
1342735475	forename	m	1	995467591
1342735475	forename	m	1	995467592
