effects_tables	3
effect	icon	priority	icon_negative	category	is_positive_value_good
ads_hashutammo_rank7	ammo.png	301	ammo.png	battle	true
ads_hashutdamage_rank7	weapon_damage.png	302	weapon_damage.png	battle	true
ads_hashutspeed_rank7	battle_movement.png	303	battle_movement.png	battle	true
ads_hashutattack_rank7	melee.png	304	melee.png	battle	true
ads_hashutrange_rank7	accuracy.png	305	accuracy.png	battle	true
ads_hashutreload_rank7	ranged_damage.png	306	ranged_damage.png	battle	true
ads_hashutphysres_rank7	resistance_physical.png	400	resistance_physical.png	battle	true
ads_relentlessmissres_rank7	resistance_missile.png	401	resistance_missile.png	battle	true
ads_darkcraftdamage_rank7	weapon_damage.png	402	weapon_damage.png	battle	true
ads_mercenarymagicres_rank7	resistance_magic.png	403	resistance_magic.png	battle	true
ads_mercenaryattack_rank7	melee.png	404	melee.png	battle	true
ads_mercenaryspeed_rank7	battle_movement.png	405	battle_movement.png	battle	true
ads_chorfdefense_rank7	defence.png	405	defence.png	battle	true
ads_chaosdwarf_upkeep	income.png	307	income.png	campaign	false
ads_chaosdwarf_upkeep_ranged	income.png	307	income.png	campaign	false
ads_chaosdwarf_damage	weapon_damage.png	308	weapon_damage.png	battle	true
ads_chaosdwarf_damage_ranged	weapon_damage.png	308	weapon_damage.png	battle	true
ads_chaosdwarf_recruit	treasury.png	309	treasury.png	campaign	false
ads_chaosdwarf_recruit_ranged	treasury.png	309	treasury.png	campaign	false
ads_chaosdwarf_exp	experience.png	310	experience.png	campaign	true
ads_chaosdwarf_exp_ranged	experience.png	310	experience.png	campaign	true
ads_chaosdwarf_range	accuracy.png	311	accuracy.png	battle	true
ads_chaosdwarf_range_ranged	accuracy.png	311	accuracy.png	battle	true
ads_chaosdwarf_defence	defence.png	312	defence.png	battle	true
ads_chaosdwarf_defence_ranged	defence.png	312	defence.png	battle	true
ads_chaosdwarf_morale	morale.png	313	morale.png	battle	true
ads_chaosdwarf_morale_ranged	morale.png	313	morale.png	battle	true
ads_chaosdwarf_reload	ranged_damage.png	314	ranged_damage.png	battle	true
ads_chaosdwarf_reload_ranged	ranged_damage.png	314	ranged_damage.png	battle	true
ads_chaosdwarf_armour	armour.png	315	armour.png	battle	true
ads_chaosdwarf_armour_ranged	armour.png	315	armour.png	battle	true
ads_chaosdwarf_attack	melee.png	316	melee.png	battle	true
