character_skill_node_links_tables	3
child_key	initial_descent_tiers	parent_key	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
wh_main_skill_node_chs_drazhoath_special2	0	wh_main_skill_node_chs_drazhoath_special1	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_drazhoath_special3	0	wh_main_skill_node_chs_drazhoath_special1	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_drazhoath_special4	0	wh_main_skill_node_chs_drazhoath_special1	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_drazhoath_special5	0	wh_main_skill_node_chs_drazhoath_special1	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_drazhoath_special6	0	wh_main_skill_node_chs_drazhoath_special2	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_drazhoath_special6	0	wh_main_skill_node_chs_drazhoath_special3	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_drazhoath_special6	0	wh_main_skill_node_chs_drazhoath_special4	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_drazhoath_special6	0	wh_main_skill_node_chs_drazhoath_special5	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_rykarth_special2	0	wh_main_skill_node_chs_rykarth_special1	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_rykarth_special3	0	wh_main_skill_node_chs_rykarth_special1	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_rykarth_special4	0	wh_main_skill_node_chs_rykarth_special1	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_rykarth_special5	0	wh_main_skill_node_chs_rykarth_special1	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_rykarth_special6	0	wh_main_skill_node_chs_rykarth_special2	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_rykarth_special6	0	wh_main_skill_node_chs_rykarth_special3	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_rykarth_special6	0	wh_main_skill_node_chs_rykarth_special4	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_rykarth_special6	0	wh_main_skill_node_chs_rykarth_special5	1	1	0.0	0.0	SUBSET_REQUIRED
