character_skill_nodes_tables	5
campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	key	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
	ads_greatkhanuniquebase	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		0.0	wh_main_skill_node_chs_cd_lord_unique_110_hobgoblinlord_sorcerer	6.0		1	0	true
	ads_greatkhanuniquebase	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		0.0	wh_main_skill_node_chs_cd_lord_unique_110_hobgoblinlord	6.0		1	0	true
	ads_greatkhanunique1	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		0.0	wh_main_skill_node_chs_cd_lord_unique_111_hobgoblinlord_sorcerer	9.0		0	0	true
	ads_greatkhanunique1	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		0.0	wh_main_skill_node_chs_cd_lord_unique_111_hobgoblinlord	9.0		0	0	true
	ads_greatkhanunique2	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		0.0	wh_main_skill_node_chs_cd_lord_unique_112_hobgoblinlord_sorcerer	8.0		0	0	true
	ads_greatkhanunique2	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		0.0	wh_main_skill_node_chs_cd_lord_unique_112_hobgoblinlord	8.0		0	0	true
	ads_greatkhanunique3	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		0.0	wh_main_skill_node_chs_cd_lord_unique_113_hobgoblinlord_sorcerer	7.0		0	0	true
	ads_greatkhanunique3	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		0.0	wh_main_skill_node_chs_cd_lord_unique_113_hobgoblinlord	7.0		0	0	true
	ads_greatkhanunique4	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		0.0	wh_main_skill_node_chs_cd_lord_unique_114_hobgoblinlord_sorcerer	10.0		0	0	true
	ads_greatkhanunique4	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		0.0	wh_main_skill_node_chs_cd_lord_unique_114_hobgoblinlord	10.0		0	0	true
	wh_main_skill_all_lord_battle_inspiring_presence	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		4.0	wh_main_skill_node_chs_cd_lord_battle_01_hobgoblinlord_sorcerer	0.0		0	0	true
	wh_main_skill_all_lord_battle_inspiring_presence	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		4.0	wh_main_skill_node_chs_cd_lord_battle_01_hobgoblinlord	0.0		0	0	true
	ads_greatkhanbattleupkeep1	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		4.0	wh_main_skill_node_chs_cd_lord_battle_331_hobgoblinlord_sorcerer	1.0		0	0	true
	ads_greatkhanbattleupkeep1	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		4.0	wh_main_skill_node_chs_cd_lord_battle_331_hobgoblinlord	1.0		0	0	true
	ads_greatkhanbattleupkeep2	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		4.0	wh_main_skill_node_chs_cd_lord_battle_332_hobgoblinlord_sorcerer	2.0		0	0	true
	ads_greatkhanbattleupkeep2	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		4.0	wh_main_skill_node_chs_cd_lord_battle_332_hobgoblinlord	2.0		0	0	true
	ads_greatkhanbattleupkeep3	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		4.0	wh_main_skill_node_chs_cd_lord_battle_333_hobgoblinlord_sorcerer	3.0		0	0	true
	ads_greatkhanbattleupkeep3	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		4.0	wh_main_skill_node_chs_cd_lord_battle_333_hobgoblinlord	3.0		0	0	true
	ads_greatkhanbattleupkeep4	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		4.0	wh_main_skill_node_chs_cd_lord_battle_334_hobgoblinlord_sorcerer	4.0		0	0	true
	ads_greatkhanbattleupkeep4	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		4.0	wh_main_skill_node_chs_cd_lord_battle_334_hobgoblinlord	4.0		0	0	true
	aaslaveandcdskill	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		4.0	wh_main_skill_node_chs_cd_lord_battle_335_hobgoblinlord_sorcerer	5.0		0	0	true
	aaslaveandcdskill	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		4.0	wh_main_skill_node_chs_cd_lord_battle_335_hobgoblinlord	5.0		0	0	true
	aaslavhobgobskill	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		4.0	wh_main_skill_node_chs_cd_lord_battle_336_hobgoblinlord_sorcerer	6.0		0	0	true
	aaslavhobgobskill	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		4.0	wh_main_skill_node_chs_cd_lord_battle_336_hobgoblinlord	6.0		0	0	true
	aadwarfhobgobskill	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		4.0	wh_main_skill_node_chs_cd_lord_battle_337_hobgoblinlord_sorcerer	7.0		0	0	true
	aadwarfhobgobskill	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		4.0	wh_main_skill_node_chs_cd_lord_battle_337_hobgoblinlord	7.0		0	0	true
	aaalliesattackskill	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		4.0	wh_main_skill_node_chs_cd_lord_battle_07_hobgoblinlord_sorcerer	8.0		0	0	true
	aaalliesattackskill	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		4.0	wh_main_skill_node_chs_cd_lord_battle_07_hobgoblinlord	8.0		0	0	true
	wh_main_skill_grn_lord_battle_get_back_ere	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		4.0	wh_main_skill_node_chs_cd_lord_battle_08_hobgoblinlord_sorcerer	9.0		0	6	true
	wh_main_skill_grn_lord_battle_get_back_ere	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		4.0	wh_main_skill_node_chs_cd_lord_battle_08_hobgoblinlord	9.0		0	6	true
	aahashutwrathskill	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		4.0	wh_main_skill_node_chs_cd_lord_battle_391_hobgoblinlord_sorcerer	10.0		0	0	false
	aahashutwrathskill	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		4.0	wh_main_skill_node_chs_cd_lord_battle_391_hobgoblinlord	10.0		0	0	false
	aadarkcraftskill7	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		4.0	wh_main_skill_node_chs_cd_lord_battle_09_hobgoblinlord_sorcerer	11.0		0	0	true
	aadarkcraftskill7	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		4.0	wh_main_skill_node_chs_cd_lord_battle_09_hobgoblinlord	11.0		0	0	true
	aarelentlessskill7	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		4.0	wh_main_skill_node_chs_cd_lord_battle_10_hobgoblinlord_sorcerer	12.0		0	0	true
	aarelentlessskill7	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		4.0	wh_main_skill_node_chs_cd_lord_battle_10_hobgoblinlord	12.0		0	0	true
	aamercenaryskill7	wh2_main_skill_node_set_chs_hobgoblin_greatsorcerer		4.0	wh_main_skill_node_chs_cd_lord_battle_11_hobgoblinlord_sorcerer	13.0		0	0	true
	aamercenaryskill7	wh2_main_skill_node_set_chs_hobgoblin_greatkhan		4.0	wh_main_skill_node_chs_cd_lord_battle_11_hobgoblinlord	13.0		0	0	true
