technologies_tables	5
key	building_level	position_index	icon_name	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	mp_available_early	mp_available_late	info_pic	unique_index	is_civil	is_engineering	is_military
tech_chs_branch_1_1	wh_main_chs_port	1	wh_main_chs_scrutiny_of_the_dark_gods	0	0	0	0	false	false	"placeholder.tga"	6159	false	false	true
tech_chs_branch_1_2	wh_main_chs_port	1	wh_main_chs_skulls_for_the_skull_throne	0	0	0	0	false	false	"placeholder.tga"	6164	false	false	true
tech_chs_branch_1_3	wh_main_chs_port	1	wh_main_chs_rituals_of_corruption	0	0	0	0	false	false	"placeholder.tga"	6168	false	false	true
tech_chs_branch_1_391	wh_main_chs_port	1	wh_main_chs_scrutiny_of_the_dark_gods	0	0	0	0	false	false	"placeholder.tga"	7721	false	false	true
tech_chs_branch_1_392	wh_main_chs_port	1	wh_main_chs_culling_of_the_weak	0	0	0	0	false	false	"placeholder.tga"	7721	false	false	true
tech_chs_branch_2_1	wh_main_chs_port	1	wh_main_chs_banners_of_ruin	0	0	0	0	false	false	"placeholder.tga"	6175	false	false	true
tech_chs_branch_2_2	wh_main_chs_port	1	wh_main_chs_duels_to_the_death	0	0	0	0	false	false	"placeholder.tga"	6176	false	false	true
tech_chs_branch_2_3	wh_main_chs_port	1	wh_main_chs_culling_of_the_weak	0	0	0	0	false	false	"placeholder.tga"	6186	false	false	true
tech_chs_branch_2_393	wh_main_chs_port	1	wh_main_chs_rituals_of_corruption	0	0	0	0	false	false	"placeholder.tga"	6186	false	false	true
tech_chs_branch_2_4	wh_main_chs_port	1	wh_main_chs_erection_of_ruinous_monuments	0	0	0	0	false	false	"placeholder.tga"	6188	false	false	true
tech_chs_branch_3_1	wh_main_chs_port	1	wh_main_chs_dark_standards	0	0	0	0	false	false	"placeholder.tga"	6197	false	false	true
tech_chs_branch_3_2	wh_main_chs_port	1	wh_main_chs_aspiration_for_greatness	0	0	0	0	false	false	"placeholder.tga"	6204	false	false	true
tech_chs_branch_3_394	wh_main_chs_port	1	wh_main_chs_pennants_of_chaos	0	0	0	0	false	false	"placeholder.tga"	6204	false	false	true
aachaosdwarftech1	wh_main_chs_port	1	wh_main_chs_a_wall_of_hungry_mouths	0	0	0	0	false	false	"placeholder.tga"	6204	false	false	true
aachaosdwarftech2	wh_main_chs_port	1	wh_main_chs_a_thousand_twisted_blessings	0	0	0	0	false	false	"placeholder.tga"	6204	false	false	true
aachaosdwarftech3	wh_main_chs_port	1	wh_main_chs_infernal_march	0	0	0	0	false	false	"placeholder.tga"	6204	false	false	true
aachaosdwarftech4	wh_main_chs_port	1	wh_main_chs_favour_of_the_dark_gods	0	0	0	0	false	false	"placeholder.tga"	6204	false	false	true
aachaosdwarftech5	wh_main_chs_port	1	wh_main_chs_ensorcelled_weapons	0	0	0	0	false	false	"placeholder.tga"	6204	false	false	true
aachaosdwarftech6	wh_main_chs_port	1	wh_main_chs_engines_of_mass_destruction	0	0	0	0	false	false	"placeholder.tga"	6204	false	false	true
aachaosdwarftech7	wh_main_chs_port	1	wh_main_chs_daemonic_armour	0	0	0	0	false	false	"placeholder.tga"	6204	false	false	true
tech_chs_branch_3_3	wh_main_chs_port	1	wh_main_chs_a_thousand_twisted_blessings	0	0	0	0	false	false	"placeholder.tga"	6212	false	false	true
tech_chs_branch_3_4	wh_main_chs_port	1	wh_main_chs_superhuman_prowess	0	0	0	0	false	false	"placeholder.tga"	6218	false	false	true
tech_chs_branch_3_5	wh_main_chs_port	1	wh_main_chs_blood_for_the_blood_god	0	0	0	0	false	false	"placeholder.tga"	6223	false	false	true
tech_chs_branch_4_1	wh_main_chs_port	1	wh_main_chs_pennants_of_chaos	0	0	0	0	false	false	"placeholder.tga"	6233	false	false	true
tech_chs_branch_4_2	wh_main_chs_port	1	wh_main_chs_gaze_of_the_dark_gods	0	0	0	0	false	false	"placeholder.tga"	6243	false	false	true
tech_chs_branch_4_3	wh_main_chs_port	1	wh_main_chs_second_to_none	0	0	0	0	false	false	"placeholder.tga"	6248	false	false	true
tech_chs_branch_4_4	wh_main_chs_port	1	wh_main_chs_a_wall_of_hungry_mouths	0	0	0	0	false	false	"placeholder.tga"	6257	false	false	true
tech_chs_branch_4_5	wh_main_chs_port	1	wh_main_chs_infernal_march	0	0	0	0	false	false	"placeholder.tga"	6267	false	false	true
