character_skill_node_links_tables	3
child_key	initial_descent_tiers	parent_key	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
wh_main_skill_node_chs_cd_lord_unique_111	0	wh_main_skill_node_chs_cd_lord_unique_110	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_unique_112	0	wh_main_skill_node_chs_cd_lord_unique_110	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_unique_113	0	wh_main_skill_node_chs_cd_lord_unique_110	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_unique_114	0	wh_main_skill_node_chs_cd_lord_unique_110	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_331	0	wh_main_skill_node_chs_cd_lord_battle_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_332	0	wh_main_skill_node_chs_cd_lord_battle_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_333	0	wh_main_skill_node_chs_cd_lord_battle_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_334	0	wh_main_skill_node_chs_cd_lord_battle_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_335	0	wh_main_skill_node_chs_cd_lord_battle_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_336	0	wh_main_skill_node_chs_cd_lord_battle_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_337	0	wh_main_skill_node_chs_cd_lord_battle_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_07	0	wh_main_skill_node_chs_cd_lord_battle_01	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_08	0	wh_main_skill_node_chs_cd_lord_battle_07	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_cd_lord_battle_08	0	wh_main_skill_node_chs_cd_lord_battle_331	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_cd_lord_battle_08	0	wh_main_skill_node_chs_cd_lord_battle_332	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_cd_lord_battle_08	0	wh_main_skill_node_chs_cd_lord_battle_333	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_cd_lord_battle_08	0	wh_main_skill_node_chs_cd_lord_battle_334	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_cd_lord_battle_08	0	wh_main_skill_node_chs_cd_lord_battle_335	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_cd_lord_battle_08	0	wh_main_skill_node_chs_cd_lord_battle_336	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_cd_lord_battle_08	0	wh_main_skill_node_chs_cd_lord_battle_337	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_cd_lord_battle_391	0	wh_main_skill_node_chs_cd_lord_battle_08	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_09	0	wh_main_skill_node_chs_cd_lord_battle_08	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_10	0	wh_main_skill_node_chs_cd_lord_battle_08	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_11	0	wh_main_skill_node_chs_cd_lord_battle_08	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_13	0	wh_main_skill_node_chs_cd_lord_battle_09	1	1	0.0	0.0	SUBSET_REQUIRED
