land_units_tables	44
accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	key	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	animal	num_animals	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	can_brace
10	wh2_main_body_80	2100	war_beast	60	com	20	33	wh_main_unit_long_text_chs_chaos_lord	wh_main_chs_cha_dwarf_lord_1	hu3_dwarf_2handed_axe	wh_main_dwf_cha_dwarf_hero_blood_dismembers	50	35	75	5260	cd_mnt_great_taurus		0	1	chaos_dwarf_lord_1		1	none	wh_main_unit_short_text_chs_overlord	wh_main_monster	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_fear_terror	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0	0.0	small	0	0	75	0	0	0	15	0	melee_highvalue	false	false	false	false
10	wh2_main_body_95	2100	war_beast	60	com	20	33	wh_main_unit_long_text_chs_chaos_lord	drazhoath_the_ashen_1	hu3_dragonfire_axe_and_shield	wh_main_dwf_cha_dwarf_hero_lgn_blood	55	45	85	5460	cd_mnt_cinderbreath		0	1	drazhoath_the_ashen_1		1	wh_missile_block_35_wood	wh_main_unit_short_text_drazhoath_the_ashen	wh_main_monster	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_fear_terror	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0	0.0	small	0	0	75	0	0	0	15	0	melee_highvalue	false	false	false	false
10	wh2_main_body_80	2100	war_beast	60	com	20	33	wh_main_unit_long_text_chs_chaos_lord	zhatan_the_black_1	hu3_dwarf_2handed_axe_ungrim	wh_main_dwf_cha_dwarf_hero_lgn_blood	60	35	85	5260	cd_mnt_great_taurus		0	1	zhatan_the_black_1		1	none	wh_main_unit_short_text_zhatan_the_black	wh_main_monster	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_fear_terror	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0	0.0	small	0	0	75	0	0	0	15	0	melee_highvalue	false	false	false	false
10	wh2_main_body_80	2100	war_beast	40	com	20	33	wh_main_unit_long_text_chs_chaos_lord	wh_main_chs_cha_dwarf_lord_shadow_1	hu3_dwarf_axe_and_shield	wh_main_dwf_cha_dwarf_hero_blood_dismembers	35	40	75	5096	cd_mnt_lammasu		0	1	chaos_dwarf_lord_shadow_1		1	wh_missile_block_35_wood	wh_main_unit_short_text_chs_prophet	wh_main_monster	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_fear_terror	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0	0.0	small	0	0	75	50	0	0	15	0	mage_highvalue	false	false	false	false
10	wh2_main_heavy_metal_120	2100	inf_melee	30	com	20	33	wh_main_unit_long_text_chs_chaos_lord	drazhoath_the_ashen	hu3_dragonfire_axe_and_shield	wh_main_dwf_cha_dwarf_hero_lgn_blood	60	60	85	5980			0	0	drazhoath_the_ashen		1	wh_missile_block_35_wood	wh_main_unit_short_text_drazhoath_the_ashen	wh_main_hero	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_chargeReflector_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0	10.0	small	0	0	25	0	0	0	15	0	melee_highvalue	false	false	false	true
10	wh2_main_heavy_metal_120	2100	inf_melee	50	com	20	33	wh_main_unit_long_text_chs_chaos_lord	rykarth_the_unbreakable	hu3_dwarf_2handed_axe_ungrim	wh_main_dwf_cha_dwarf_hero_lgn_blood	70	40	100	5528			0	0	wh_main_dwf_ungrim_axe_great		1	none	wh_main_unit_short_text_rykarth_the_unbreakable	wh_main_hero	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_chargeReflectorVsL_encourage_hideForest_unbreakable	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0	10.0	small	0	0	25	0	0	0	15	0	melee_highvalue	false	false	false	true
10	wh2_main_heavy_metal_70	2100	inf_melee	50	com	20	33	wh_dlc03_unit_long_text_bst_centigors	wh_main_chs_cha_bull_lord	ce1_centigor_2handed_glaive	wh_main_chs_cha_bull_lord	30	35	75	4624			0	0	wh_main_chs_cha_bull_lord		1	none	wh_main_unit_short_text_chs_cha_bull_lord	wh_main_monster	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_main_chs_cha_bull_lord	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	10.0	large	0	0	0	0	0	0	15	0	melee_flanker_shock_highvalue	false	false	false	true
10	wh2_main_heavy_metal_120	2100	inf_melee	30	com	20	33	wh_main_unit_long_text_chs_exalted_hero	wh_main_chs_cha_dwarf_castellan	hu3_dragonfire_axe_and_shield	wh_main_dwf_cha_dwarf_hero_blood_dismembers	50	55	70	4160			0	0	wh_main_dwf_axe_hero		1	wh_missile_block_35_wood	wh_main_unit_short_text_chs_castellan	wh_main_hero	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0	10.0	small	0	0	25	0	0	0	15	0	melee_highvalue	false	false	false	true
10	wh2_main_heavy_metal_120	2100	inf_melee	18	com	20	33	wh_main_unit_long_text_chs_chaos_lord	wh_main_chs_cha_dwarf_lord	hu3_dwarf_2handed_hammer_and_rifle	wh_main_dwf_cha_dwarf_hero_blood_dismembers	45	45	75	4884			0	0	chaos_dwarf_lord	chorf_overlord_rifle	1	none	wh_main_unit_short_text_chs_overlord	wh_main_hero	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0	10.0	small	0	25	25	0	0	0	15	0	melee_highvalue	true	false	false	true
10	wh2_main_heavy_metal_120	2100	inf_melee	16	com	20	33	wh_main_unit_long_text_chs_chaos_lord	wh_main_chs_cha_dwarf_lord_shadow	hu3_dwarf_axe_shield_rifle	wh_main_dwf_cha_dwarf_hero_blood_dismembers	40	45	75	4340			0	0	wh_dlc06_dwf_hammer_caster_hero	chorf_prophet_rifle	1	wh_missile_block_35_wood	wh_main_unit_short_text_chs_prophet	wh_main_hero	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0	10.0	small	0	25	25	0	0	0	15	0	mage_highvalue	false	false	false	true
