character_skills_tables	5
image_path	key	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
battle_defence.png	aaslaveandcdskill	aaslaveandcdskill	aaslaveandcdskill	0	false	false	false	0.0	0
battle_speed.png	aahobgobbcentskill	aahobgobbcentskill	aahobgobbcentskill	0	false	false	false	0.0	0
battle_charge.png	aakdaimachinesskill	aakdaimachinesskill	aakdaimachinesskill	0	false	false	false	0.0	0
battle_attack.png	aaalliesattackskill	aaalliesattackskill	aaalliesattackskill	0	false	false	false	0.0	0
battle_ammo.png	aaartillplusskill	aaartillplusskill	aaartillplusskill	0	false	false	false	0.0	0
battle_charge.png	aaslavhobgobskill	aaslavhobgobskill	aaslavhobgobskill	0	false	false	false	0.0	0
battle_ranged_damage.png	aadwarfhobgobskill	aadwarfhobgobskill	aadwarfhobgobskill	0	false	false	false	0.0	0
battle_damage.png	aahashutwrathskill	aahashutwrathskill	aahashutwrathskill	0	false	false	false	0.0	0
battle_ranged_damage.png	aadarkcraftskill7	aadarkcraftskill7	aadarkcraftskill7	0	false	false	false	0.0	0
battle_speed.png	aarelentlessskill7	aadarkcraftskill7	aadarkcraftskill7	0	false	false	false	0.0	0
battle_attack.png	aamercenaryskill7	aadarkcraftskill7	aadarkcraftskill7	0	false	false	false	0.0	0
wh_main_hero_passive_forgefire.png	aacdlordrunepre	aacdlordrunepre	aacdlordrunepre	9	false	false	false	0.0	0
wh2_main_spell_ruin_scorch.png	aacdlordrune1	aacdlordrune1	aacdlordrune1	14	false	false	false	0.0	0
wh_dlc08_berserk.png	aacdlordrune2	aacdlordrune2	aacdlordrune2	14	false	false	false	0.0	0
wh_dlc05_lord_abilities_spirit_essence_of_chaos.png	aacdlordrune3	aacdlordrune3	aacdlordrune3	14	false	false	false	0.0	0
wh2_dlc11_character_abilities_taunt.png	aacdlordrune4	aacdlordrune4	aacdlordrune4	14	false	false	false	0.0	0
character_cooldown.png	aacdrangedskill1	aacdrangedskill1	aacdrangedskill1	0	false	false	false	0.0	0
battle_ranged_damage.png	aacdrangedskill2	aacdrangedskill2	aacdrangedskill2	0	false	false	false	0.0	0
character_ammo.png	aacdrangedskill3	aacdrangedskill3	aacdrangedskill3	0	false	false	false	0.0	0
wh_dlc03_spell_wild_mantle_of_ghorok.png	aabullcentuniqskill1	aabullcentuniqskill1	aabullcentuniqskill1	0	false	false	false	0.0	0
battle_damage.png	aabullcentuniqskill2	aabullcentuniqskill2	aabullcentuniqskill2	0	false	false	false	0.0	0
battle_health.png	aabullcentuniqskill3	aabullcentuniqskill3	aabullcentuniqskill3	0	false	false	false	0.0	0
battle_charge.png	aabullcentuniqskill4	aabullcentuniqskill4	aabullcentuniqskill4	0	false	false	false	0.0	0
battle_morale.png	aabullcentuniqskill5	aabullcentuniqskill5	aabullcentuniqskill5	0	false	false	false	0.0	0
causes_terror.png	aabullcentuniqskill6	aabullcentuniqskill6	aabullcentuniqskill6	0	false	false	false	0.0	0
wh_dlc03_spell_wild_bray_scream.png	aabullcentuniqskill7	aabullcentuniqskill7	aabullcentuniqskill7	0	false	false	false	0.0	0
character_ammo.png	aabullcentuniqskill8	aabullcentuniqskill8	aabullcentuniqskill8	0	false	false	false	0.0	0
character_ammo.png	aabullcentuniqskill9	aabullcentuniqskill9	aabullcentuniqskill9	0	false	false	false	0.0	0
character_ammo.png	aabullcentuniqskill91	aabullcentuniqskill91	aabullcentuniqskill91	0	false	false	false	0.0	0
guerrilla_deploy.png	aahobgoblineliteskill0	aahobgoblineliteskill0	aahobgoblineliteskill0	9	false	false	false	0.0	0
wh2_dlc11_smuggler.png	aahobgoblineliteskill1	aahobgoblineliteskill1	aahobgoblineliteskill1	0	false	false	false	0.0	0
wh2_dlc11_poacher.png	aahobgoblineliteskill2	aahobgoblineliteskill2	aahobgoblineliteskill2	0	false	false	false	0.0	0
wh2_dlc11_blackmail.png	aahobgoblineliteskill3	aahobgoblineliteskill3	aahobgoblineliteskill3	0	false	false	false	0.0	0
wh2_dlc11_bribery.png	aahobgoblineliteskill4	aahobgoblineliteskill4	aahobgoblineliteskill4	0	false	false	false	0.0	0
