variants_tables	6
variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
great_taurus	VariantMeshes/wh_variantmodels/bc3/chd/chd_great_taurus/tech	cd_great_taurus_update		1.0	1.25	0.0	
great_taurus2	VariantMeshes/wh_variantmodels/bc3/chd/chd_great_taurus/tech	cd_great_taurus_update2		1.0	1.3	0.0	
great_taurus3	VariantMeshes/wh_variantmodels/bc3/chd/chd_great_taurus/tech	cd_great_taurus_update3		1.0	1.3	0.0	
cinderbreath	VariantMeshes/wh_variantmodels/bc3/chd/chd_great_taurus/tech	cd_cinderbreath		1.0	1.4	0.0	
lammasu	VariantMeshes/wh_variantmodels/bc3/chd/chd_great_taurus/tech	cd_lammasu_update		1.0	1.15	0.0	
wh_main_chs_cha_dwarf_lord_mnt		cd_castellan_warmaster_mnt		1.0	1.0	0.0	
zhatan_the_black_mnt		cd_zhatan_the_black_mnt		1.0	1.0	0.0	
drazhoath_the_ashen_mnt		cd_drazhoath_the_ashen_mnt		1.0	1.0	0.0	
wh_main_chs_cha_dwarf_lord_shadow_mnt		cd_sorcerer_prophet_mnt		1.0	1.0	0.0	
drazhoath_the_ashen		cd_drazhoath_the_ashen		1.0	1.15	0.0	
zhatan_the_black		cd_zhatan_the_black		1.0	1.15	0.0	
rykarth_the_unbreakable		cd_rykarth_the_unbreakable		1.0	1.15	0.0	
wh_main_chs_cha_dwarf_lord		cd_castellan_warmaster		1.0	1.15	0.0	
wh_main_chs_cha_dwarf_sorcerer_death		cd_sorcerer		1.0	1.15	0.0	
wh_main_chs_cha_dwarf_lord_shadow		cd_sorcerer_prophet		1.0	1.15	0.0	
wh_main_chs_cha_dwarf_castellan		cd_castellan		1.0	1.15	0.0	
wh_main_chs_cha_dwarf_sorcerer_fire		cd_sorcerer		1.0	1.15	0.0	
wh_main_chs_cha_dwarf_sorcerer_metal		cd_sorcerer		1.0	1.15	0.0	
wh_main_chs_cha_bull_lord		bull_lord		1.0	1.2	0.0	
hobgoblin_greatkhan1		grn_hobgoblin_greatkhan1		1.0	1.2	0.0	
hobgoblin_greatkhan2		grn_hobgoblin_greatkhan2		1.0	1.2	0.0	
hobgoblin_greatsorcerer1		grn_hobgoblin_greatsorcerer1		1.0	1.2	0.0	
hobgoblin_greatsorcerer2		grn_hobgoblin_greatsorcerer2		1.0	1.2	0.0	
