building_effects_junction_tables	3
building	effect	effect_scope	value	value_damaged	value_ruined
chs_hobgoblins2	deco_effect_agent_enable_recruitment_chs_spy	force_to_force_own	1.0	1.0	0.0
chs_hobgoblins3	deco_effect_agent_enable_recruitment_chs_spy	force_to_force_own	1.0	1.0	0.0
chs_hobgoblins3	deco_effect_agent_recruitment_xp_chs_spy	force_to_force_own	3.0	2.0	0.0
chs_chaos_dwarfs_3	deco_effect_agent_recruitment_cdcastell	force_to_force_own	1.0	1.0	0.0
chs_chaos_dwarfs_4	deco_effect_agent_recruitment_cdcastell	force_to_force_own	1.0	1.0	0.0
chs_chaos_dwarfs_5	deco_effect_agent_recruitment_cdcastell	force_to_force_own	1.0	1.0	0.0
chs_chaos_dwarfs_5	deco_effect_agent_cap_increase_cdcastell	force_to_force_own	1.0	1.0	0.0
chs_chaos_dwarfs_4	deco_effect_agent_recruitmentxp_cdcastell	force_to_force_own	2.0	1.0	0.0
chs_chaos_dwarfs_5	deco_effect_agent_recruitmentxp_cdcastell	force_to_force_own	4.0	2.0	0.0
chs_infernal1	deco_effect_agent_recruitment_cdsorchero	force_to_force_own	1.0	1.0	0.0
chs_infernal2	deco_effect_agent_recruitment_cdsorchero	force_to_force_own	1.0	1.0	0.0
chs_infernal2	deco_effect_agent_recruitmentxp_cdsorchero	force_to_force_own	3.0	2.0	0.0
chs_bull_centaur1	ads_bullcent_upkeep	force_to_force_own	-5.0	-2.0	0.0
chs_bull_centaur2	ads_bullcent_upkeep	force_to_force_own	-10.0	-5.0	0.0
chs_bull_centaur3	ads_bullcent_upkeep	force_to_force_own	-15.0	-8.0	0.0
chs_bull_centaur3	ads_fireborn_upkeep	force_to_force_own	-10.0	-5.0	0.0
chs_war_machines1	ads_cdartillery_upkeep	force_to_force_own	-5.0	-2.0	0.0
chs_war_machines2	ads_cdartillery_upkeep	force_to_force_own	-10.0	-5.0	0.0
chs_war_machines2	ads_cdwarmachine_upkeep	force_to_force_own	-10.0	-5.0	0.0
chs_hobgoblins1	ads_hobgob_upkeep	force_to_force_own	-5.0	-2.0	0.0
chs_hobgoblins2	ads_hobgob_upkeep	force_to_force_own	-15.0	-7.0	0.0
chs_hobgoblins3	ads_hobgob_upkeep	force_to_force_own	-25.0	-12.0	0.0
chs_hobgoblins2	ads_hobgobranged_upkeep	force_to_force_own	-10.0	-5.0	0.0
chs_hobgoblins3	ads_hobgobranged_upkeep	force_to_force_own	-15.0	-7.0	0.0
chs_chaos_dwarfs_3	ads_chaosdwarf_upkeep_ranged	force_to_force_own	-5.0	-2.0	0.0
chs_chaos_dwarfs_4	ads_chaosdwarf_upkeep_ranged	force_to_force_own	-10.0	-5.0	0.0
chs_chaos_dwarfs_5	ads_chaosdwarf_upkeep_ranged	force_to_force_own	-15.0	-7.0	0.0
chs_chaos_dwarfs_2	ads_chaosdwarf_upkeep	force_to_force_own	-5.0	-2.0	0.0
chs_chaos_dwarfs_3	ads_chaosdwarf_upkeep	force_to_force_own	-10.0	-5.0	0.0
chs_chaos_dwarfs_4	ads_chaosdwarf_upkeep	force_to_force_own	-15.0	-8.0	0.0
chs_chaos_dwarfs_5	ads_chaosdwarf_upkeep	force_to_force_own	-20.0	-10.0	0.0
chs_chaos_dwarfs	ads_slave_upkeep	force_to_force_own	-5.0	-2.0	0.0
chs_chaos_dwarfs_2	ads_slave_upkeep	force_to_force_own	-10.0	-5.0	0.0
chs_chaos_dwarfs_3	ads_slave_upkeep	force_to_force_own	-15.0	-8.0	0.0
chs_chaos_dwarfs_4	ads_slave_upkeep	force_to_force_own	-20.0	-10.0	0.0
chs_chaos_dwarfs_5	ads_slave_upkeep	force_to_force_own	-30.0	-15.0	0.0
