unit_variants_tables	5
faction	name	unit	variant	unit_card
	wh_main_chs_cha_dwarf_lord_shadow_2	wh_main_chs_cha_dwarf_lord_shadow_2	wh_main_chs_cha_dwarf_lord_shadow_mount	chaos_dwarf_sorcerer_01
	wh_main_chs_cha_dwarf_lord_shadow_3	wh_main_chs_cha_dwarf_lord_shadow_3	wh_main_chs_cha_dwarf_lord_shadow_mount	chaos_dwarf_sorcerer_01
	wh_main_chs_cha_dwarf_lord_shadow_4	wh_main_chs_cha_dwarf_lord_shadow_4	er_chd_mount_completed_statue	chaos_dwarf_sorcerer_01
	wh_main_chs_cha_dwarf_sorcerer_death_1	wh_main_chs_cha_dwarf_sorcerer_death_1	wh_main_chs_cha_dwarf_sorcerer_death_mount	chaos_dwarf_daemonsmith_03
	wh_main_chs_cha_dwarf_sorcerer_death_2	wh_main_chs_cha_dwarf_sorcerer_death_2	wh_main_chs_cha_dwarf_sorcerer_death_mount	chaos_dwarf_daemonsmith_03
	wh_main_chs_cha_dwarf_sorcerer_death_3	wh_main_chs_cha_dwarf_sorcerer_death_3	er_chd_mount_completed_statue	chaos_dwarf_daemonsmith_03
	wh_main_chs_cha_dwarf_sorcerer_fire_1	wh_main_chs_cha_dwarf_sorcerer_fire_1	wh_main_chs_cha_dwarf_sorcerer_fire_mount	chaos_dwarf_daemonsmith_02
	wh_main_chs_cha_dwarf_sorcerer_fire_2	wh_main_chs_cha_dwarf_sorcerer_fire_2	wh_main_chs_cha_dwarf_sorcerer_fire_mount	chaos_dwarf_daemonsmith_02
	wh_main_chs_cha_dwarf_sorcerer_fire_3	wh_main_chs_cha_dwarf_sorcerer_fire_3	er_chd_mount_completed_statue	chaos_dwarf_daemonsmith_02
	wh_main_chs_cha_dwarf_sorcerer_metal_1	wh_main_chs_cha_dwarf_sorcerer_metal_1	wh_main_chs_cha_dwarf_sorcerer_metal_mount	chaos_dwarf_daemonsmith_01
	wh_main_chs_cha_dwarf_sorcerer_metal_2	wh_main_chs_cha_dwarf_sorcerer_metal_2	wh_main_chs_cha_dwarf_sorcerer_metal_mount	chaos_dwarf_daemonsmith_01
	wh_main_chs_cha_dwarf_sorcerer_metal_3	wh_main_chs_cha_dwarf_sorcerer_metal_3	er_chd_mount_completed_statue	chaos_dwarf_daemonsmith_01
