Loc PackedFile	1
key	text	tooltip
units_custom_battle_mounts_mount_name_drazhoath_the_ashendrazhoath_the_ashen_1	Cinderbreath	true
units_custom_battle_mounts_mount_name_zhatan_the_blackzhatan_the_black_1	Bale Taurus	true
units_custom_battle_mounts_mount_name_wh_main_chs_cha_dwarf_lord_shadowwh_main_chs_cha_dwarf_lord_shadow_1	Lammasu	true
units_custom_battle_mounts_localised_description_drazhoath_the_ashendrazhoath_the_ashen_1	In battle Drazhoath leads his war hosts mounted upon the Great Taurus Cinderbreath, bringing fire and ruin down upon the enemy. 	true
units_custom_battle_mounts_localised_description_wh_main_chs_cha_dwarf_lord_shadowwh_main_chs_cha_dwarf_lord_shadow_1	Chaos Dwarf Sorcerers have used Lammasu as steeds for thousands of years.	true
units_custom_battle_mounts_localised_description_wh_main_chs_cha_dwarf_lordwh_main_chs_cha_dwarf_lord_1	None but the highest and most powerful servants of Hashut can hope to master these hellish monsters.	true
units_custom_battle_mounts_localised_description_zhatan_the_blackzhatan_the_black_1	None but the highest and most powerful servants of Hashut can hope to master these hellish monsters.	true
units_custom_battle_mounts_mount_name_wh_main_chs_cha_dwarf_lordwh_main_chs_cha_dwarf_lord_1	Bale Taurus	true
units_custom_battle_mounts_mount_name_hobgoblin_khanhobgoblin_khan_wolf	Giant Wolf	false
units_custom_battle_mounts_localised_description_hobgoblin_khanhobgoblin_khan_wolf	"Da Khan getz da biggest barka', nuff sed."	true
