ancillaries_tables	18
key	type	applies_to	transferrable	unique_to_world	unique_to_faction	precedence	start_date	end_date	avatar_skill	avatar_special_ability	legendary_item	mp_exclusive	is_wife_ancillary	category	min_starting_age	max_starting_age	min_expiry_age	max_expiry_age	immortal	provided_bodyguard_unit	provided_banner	uniqueness_score	turns_before_swap_allowed	subcategory	randomly_dropped	can_be_stolen	can_be_destroyed
er_anc_mount_chd_dwarf_lord_shadow_statue_0	er_anc_mount_petrified_statue	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh_main_chs_cha_dwarf_lord_shadow_2		1	-1		false	false	false
er_anc_mount_chd_dwarf_lord_shadow_statue_1	er_anc_mount_petrified_statue	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh_main_chs_cha_dwarf_lord_shadow_3		1	-1		false	false	false
er_anc_mount_chd_dwarf_lord_shadow_statue_2	er_anc_mount_petrified_statue	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh_main_chs_cha_dwarf_lord_shadow_4		1	-1		false	false	false
er_anc_mount_chd_dwarf_sorcerer_death_statue_0	er_anc_mount_petrified_statue	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh_main_chs_cha_dwarf_sorcerer_death_1		1	-1		false	false	false
er_anc_mount_chd_dwarf_sorcerer_death_statue_1	er_anc_mount_petrified_statue	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh_main_chs_cha_dwarf_sorcerer_death_2		1	-1		false	false	false
er_anc_mount_chd_dwarf_sorcerer_death_statue_2	er_anc_mount_petrified_statue	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh_main_chs_cha_dwarf_sorcerer_death_3		1	-1		false	false	false
er_anc_mount_chd_dwarf_sorcerer_fire_statue_0	er_anc_mount_petrified_statue	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh_main_chs_cha_dwarf_sorcerer_fire_1		1	-1		false	false	false
er_anc_mount_chd_dwarf_sorcerer_fire_statue_1	er_anc_mount_petrified_statue	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh_main_chs_cha_dwarf_sorcerer_fire_2		1	-1		false	false	false
er_anc_mount_chd_dwarf_sorcerer_fire_statue_2	er_anc_mount_petrified_statue	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh_main_chs_cha_dwarf_sorcerer_fire_3		1	-1		false	false	false
er_anc_mount_chd_dwarf_sorcerer_metal_statue_0	er_anc_mount_petrified_statue	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh_main_chs_cha_dwarf_sorcerer_metal_1		1	-1		false	false	false
er_anc_mount_chd_dwarf_sorcerer_metal_statue_1	er_anc_mount_petrified_statue	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh_main_chs_cha_dwarf_sorcerer_metal_2		1	-1		false	false	false
er_anc_mount_chd_dwarf_sorcerer_metal_statue_2	er_anc_mount_petrified_statue	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh_main_chs_cha_dwarf_sorcerer_metal_3		1	-1		false	false	false
