character_skill_nodes_tables	5
campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	key	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
	aadrazspecial1	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		2.0	wh_main_skill_node_chs_drazhoath_special1	0.0		0	0	true
	aadrazspecial2	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		2.0	wh_main_skill_node_chs_drazhoath_special2	1.0		0	0	true
	aadrazspecial3	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		2.0	wh_main_skill_node_chs_drazhoath_special3	2.0		0	0	true
	aadrazspecial4	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		2.0	wh_main_skill_node_chs_drazhoath_special4	3.0		0	0	true
	aadrazspecial5	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		2.0	wh_main_skill_node_chs_drazhoath_special5	4.0		0	0	true
	aadrazspecial6	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		2.0	wh_main_skill_node_chs_drazhoath_special6	5.0		0	4	true
	aarykspecial1	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		2.0	wh_main_skill_node_chs_rykarth_special1	0.0		0	0	true
	aarykspecial2	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		2.0	wh_main_skill_node_chs_rykarth_special2	1.0		0	0	true
	aarykspecial3	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		2.0	wh_main_skill_node_chs_rykarth_special3	2.0		0	0	true
	aarykspecial4	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		2.0	wh_main_skill_node_chs_rykarth_special4	3.0		0	0	true
	aarykspecial5	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		2.0	wh_main_skill_node_chs_rykarth_special5	4.0		0	0	true
	aarykspecial6	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		2.0	wh_main_skill_node_chs_rykarth_special6	5.0		0	4	true
	aazhatspecial1	wh_main_skill_node_set_chs_cha_zhatan_the_black		2.0	wh_main_skill_node_chs_zhatan_special1	0.0		0	0	true
	aazhatspecial2	wh_main_skill_node_set_chs_cha_zhatan_the_black		2.0	wh_main_skill_node_chs_zhatan_special2	1.0		0	0	true
	aazhatspecial3	wh_main_skill_node_set_chs_cha_zhatan_the_black		2.0	wh_main_skill_node_chs_zhatan_special3	2.0		0	0	true
	aazhatspecial4	wh_main_skill_node_set_chs_cha_zhatan_the_black		2.0	wh_main_skill_node_chs_zhatan_special4	3.0		0	0	true
	aazhatspecial5	wh_main_skill_node_set_chs_cha_zhatan_the_black		2.0	wh_main_skill_node_chs_zhatan_special5	4.0		0	0	true
	aazhatspecial6	wh_main_skill_node_set_chs_cha_zhatan_the_black		2.0	wh_main_skill_node_chs_zhatan_special6	5.0		0	4	true
	wh_main_skill_chs_lord_battle_dominating_presence	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		4.0	wh_main_skill_node_chs_drazhoath_battle_01	0.0		0	0	true
	aabullcentuniqskill2	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		4.0	wh_main_skill_node_chs_drazhoath_battle_02	1.0		0	0	true
	aahobgobbcentskill	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		4.0	wh_main_skill_node_chs_drazhoath_battle_03	2.0		0	0	true
	aakdaimachinesskill	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		4.0	wh_main_skill_node_chs_drazhoath_battle_04	3.0		0	0	true
	aaalliesattackskill	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		4.0	wh_main_skill_node_chs_drazhoath_battle_05	4.0		0	0	true
	aaartillplusskill	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		4.0	wh_main_skill_node_chs_drazhoath_battle_06	5.0		0	0	true
	aaslavhobgobskill	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		4.0	wh_main_skill_node_chs_drazhoath_battle_07	6.0		0	0	true
	aadwarfhobgobskill	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		4.0	wh_main_skill_node_chs_drazhoath_battle_08	7.0		0	0	true
	aaslaveandcdskill	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		4.0	wh_main_skill_node_chs_drazhoath_battle_09	8.0		0	0	true
	wh_main_skill_all_lord_battle_rally	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		4.0	wh_main_skill_node_chs_drazhoath_battle_10	9.0		0	6	true
	aahashutwrathskill	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		4.0	wh_main_skill_node_chs_drazhoath_battle_11	10.0		0	0	true
	aadarkcraftskill7	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		4.0	wh_main_skill_node_chs_drazhoath_battle_12	11.0		0	0	true
	aarelentlessskill7	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		4.0	wh_main_skill_node_chs_drazhoath_battle_13	12.0		0	0	true
	aamercenaryskill7	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		4.0	wh_main_skill_node_chs_drazhoath_battle_14	13.0		0	0	true
	wh_main_skill_chs_lord_battle_stand_or_die	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		4.0	wh_main_skill_node_chs_drazhoath_battle_15	14.0		0	1	true
	wh_main_skill_all_magic_fire_01_fireball	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		3.0	wh_main_skill_node_chs_drazhoath_magic01	0.0		0	0	true
	wh_main_skill_all_magic_fire_04_kindleflame	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		3.0	wh_main_skill_node_chs_drazhoath_magic02	1.0		0	0	true
	wh2_main_skill_all_magic_fire_02_cascading_fire-cloak_lord	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		3.0	wh_main_skill_node_chs_drazhoath_magic03	2.0		0	0	true
	wh2_main_skill_all_magic_fire_03_flaming_sword_of_rhuin_lord	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		3.0	wh_main_skill_node_chs_drazhoath_magic04	3.0		0	0	true
	wh2_main_skill_all_magic_fire_05_the_burning_head_lord	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		3.0	wh_main_skill_node_chs_drazhoath_magic05	4.0		0	0	true
	wh_main_skill_all_magic_all_06_evasion	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		3.0	wh_main_skill_node_chs_drazhoath_magic06	5.0		0	4	true
	wh_main_skill_all_magic_all_07_earthing	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		3.0	wh_main_skill_node_chs_drazhoath_magic07	6.0		0	0	true
	wh_main_skill_all_magic_all_08_power_drain	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		3.0	wh_main_skill_node_chs_drazhoath_magic08	7.0		0	0	true
	wh2_main_skill_all_magic_fire_09_piercing_bolts_of_burning_lord	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		3.0	wh_main_skill_node_chs_drazhoath_magic09	8.0		0	0	true
	wh2_main_skill_all_magic_fire_10_flame_storm_lord	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		3.0	wh_main_skill_node_chs_drazhoath_magic10	9.0		0	0	true
	wh_main_skill_all_magic_all_11_arcane_conduit	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		3.0	wh_main_skill_node_chs_drazhoath_magic11	10.0		0	4	true
	wh2_main_skill_all_magic_fire_dummy_fireball_cascading_fire_cloak	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		3.0	wh_main_skill_node_chs_drazhoath_magicdummy	11.0		1	0	false
	wh_main_skill_all_lord_campaign_route_marcher	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		5.0	wh_main_skill_node_chs_drazhoath_campaign_01	0.0		0	0	true
	wh_main_skill_chs_lord_campaign_despoilers	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		5.0	wh_main_skill_node_chs_drazhoath_campaign_02	1.0		0	0	true
	wh_main_skill_chs_lord_campaign_serve_or_die	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		5.0	wh_main_skill_node_chs_drazhoath_campaign_03	2.0		0	0	true
	wh_main_skill_chs_lord_campaign_tribes_of_chaos	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		5.0	wh_main_skill_node_chs_drazhoath_campaign_04	3.0		0	0	true
	wh_main_skill_chs_lord_campaign_ruination	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		5.0	wh_main_skill_node_chs_drazhoath_campaign_05	4.0		0	0	true
	wh_main_skill_chs_lord_campaign_unholy_resilience	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		5.0	wh_main_skill_node_chs_drazhoath_campaign_06	5.0		0	4	true
	wh_main_skill_all_lord_campaign_lightning_strike	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		5.0	wh_main_skill_node_chs_drazhoath_campaign_07	6.0		0	0	true
	wh_main_skill_chs_lord_campaign_dark_apothecary	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		5.0	wh_main_skill_node_chs_drazhoath_campaign_08	7.0		0	0	true
	wh_main_skill_chs_lord_campaign_gathering_of_might	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		5.0	wh_main_skill_node_chs_drazhoath_campaign_09	8.0		0	0	true
	wh_main_skill_all_lord_campaign_premonition	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		5.0	wh_main_skill_node_chs_drazhoath_campaign_10	9.0		0	0	true
	wh_main_skill_chs_lord_campaign_corruption	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		5.0	wh_main_skill_node_chs_drazhoath_campaign_11	10.0		0	4	true
	wh2_main_skill_all_immortality_lord	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		0.0	wh_main_skill_node_chs_drazhoath_immortality	14.0		1	0	false
	aalegendaryskill7	wh_main_skill_node_set_chs_cha_drazhoath_the_ashen		6.0	wh_main_skill_node_chs_drazhoath_innate_01	0.0		1	0	false
	wh_main_skill_chs_lord_battle_dominating_presence	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		4.0	wh_main_skill_node_chs_rykarth_battle_01	0.0		0	0	true
	aaslaveandcdskill	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		4.0	wh_main_skill_node_chs_rykarth_battle_02	1.0		0	0	true
	aahobgobbcentskill	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		4.0	wh_main_skill_node_chs_rykarth_battle_03	2.0		0	0	true
	aakdaimachinesskill	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		4.0	wh_main_skill_node_chs_rykarth_battle_04	3.0		0	0	true
	aaalliesattackskill	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		4.0	wh_main_skill_node_chs_rykarth_battle_05	4.0		0	0	true
	aaartillplusskill	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		4.0	wh_main_skill_node_chs_rykarth_battle_06	5.0		0	0	true
	aaslavhobgobskill	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		4.0	wh_main_skill_node_chs_rykarth_battle_07	6.0		0	0	true
	aadwarfhobgobskill	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		4.0	wh_main_skill_node_chs_rykarth_battle_08	7.0		0	0	true
	wh2_dlc11_skill_chs_army_buff_doomfire	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		4.0	wh_main_skill_node_chs_rykarth_battle_09	8.0		0	0	true
	wh_main_skill_all_lord_battle_rally	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		4.0	wh_main_skill_node_chs_rykarth_battle_10	9.0		0	6	true
	aahashutwrathskill	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		4.0	wh_main_skill_node_chs_rykarth_battle_11	10.0		0	0	true
	aadarkcraftskill7	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		4.0	wh_main_skill_node_chs_rykarth_battle_12	11.0		0	0	true
	aarelentlessskill7	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		4.0	wh_main_skill_node_chs_rykarth_battle_13	12.0		0	0	true
	aamercenaryskill7	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		4.0	wh_main_skill_node_chs_rykarth_battle_14	13.0		0	0	true
	wh_main_skill_chs_lord_battle_stand_or_die	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		4.0	wh_main_skill_node_chs_rykarth_battle_15	14.0		0	1	true
	wh_main_skill_all_lord_campaign_route_marcher	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		5.0	wh_main_skill_node_chs_rykarth_campaign_01	0.0		0	0	true
	wh_main_skill_chs_lord_campaign_despoilers	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		5.0	wh_main_skill_node_chs_rykarth_campaign_02	1.0		0	0	true
	wh_main_skill_chs_lord_campaign_serve_or_die	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		5.0	wh_main_skill_node_chs_rykarth_campaign_03	2.0		0	0	true
	wh_main_skill_chs_lord_campaign_tribes_of_chaos	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		5.0	wh_main_skill_node_chs_rykarth_campaign_04	3.0		0	0	true
	wh_main_skill_chs_lord_campaign_ruination	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		5.0	wh_main_skill_node_chs_rykarth_campaign_05	4.0		0	0	true
	wh_main_skill_chs_lord_campaign_unholy_resilience	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		5.0	wh_main_skill_node_chs_rykarth_campaign_06	5.0		0	4	true
	wh_main_skill_all_lord_campaign_lightning_strike	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		5.0	wh_main_skill_node_chs_rykarth_campaign_07	6.0		0	0	true
	wh_main_skill_chs_lord_campaign_dark_apothecary	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		5.0	wh_main_skill_node_chs_rykarth_campaign_08	7.0		0	0	true
	wh_main_skill_chs_lord_campaign_gathering_of_might	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		5.0	wh_main_skill_node_chs_rykarth_campaign_09	8.0		0	0	true
	wh_main_skill_all_lord_campaign_premonition	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		5.0	wh_main_skill_node_chs_rykarth_campaign_10	9.0		0	0	true
	wh_main_skill_chs_lord_campaign_corruption	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		5.0	wh_main_skill_node_chs_rykarth_campaign_11	10.0		0	4	true
	wh2_main_skill_all_immortality_lord	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		0.0	wh_main_skill_node_chs_rykarth_immortality	14.0		1	0	false
	aalegendaryskill8	wh_main_skill_node_set_chs_cha_rykarth_the_unbreakable		6.0	wh_main_skill_node_chs_rykarth_innate_01	0.0		1	0	false
	wh_main_skill_chs_lord_battle_dominating_presence	wh_main_skill_node_set_chs_cha_zhatan_the_black		4.0	wh_main_skill_node_chs_zhatan_battle_01	0.0		0	0	true
	aaslaveandcdskill	wh_main_skill_node_set_chs_cha_zhatan_the_black		4.0	wh_main_skill_node_chs_zhatan_battle_02	1.0		0	0	true
	aahobgobbcentskill	wh_main_skill_node_set_chs_cha_zhatan_the_black		4.0	wh_main_skill_node_chs_zhatan_battle_03	2.0		0	0	true
	wh2_dlc11_skill_chs_army_buff_doomfire	wh_main_skill_node_set_chs_cha_zhatan_the_black		4.0	wh_main_skill_node_chs_zhatan_battle_04	3.0		0	0	true
	aabullcentuniqskill5	wh_main_skill_node_set_chs_cha_zhatan_the_black		4.0	wh_main_skill_node_chs_zhatan_battle_05	4.0		0	0	true
	aaartillplusskill	wh_main_skill_node_set_chs_cha_zhatan_the_black		4.0	wh_main_skill_node_chs_zhatan_battle_06	5.0		0	0	true
	aaslavhobgobskill	wh_main_skill_node_set_chs_cha_zhatan_the_black		4.0	wh_main_skill_node_chs_zhatan_battle_07	6.0		0	0	true
	aadwarfhobgobskill	wh_main_skill_node_set_chs_cha_zhatan_the_black		4.0	wh_main_skill_node_chs_zhatan_battle_08	7.0		0	0	true
	aaalliesattackskill	wh_main_skill_node_set_chs_cha_zhatan_the_black		4.0	wh_main_skill_node_chs_zhatan_battle_09	8.0		0	0	true
	wh_main_skill_all_lord_battle_rally	wh_main_skill_node_set_chs_cha_zhatan_the_black		4.0	wh_main_skill_node_chs_zhatan_battle_10	9.0		0	6	true
	aahashutwrathskill	wh_main_skill_node_set_chs_cha_zhatan_the_black		4.0	wh_main_skill_node_chs_zhatan_battle_11	10.0		0	0	true
	aadarkcraftskill7	wh_main_skill_node_set_chs_cha_zhatan_the_black		4.0	wh_main_skill_node_chs_zhatan_battle_12	11.0		0	0	true
	aarelentlessskill7	wh_main_skill_node_set_chs_cha_zhatan_the_black		4.0	wh_main_skill_node_chs_zhatan_battle_13	12.0		0	0	true
	aamercenaryskill7	wh_main_skill_node_set_chs_cha_zhatan_the_black		4.0	wh_main_skill_node_chs_zhatan_battle_14	13.0		0	0	true
