special_ability_groups_to_units_junctions_tables	0
ability_group	unit
wh_dlc05_lore_shadows	wh_main_chs_cha_dwarf_lord_shadow_2
wh_dlc05_lore_shadows	wh_main_chs_cha_dwarf_lord_shadow_3
wh_main_lore_death	wh_main_chs_cha_dwarf_sorcerer_death_1
wh_main_lore_death	wh_main_chs_cha_dwarf_sorcerer_death_2
wh_main_lore_fire	wh_main_chs_cha_dwarf_sorcerer_fire_1
wh_main_lore_fire	wh_main_chs_cha_dwarf_sorcerer_fire_2
wh_main_lore_metal	wh_main_chs_cha_dwarf_sorcerer_metal_1
wh_main_lore_metal	wh_main_chs_cha_dwarf_sorcerer_metal_2
