land_units_to_unit_abilites_junctions_tables	0
ability	land_unit
wh_main_unit_passive_relentless	chaos_dwarf_warriors_quarrellers
wh_main_unit_passive_relentless	chaos_dwarf_annihilators
wh2_main_unit_passive_snare_net	chaos_dwarf_annihilators
cd_tanit_unit_abilities_great_taurus_breath	great_taurus
cd_tanit_mount_passive_blazing_body	great_taurus
cd_tanit_unit_abilities_lammasu_breath	lammasu
wh2_main_unit_passive_attuned_to_magic	lammasu
cd_tanit_bound_spell_honeyed_words	lammasu
wh_dlc05_spell_shadow_the_enfeebling_foe	lammasu
wh_main_spell_fire_flame_storm	lammasu
wh_main_unit_passive_relentless	cd_hellbound_chariot
wh_main_unit_passive_frenzy	cd_hellbound_chariot
cd_tanit_mount_passive_blazing_body	k'daai_fireborn
cd_tanit_mount_passive_blazing_body	k'daai_destroyer
