character_skill_level_to_effects_junctions_tables	1
character_skill_key	effect_key	effect_scope	level	value
aacdlordrunepre	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	1	10.0
ads_greatkhanuniquebase	wh_main_effect_agent_movement_range_mod	character_to_character_own	1	-10.0
ads_greatkhanuniquebase	ads_cdwarmachine_upkeep	general_to_force_own	1	50.0
ads_greatkhanuniquebase	ads_cdartillery_upkeep	general_to_force_own	1	50.0
ads_greatkhanuniquebase	ads_chaosdwarf_upkeep	general_to_force_own	1	50.0
ads_greatkhanuniquebase	ads_chaosdwarf_upkeep_ranged	general_to_force_own	1	50.0
ads_greatkhanbattleupkeep1	ads_hobgob_attack	general_to_force_own	3	15.0
ads_greatkhanbattleupkeep1	ads_hobgob_attack	general_to_force_own	2	8.0
ads_greatkhanbattleupkeep1	ads_hobgob_attack	general_to_force_own	1	5.0
ads_greatkhanbattleupkeep1	ads_hobgobranged_rangedmg	general_to_force_own	3	20.0
ads_greatkhanbattleupkeep1	ads_hobgobranged_rangedmg	general_to_force_own	2	12.0
ads_greatkhanbattleupkeep1	ads_hobgobranged_rangedmg	general_to_force_own	1	8.0
ads_greatkhanbattleupkeep2	ads_cdmonsters_physres	general_to_force_own	3	20.0
ads_greatkhanbattleupkeep2	ads_cdmonsters_physres	general_to_force_own	2	12.0
ads_greatkhanbattleupkeep2	ads_cdmonsters_physres	general_to_force_own	1	8.0
ads_greatkhanbattleupkeep3	ads_chaosdwarf_defence	general_to_force_own	3	15.0
ads_greatkhanbattleupkeep3	ads_chaosdwarf_defence	general_to_force_own	2	8.0
ads_greatkhanbattleupkeep3	ads_chaosdwarf_defence	general_to_force_own	1	5.0
ads_greatkhanbattleupkeep3	ads_chaosdwarf_rangedmg_ranged	general_to_force_own	3	20.0
ads_greatkhanbattleupkeep3	ads_chaosdwarf_rangedmg_ranged	general_to_force_own	2	12.0
ads_greatkhanbattleupkeep3	ads_chaosdwarf_rangedmg_ranged	general_to_force_own	1	8.0
ads_greatkhanbattleupkeep4	ads_cdallies_morale	general_to_force_own	3	15.0
ads_greatkhanbattleupkeep4	ads_cdallies_morale	general_to_force_own	2	8.0
ads_greatkhanbattleupkeep4	ads_cdallies_morale	general_to_force_own	1	5.0
ads_greatkhanbattleupkeep4	ads_slave_morale	general_to_force_own	3	15.0
ads_greatkhanbattleupkeep4	ads_slave_morale	general_to_force_own	2	8.0
ads_greatkhanbattleupkeep4	ads_slave_morale	general_to_force_own	1	5.0
ads_greatkhanunique1	wh_main_effect_character_stat_mod_personal_aura_morale_effect	character_to_character_own	1	6.0
ads_greatkhanunique1	wh2_main_effect_character_stat_enable_discourage_attacks	character_to_character_own	1	1.0
ads_greatkhanunique1	wh_main_effect_unit_enable_attribute_immune_to_psychology	character_to_character_own	1	1.0
ads_greatkhanunique1	wh_main_effect_force_unit_stat_melee_attack	general_to_force_own	1	5.0
ads_greatkhanunique1	wh_main_effect_character_stat_mod_range	character_to_character_own	1	20.0
ads_greatkhanunique1	wh2_dlc10_effect_unit_enable_attribute_perfect_vigour	character_to_character_own	1	1.0
ads_greatkhanunique1	wh_main_effect_force_all_campaign_upkeep	general_to_force_own	1	-25.0
ads_greatkhanunique1	wh_main_effect_force_all_campaign_recruitment_cost_all	general_to_force_own	1	-25.0
ads_greatkhanunique2	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1	1.0
ads_greatkhanunique2	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	1	10.0
ads_greatkhanunique2	wh2_dlc10_effect_enable_attribute_snipe	character_to_character_own	1	1.0
ads_greatkhanunique2	wh_main_effect_unit_enable_attribute_stalk	character_to_character_own	1	1.0
ads_greatkhanunique2	ads_hobgob_upkeep	general_to_force_own	1	-40.0
ads_greatkhanunique2	ads_hobgobranged_recruit	general_to_force_own	1	-30.0
ads_greatkhanunique2	ads_cdmonsters_upkeep	general_to_force_own	1	-20.0
ads_greatkhanunique3	ads_cdallies_upkeep	general_to_force_own	1	-20.0
ads_greatkhanunique3	ads_slave_upkeep	general_to_force_own	1	-30.0
ads_greatkhanunique3	wh_main_effect_agent_movement_range_mod	character_to_character_own	1	20.0
ads_greatkhanunique4	wh2_main_effect_armour_piercing_damage	character_to_character_own	1	50.0
ads_greatkhanunique4	wh2_main_effect_character_stat_mod_ap_damage_missile	character_to_character_own	1	25.0
ads_greatkhanunique4	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1	1.0
ads_greatkhanunique4	ads_hobgobranged_upkeep	character_to_character_own	1	-30.0
ads_greatkhanunique4	ads_hobgob_upkeep	character_to_character_own	1	-30.0
ads_greatkhanunique4	ads_chaosdwarf_upkeep	general_to_force_own	1	-25.0
ads_greatkhanunique4	ads_chaosdwarf_upkeep_ranged	general_to_force_own	1	-25.0
ads_greatkhanunique4	ads_cdartillery_upkeep	general_to_force_own	1	-20.0
ads_greatkhanunique4	ads_cdwarmachine_upkeep	general_to_force_own	1	-20.0
wh_main_skill_chs_hobgoblin_greatkhan_wolf	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
wh_main_skill_chs_hobgoblin_greatkhan_wolf	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
wh_main_skill_chs_hobgoblin_greatkhan_wolf	wh_main_effect_enable_mount_giant_wolf	character_to_character_own	1	1.0
wh_main_skill_chs_hobgoblin_sorcerer_wolf	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1.0
wh_main_skill_chs_hobgoblin_sorcerer_wolf	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1.0
wh_main_skill_chs_hobgoblin_sorcerer_wolf	wh_main_effect_enable_mount_giant_wolf	character_to_character_own	1	1.0
