Loc PackedFile	1
key	text	tooltip
building_chains_encyclopedia_name_chs_chaos_dwarfs	Zharr-Naggrund	true
building_chains_chain_tooltip_chs_chaos_dwarfs	Zharr-Naggrund	true
building_chains_encyclopedia_name_chs_bull_centaur	Hashut's Chosen	true
building_chains_chain_tooltip_chs_bull_centaur	Hashut's Chosen	true
building_chains_encyclopedia_name_chs_war_machines	War Machines	true
building_chains_chain_tooltip_chs_war_machines	War Machines	true
building_chains_encyclopedia_name_chs_hobgoblins	Hobgoblin Hovels	true
building_chains_chain_tooltip_chs_hobgoblins	Hobgoblin Hovels	true
building_chains_encyclopedia_name_chs_infernal	Dawi-Zharr Palace	true
building_chains_chain_tooltip_chs_infernal	Dawi-Zharr Palace	true
building_chains_encyclopedia_description_chs_bull_centaur	This chain enables the recruitment of Bull Centaurs to your horde.	true
building_chains_encyclopedia_description_chs_war_machines	This chain enables the recruitment of Chaos Dwarf war machines to your horde.	true
building_chains_encyclopedia_description_chs_hobgoblins	This chain enables the recruitment of Hobgoblins to your horde.	true
building_chains_encyclopedia_description_chs_infernal	This chain enables the recruitment of Infernal Guard to your horde.	true
building_chains_encyclopedia_description_chs_chaos_dwarfs	This chain enables the recruitment of Chaos Dwarfs to your horde.	true
