character_skills_tables	5
image_path	key	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
mount_manticore.png	wh_main_skill_chs_cha_dwarf_lord_taurus			17	false	false	false	0.0	0
mount_manticore.png	wh_main_skill_chs_cha_dwarf_lord_taurus_zhatan			17	false	false	false	0.0	0
mount_manticore.png	wh_main_skill_chs_cha_dwarf_lord_lammasu			17	false	false	false	0.0	0
mount_manticore.png	wh_main_skill_chs_cha_drazhoath_cinderbreath			17	false	false	false	0.0	0
item_arcane_item.png	aalegendaryskill1			21	false	false	false	0.0	0
item_enchanted_item.png	aalegendaryskill2			13	false	false	false	0.0	0
item_armour.png	aalegendaryskill3			9	false	false	false	0.0	0
item_talisman.png	aalegendaryskill4			17	false	false	false	0.0	0
item_weapon.png	aalegendaryskill5			13	false	false	false	0.0	0
item_armour.png	aalegendaryskill6			21	false	false	false	0.0	0
trait_chaos.png	aalegendaryskill7			0	true	false	false	5.0	0
trait_chaos.png	aalegendaryskill8			0	true	false	false	5.0	0
trait_chaos.png	aalegendaryskill9			0	true	false	false	5.0	0
wh2_dlc12_lord_abilities_unlimited_power.png	aadrazspecial1			9	false	false	false	0.0	0
battle_morale.png	aadrazspecial2			0	false	false	false	0.0	0
battle_health.png	aadrazspecial3			0	false	false	false	0.0	0
battle_attack.png	aadrazspecial4			0	false	false	false	0.0	0
battle_ranged_damage.png	aadrazspecial5			0	false	false	false	0.0	0
wh2_hef_darken_the_skies.png	aadrazspecial6			0	false	false	false	0.0	0
wh2_hef_godly_preserverence.png	aarykspecial1			9	false	false	false	0.0	0
wh2_dlc13_skill_endurance_aura.png	aarykspecial2			0	false	false	false	0.0	0
battle_defence.png	aarykspecial3			0	false	false	false	0.0	0
battle_damage.png	aarykspecial4			0	false	false	false	0.0	0
battle_health.png	aarykspecial5			0	false	false	false	0.0	0
wh_main_hero_passive_forgefire.png	aarykspecial6			0	false	false	false	0.0	0
wh2_dlc14_skill_def_beastmaster_beastslaver.png	aazhatspecial1			9	false	false	false	0.0	0
character_diplomacy.png	aazhatspecial2			0	false	false	false	0.0	0
battle_charge.png	aazhatspecial3			0	false	false	false	0.0	0
battle_damage.png	aazhatspecial4			0	false	false	false	0.0	0
character_morale.png	aazhatspecial5			0	false	false	false	0.0	0
wh2_dlc13_skill_executioner.png	aazhatspecial6			0	false	false	false	0.0	0
aazhatspecial7.png	aazhatspecial7			17	false	false	false	0.0	0
