unit_set_to_unit_junctions_tables	0
exclude	unit_caste	unit_category	unit_class	unit_record	unit_set
false				wh_main_chs_cha_dwarf_lord	chs_all
false				wh_main_chs_cha_bull_lord	chs_all
false				wh_main_chs_cha_dwarf_lord	chs_lords
false				wh_main_chs_cha_bull_lord	chs_lords
false				wh_main_chs_cha_dwarf_lord	aachaosdwarftag
false				wh_main_chs_cha_bull_lord	aachaosdwarftag
false				drazhoath_the_ashen	chs_all
false				drazhoath_the_ashen	chs_lords
false				rykarth_the_unbreakable	chs_all
false				rykarth_the_unbreakable	chs_lords
false				zhatan_the_black	chs_all
false				zhatan_the_black	chs_lords
false				wh_main_chs_cha_dwarf_lord_shadow	chs_all
false				wh_main_chs_cha_dwarf_lord_shadow	chs_lords
false				wh_main_chs_cha_dwarf_lord_shadow	aachaosdwarftag
false				wh_main_chs_cha_dwarf_castellan	chs_all
false				hobgoblin_khan	chs_all
false				hobgoblin_khan_wolf	chs_all
false				wh_main_chs_cha_dwarf_castellan	mp_cap_heroes
false				hobgoblin_khan	mp_cap_heroes
false				hobgoblin_khan_wolf	mp_cap_heroes
false				wh_main_chs_cha_dwarf_castellan	aachaosdwarftag
false				hobgoblin_khan	aachaosdwarftag
false				hobgoblin_khan_wolf	aachaosdwarftag
false				wh_main_chs_cha_dwarf_sorcerer_death	chs_all
false				wh_main_chs_cha_dwarf_sorcerer_death	mp_cap_heroes
false				wh_main_chs_cha_dwarf_sorcerer_death	aachaosdwarftag
false				wh_main_chs_cha_dwarf_sorcerer_fire	chs_all
false				wh_main_chs_cha_dwarf_sorcerer_fire	mp_cap_heroes
false				wh_main_chs_cha_dwarf_sorcerer_fire	aachaosdwarftag
false				wh_main_chs_cha_dwarf_sorcerer_metal	chs_all
false				wh_main_chs_cha_dwarf_sorcerer_metal	mp_cap_heroes
false				wh_main_chs_cha_dwarf_sorcerer_metal	aachaosdwarftag
false				drazhoath_the_ashen_1	wh2_mp_single_entity_monsters
false				drazhoath_the_ashen_1	flying_units
false				drazhoath_the_ashen_1	chs_all
false				drazhoath_the_ashen_1	chs_lords
false				wh_main_chs_cha_dwarf_lord_1	wh2_mp_single_entity_monsters
false				wh_main_chs_cha_dwarf_lord_1	aachaosdwarftag
false				wh_main_chs_cha_dwarf_lord_1	flying_units
false				wh_main_chs_cha_dwarf_lord_1	chs_all
false				wh_main_chs_cha_dwarf_lord_1	chs_lords
false				wh_main_chs_cha_dwarf_lord_shadow_1	wh2_mp_single_entity_monsters
false				wh_main_chs_cha_dwarf_lord_shadow_1	aachaosdwarftag
false				wh_main_chs_cha_dwarf_lord_shadow_1	flying_units
false				wh_main_chs_cha_dwarf_lord_shadow_1	chs_all
false				wh_main_chs_cha_dwarf_lord_shadow_1	chs_lords
false				zhatan_the_black_1	wh2_mp_single_entity_monsters
false				zhatan_the_black_1	flying_units
false				zhatan_the_black_1	chs_all
false				zhatan_the_black_1	chs_lords
