character_skill_node_links_tables	3
child_key	initial_descent_tiers	parent_key	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
wh_main_skill_node_chs_cd_lord_unique_111_hobgoblinlord_sorcerer	0	wh_main_skill_node_chs_cd_lord_unique_110_hobgoblinlord_sorcerer	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_unique_111_hobgoblinlord	0	wh_main_skill_node_chs_cd_lord_unique_110_hobgoblinlord	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_unique_112_hobgoblinlord_sorcerer	0	wh_main_skill_node_chs_cd_lord_unique_110_hobgoblinlord_sorcerer	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_unique_112_hobgoblinlord	0	wh_main_skill_node_chs_cd_lord_unique_110_hobgoblinlord	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_unique_113_hobgoblinlord_sorcerer	0	wh_main_skill_node_chs_cd_lord_unique_110_hobgoblinlord_sorcerer	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_unique_113_hobgoblinlord	0	wh_main_skill_node_chs_cd_lord_unique_110_hobgoblinlord	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_unique_114_hobgoblinlord_sorcerer	0	wh_main_skill_node_chs_cd_lord_unique_110_hobgoblinlord_sorcerer	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_unique_114_hobgoblinlord	0	wh_main_skill_node_chs_cd_lord_unique_110_hobgoblinlord	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_331_hobgoblinlord_sorcerer	0	wh_main_skill_node_chs_cd_lord_battle_01_hobgoblinlord_sorcerer	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_331_hobgoblinlord	0	wh_main_skill_node_chs_cd_lord_battle_01_hobgoblinlord	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_332_hobgoblinlord_sorcerer	0	wh_main_skill_node_chs_cd_lord_battle_01_hobgoblinlord_sorcerer	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_332_hobgoblinlord	0	wh_main_skill_node_chs_cd_lord_battle_01_hobgoblinlord	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_333_hobgoblinlord_sorcerer	0	wh_main_skill_node_chs_cd_lord_battle_01_hobgoblinlord_sorcerer	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_333_hobgoblinlord	0	wh_main_skill_node_chs_cd_lord_battle_01_hobgoblinlord	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_334_hobgoblinlord_sorcerer	0	wh_main_skill_node_chs_cd_lord_battle_01_hobgoblinlord_sorcerer	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_334_hobgoblinlord	0	wh_main_skill_node_chs_cd_lord_battle_01_hobgoblinlord	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_335_hobgoblinlord_sorcerer	0	wh_main_skill_node_chs_cd_lord_battle_01_hobgoblinlord_sorcerer	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_335_hobgoblinlord	0	wh_main_skill_node_chs_cd_lord_battle_01_hobgoblinlord	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_336_hobgoblinlord_sorcerer	0	wh_main_skill_node_chs_cd_lord_battle_01_hobgoblinlord_sorcerer	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_336_hobgoblinlord	0	wh_main_skill_node_chs_cd_lord_battle_01_hobgoblinlord	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_337_hobgoblinlord_sorcerer	0	wh_main_skill_node_chs_cd_lord_battle_01_hobgoblinlord_sorcerer	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_337_hobgoblinlord	0	wh_main_skill_node_chs_cd_lord_battle_01_hobgoblinlord	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_07_hobgoblinlord_sorcerer	0	wh_main_skill_node_chs_cd_lord_battle_01_hobgoblinlord_sorcerer	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_07_hobgoblinlord	0	wh_main_skill_node_chs_cd_lord_battle_01_hobgoblinlord	1	1	0.0	0.0	REQUIRED
wh_main_skill_node_chs_cd_lord_battle_08_hobgoblinlord_sorcerer	0	wh_main_skill_node_chs_cd_lord_battle_07_hobgoblinlord_sorcerer	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_cd_lord_battle_08_hobgoblinlord	0	wh_main_skill_node_chs_cd_lord_battle_07_hobgoblinlord	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_cd_lord_battle_08_hobgoblinlord_sorcerer	0	wh_main_skill_node_chs_cd_lord_battle_331_hobgoblinlord_sorcerer	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_cd_lord_battle_08_hobgoblinlord	0	wh_main_skill_node_chs_cd_lord_battle_331_hobgoblinlord	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_cd_lord_battle_08_hobgoblinlord_sorcerer	0	wh_main_skill_node_chs_cd_lord_battle_332_hobgoblinlord_sorcerer	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_cd_lord_battle_08_hobgoblinlord	0	wh_main_skill_node_chs_cd_lord_battle_332_hobgoblinlord	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_cd_lord_battle_08_hobgoblinlord_sorcerer	0	wh_main_skill_node_chs_cd_lord_battle_333_hobgoblinlord_sorcerer	1	1	0.0	0.0	SUBSET_REQUIRED
wh_main_skill_node_chs_cd_lord_battle_08_hobgoblinlord	0	wh_main_skill_node_chs_cd_lord_battle_333_hobgoblinlord	1	1	0.0	0.0	SUBSET_REQUIRED
