unit_set_to_unit_junctions_tables	0
exclude	unit_caste	unit_category	unit_class	unit_record	unit_set
false				lava_troll	chs_all
false				lava_troll	chs_trolls
false				lava_troll	monsters
false				lava_troll	units_with_hp_regen
false				lava_troll	wh2_dlc11_chs_dragon_ogre_shaggoth_trolls_giant
false				lava_troll	wh2_dlc11_chs_vets_trolls_spawn_dragon_ogre_shaggoth_giant
false				lava_troll	mp_set_chs_mon_chaos_trolls_0
false				lava_troll	aacdmonstersonly
false				cd_hellbound_chariot	chs_all
false				cd_hellbound_chariot	chs_warmachines
false				cd_hellbound_chariot	mp_cap_missile_cav_chariots
false				cd_hellbound_chariot	aawarmachinecdtag
false				cd_hellbound_chariot	aawarmachinecdtag_rank7
false				chaos_dwarf_annihilators	aachaosdwarftag_ranged
false				chaos_dwarf_annihilators	chs_all
false				chaos_dwarf_annihilators	aachaosdwarftag_rank7_ranged
false				chaos_dwarf_warriors_quarrellers	aachaosdwarftag_ranged
false				chaos_dwarf_warriors_quarrellers	chs_all
false				chaos_dwarf_warriors_quarrellers	aachaosdwarftag_rank7_ranged
false				chaos_dwarf_warriors	aachaosdwarftag
false				chaos_dwarf_warriors	chs_all
false				chaos_dwarf_warriors	aachaosdwarftag_rank7
false				chaos_dwarf_warriors_great_weapons	aachaosdwarftag
false				chaos_dwarf_warriors_great_weapons	chs_all
false				chaos_dwarf_warriors_great_weapons	aachaosdwarftag_rank7
false				chaos_dwarf_warriors_rifles	aachaosdwarftag_ranged
false				chaos_dwarf_warriors_rifles	chs_all
false				chaos_dwarf_warriors_rifles	aachaosdwarftag_rank7_ranged
false				immortals	aachaosdwarftag
false				immortals	chs_all
false				immortals	aachaosdwarftag_rank7
false				infernal_guard	aachaosdwarftag
false				infernal_guard	chs_all
false				infernal_guard	aachaosdwarftag_rank7
false				infernal_guard_acolytes	aachaosdwarftag
false				infernal_guard_acolytes	chs_all
false				infernal_guard_acolytes	aachaosdwarftag_rank7
false				infernal_guard_deathmask_naphta	aachaosdwarftag_ranged
false				infernal_guard_deathmask_naphta	chs_all
false				infernal_guard_deathmask_naphta	aachaosdwarftag_rank7_ranged
false				infernal_guard_great_weapons	aachaosdwarftag
false				infernal_guard_great_weapons	chs_all
false				infernal_guard_great_weapons	aachaosdwarftag_rank7
false				infernal_guard_zealot	aachaosdwarftag
false				infernal_guard_zealot	chs_all
false				infernal_guard_zealot	aachaosdwarftag_rank7
false				slave_ogre	aaslavetag
false				slave_ogre	chs_all
false				slave_ogre	aaslavetag_rank7
false				goblin_slaves	aaslavetag
false				goblin_slaves	chs_all
false				goblin_slaves	aaslavetag_rank7
false				bull_centaur_render	aabullcentplustag
false				bull_centaur_render_great_weapons	aabullcentplustag
false				bull_centaur_render	chs_all
false				bull_centaur_render_great_weapons	chs_all
false				bull_centaur_render	monsters
false				bull_centaur_render_great_weapons	monsters
false				bull_centaur_render	aabullcentplustag_rank7
false				bull_centaur_render_great_weapons	aabullcentplustag_rank7
false				bull_centaur_ba'hal	aabullcentplustag
false				bull_centaur_ba'hal	chs_all
false				bull_centaur_ba'hal	monsters
false				bull_centaur_ba'hal	aabullcentplustag_rank7
false				hobgoblin_cuthroats	aahobgoblintag
false				hobgoblin_cuthroats	chs_all
false				hobgoblin_cuthroats	aahobgoblintag_rank7
false				hobgoblin_sneaky_gits	aahobgoblintag
false				hobgoblin_sneaky_gits	chs_all
false				hobgoblin_sneaky_gits	aahobgoblintag_rank7
false				hobgoblin_archers	chs_all
false				hobgoblin_wolf_bow_raider	chs_all
false				hobgoblin_bolt_thrower	chs_all
false				hobgoblin_bolt_thrower	chs_warmachines
false				hobgoblin_wolf_spears	aahobgoblintag
false				hobgoblin_wolf_spears	chs_all
false				hobgoblin_wolf_spears	aahobgoblintag_rank7
false				hobgoblin_hobyars	chs_all
false				hobgoblin_hobyars	aahobgoblintag
false				hobgoblin_hobyars	aahobgoblintag_rank7
false				hobgoblin_hobhound_ravagers	aahobgoblintag
false				hobgoblin_hobhound_ravagers	chs_all
false				hobgoblin_hobhound_ravagers	aahobgoblintag_rank7
false				hobgoblin_archers	aahobgobrangedtag
false				hobgoblin_archers	aahobgobrangedtag_rank7
false				hobgoblin_wolf_bow_raider	aahobgobrangedtag
false				hobgoblin_wolf_bow_raider	aahobgobrangedtag_rank7
false				hobgoblin_bolt_thrower	aahobgobrangedtag
false				hobgoblin_bolt_thrower	aahobgobrangedtag_rank7
false				lammasu	aadarkalliestag
false				lammasu	aadarkalliestag_rank7
false				lammasu	chs_all
false				lammasu	monsters
false				lammasu	flying_units
false				lammasu	wh2_mp_single_entity_monsters
false				black_orc_slaves_dual	aadarkalliestag
false				black_orc_slaves_dual	aadarkalliestag_rank7
false				black_orc_slaves_dual	chs_all
false				dreadquake_mortar	aaartillerycdtag
false				dreadquake_mortar	aaartillerycdtag_rank7
false				dreadquake_mortar	mp_cap_ranged_units
false				dreadquake_mortar	mp_cap_missile_cav_chariots
false				dreadquake_mortar	mp_set_chs_art_hellcannon
false				great_taurus	wh2_mp_single_entity_monsters
false				dreadquake_mortar	chs_warmachines
false				dreadquake_mortar	chs_all
false				deathshrieker_rocket_launcher	aaartillerycdtag
false				deathshrieker_rocket_launcher	aadeathshriekeronly
false				deathshrieker_rocket_launcher	aaartillerycdtag_rank7
false				deathshrieker_rocket_launcher	chs_warmachines
false				deathshrieker_rocket_launcher	chs_all
false				deathshrieker_rocket_launcher	mp_set_chs_art_hellcannon
false				magma_cannon	aaartillerycdtag
false				magma_cannon	aaartillerycdtag_rank7
false				magma_cannon	chs_warmachines
false				magma_cannon	chs_all
false				magma_cannon	mp_set_chs_art_hellcannon
false				orc_slaves	aaslavetag
false				orc_slaves	chs_all
false				orc_slaves	aaslavetag_rank7
false				wh_main_chs_art_hellcannon	aaartillerycdtag
false				wh_main_chs_art_hellcannon	aaartillerycdtag_rank7
false				iron_daemon	aawarmachinecdtag
false				iron_daemon	aawarmachinecdtag_rank7
false				iron_daemon	chs_all
false				iron_daemon	chs_warmachines
false				kollossus	aawarmachinecdtag
false				kollossus	aawarmachinecdtag_rank7
false				kollossus	chs_all
false				kollossus	monsters
false				kollossus	mp_set_chs_mon_giant
false				kollossus	wh2_mp_single_entity_monsters
true				kollossus	all_units_excluding_terror
false				k'daai_destroyer	aafireborntag
false				k'daai_destroyer	chs_all
false				k'daai_destroyer	monsters
false				k'daai_destroyer	wh2_mp_single_entity_monsters
true				k'daai_destroyer	all_units_excluding_terror
false				k'daai_destroyer	mp_set_chs_mon_giant
false				k'daai_destroyer	aafireborntag_rank7
false				k'daai_fireborn	aafireborntag
false				k'daai_fireborn	chs_all
false				k'daai_fireborn	monsters
false				k'daai_fireborn	aafireborntag_rank7
false				great_taurus	aafireborntag
false				great_taurus	monsters
false				great_taurus	chs_all
false				great_taurus	flying_units
false				great_taurus	aafireborntag_rank7
false				hobgoblin_archers	mp_cap_missile_cav_chariots
false				hobgoblin_bolt_thrower	mp_cap_missile_cav_chariots
false				hobgoblin_wolf_bow_raider	mp_cap_missile_cav_chariots
false				infernal_guard_deathmask_naphta	mp_cap_missile_cav_chariots
false				infernal_guard_deathmask_naphta	aainfernalonly
false				k'daai_fireborn	mp_set_bst_mon_chaos_spawn
false				iron_daemon	mp_set_chs_art_hellcannon
false				goblin_slaves	mp_set_chs_inf_chaos_marauders_0
false				hobgoblin_cuthroats	mp_set_chs_inf_chaos_marauders_0
false				hobgoblin_sneaky_gits	mp_set_chs_inf_chaos_marauders_0
false				orc_slaves	mp_set_chs_inf_chaos_marauders_0
false				black_orc_slaves_dual	mp_set_chs_inf_chaos_marauders_1
false				chaos_dwarf_warriors	mp_set_chs_inf_chaos_warriors_0
false				chaos_dwarf_warriors	aacdwarrioronly
false				chaos_dwarf_warriors_rifles	mp_set_chs_inf_chaos_warriors_0
false				chaos_dwarf_warriors_great_weapons	mp_set_chs_inf_chaos_warriors_1
false				chaos_dwarf_warriors_great_weapons	aacdwarrioronly
false				infernal_guard	mp_set_chs_inf_chosen_0
false				infernal_guard	aainfernalonly
false				infernal_guard_zealot	mp_set_chs_inf_chosen_0
false				immortals	mp_set_chs_inf_chosen_1
false				immortals	aaimmortalonly
false				infernal_guard_great_weapons	mp_set_chs_inf_chosen_1
false				infernal_guard_great_weapons	aainfernalonly
false				infernal_guard_acolytes	mp_set_chs_inf_chosen_2
false				infernal_guard_acolytes	aainfernalonly
false				slave_ogre	mp_set_chs_mon_chaos_trolls_0
false				bull_centaur_ba'hal	mp_set_chs_mon_dragon_ogre_shaggoth
false				bull_centaur_render	mp_set_chs_mon_dragon_ogre_shaggoth
false				bull_centaur_render_great_weapons	mp_set_chs_mon_dragon_ogre_shaggoth
false				great_taurus	mp_set_flying_unit
false				great_taurus	aacdmonstersonly
false				lammasu	mp_set_flying_unit
false				lammasu	aacdmonstersonly
true				hobgoblin_wolf_bow_raider	all_units_excluding_guerrilla_deployment
