main_units_tables	36
additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	unit	upkeep_cost	weight	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element
	-1	monster	1	false	great_taurus	1	0	1100	wh_main_shp_transport	1	1	1	0	1100			great_taurus	275	heavy		false	false	0	684710910	false		wh_main_vo_culture_Manticore	dragon	dragon	4	true	bst_manticore		true	false		1100.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	3	false	false	
	-1	melee_cavalry	2	false	bull_centaur_render	60	0	800	wh_main_shp_transport	1	1	80	0	800			bull_centaur_render	200	heavy		false	false	0	684710902	true		wh_main_vo_culture_Chaos	bull_centaurs	bull_centaurs	3	false	bst_centigor_40_degrees		false	true		800.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_default	0	true	false	6	false	false	
	-1	melee_cavalry	2	false	bull_centaur_ba'hal	60	0	1000	wh_main_shp_transport	1	1	80	0	1000			bull_centaur_ba'hal	250	heavy		false	false	0	684710901	true		wh_main_vo_culture_Chaos	bull_centaurs	bull_centaurs	4	false	bst_centigor_40_degrees		false	true		1000.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_default	0	true	false	6	false	false	
	-1	generic	1	false	hobgoblin_bolt_thrower	32	0	450	wh_main_shp_transport	1	1	44	0	450			hobgoblin_bolt_thrower	115	very_heavy		false	false	0	684710912	false		wh_main_vo_culture_Goblin	wh_dlc06_bolt_thrower	wh_dlc06_bolt_thrower	3	false	grn_goblin_15_degrees		false	true		55.0	495.0	true	vo_culture_None	false	wh_main_vo_actor_Goblin_Infantry	0	true	false	6	false	false	
	-1	melee_infantry	1	false	hobgoblin_sneaky_gits	160	0	550	wh_main_shp_transport	1	1	120	0	550			hobgoblin_sneaky_gits	138	light		false	false	0	684710914	true		wh_main_vo_culture_Goblin	wh_dlc06_grn_nasty_skulker	wh_dlc06_grn_nasty_skulker	2	false	grn_goblin_45_degrees		false	true		550.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Goblin_Infantry	0	true	false	6	false	false	
	-1	monster	2	false	kollossus	1	0	1200	wh_main_shp_transport	1	1	1	0	1200			kollossus	300	very_heavy		false	false	0	684710929	true		wh_main_vo_culture_Giant	giant	giant	5	true	dwf_warrior_15_degrees		true	false		1200.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	2	false	false	
	-1	warmachine	2	false	magma_cannon	32	0	1350	wh_main_shp_transport	1	1	32	0	1400			magma_cannon	350	heavy		false	false	0	684710926	true		wh_main_vo_culture_Chaos	field_gun_flame	field_gun_flame	5	false	dwf_warrior_15_degrees		false	true		140.0	1260.0	true	vo_culture_None	false	wh_main_vo_actor_Chaos_Infantry	0	true	false	6	false	false	
	-1	melee_infantry	1	false	chaos_dwarf_warriors	100	0	500	wh_main_shp_transport	1	1	100	0	500			chaos_dwarf_warriors	125	heavy		false	false	0	684710904	true		wh_main_vo_culture_Chaos	infantry_axe	infantry_axe	1	false	dwf_warrior_30_degrees		false	true		500.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Infantry	0	true	false	6	false	false	
	-1	melee_infantry	1	false	chaos_dwarf_warriors_great_weapons	100	0	550	wh_main_shp_transport	1	1	100	0	550			chaos_dwarf_warriors_great_weapons	138	heavy		false	false	0	684710905	true		wh_main_vo_culture_Chaos	infantry_axe_great	infantry_axe_great	2	false	dwf_warrior_30_degrees		false	true		550.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Infantry	0	true	false	6	false	false	
	-1	melee_infantry	2	false	immortals	100	0	1250	wh_main_shp_transport	1	1	100	0	1250			immortals	312	very_heavy		false	false	0	684710916	true		wh_main_vo_culture_Chaos	infantry_axe_great	infantry_axe_great	4	false	dwf_warrior_15_degrees		false	true		1250.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Infantry	0	true	false	6	false	false	
	-1	melee_infantry	2	false	infernal_guard_acolytes	28	0	850	wh_main_shp_transport	1	1	28	0	850			infernal_guard_acolytes	213	very_heavy		false	false	0	684710918	true		wh_main_vo_culture_Chaos	infantry_spear_halberd	infantry_spear_halberd	4	false	dwf_warrior_15_degrees		false	true		850.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Infantry	0	true	false	6	false	false	
	-1	melee_infantry	1	false	infernal_guard	100	0	700	wh_main_shp_transport	1	1	100	0	700			infernal_guard	175	heavy		false	false	0	684710917	true		wh_main_vo_culture_Chaos	infantry_axe	infantry_axe	3	false	dwf_warrior_45_degrees		false	true		700.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Infantry	0	true	false	6	false	false	
	-1	melee_infantry	1	false	infernal_guard_great_weapons	100	0	750	wh_main_shp_transport	1	1	100	0	750			infernal_guard_great_weapons	188	heavy		false	false	0	684710920	true		wh_main_vo_culture_Chaos	infantry_axe_great	infantry_axe_great	3	false	dwf_warrior_15_degrees		false	true		750.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Infantry	0	true	false	6	false	false	
