building_units_allowed_tables	4
building	unit	xp	key	conditions	faction	enabled
chs_chaos_dwarfs	goblin_slaves	0	774199090	0		false
chs_chaos_dwarfs_2	goblin_slaves	0	774199091	0		false
chs_chaos_dwarfs_3	goblin_slaves	0	774199092	0		false
chs_chaos_dwarfs_4	goblin_slaves	0	774199093	0		false
chs_chaos_dwarfs_5	goblin_slaves	0	774199094	0		false
chs_chaos_dwarfs	orc_slaves	0	774199095	0		false
chs_chaos_dwarfs_2	orc_slaves	0	774199096	0		false
chs_chaos_dwarfs_3	orc_slaves	0	774199097	0		false
chs_chaos_dwarfs_4	orc_slaves	0	774199098	0		false
chs_chaos_dwarfs_5	orc_slaves	0	774199099	0		false
chs_chaos_dwarfs_3	black_orc_slaves_dual	0	774199100	0		false
chs_chaos_dwarfs_4	black_orc_slaves_dual	0	774199101	0		false
chs_chaos_dwarfs_5	black_orc_slaves_dual	0	774199102	0		false
chs_hobgoblins1	hobgoblin_cuthroats	0	774199103	0		false
chs_hobgoblins2	hobgoblin_cuthroats	0	774199104	0		false
chs_hobgoblins3	hobgoblin_cuthroats	0	774199105	0		false
chs_war_machines2	iron_daemon	0	774199106	0		false
chs_war_machines2	iron_daemon	0	774199107	0		false
chs_chaos_dwarfs	chaos_dwarf_warriors	0	774199108	0		false
chs_chaos_dwarfs_2	chaos_dwarf_warriors	0	774199109	0		false
chs_chaos_dwarfs_3	chaos_dwarf_warriors	0	774199110	0		false
chs_chaos_dwarfs_4	chaos_dwarf_warriors	0	774199111	0		false
chs_chaos_dwarfs_5	chaos_dwarf_warriors	0	774199112	0		false
chs_chaos_dwarfs_2	chaos_dwarf_warriors_great_weapons	0	774199113	0		false
chs_chaos_dwarfs_3	chaos_dwarf_warriors_great_weapons	0	774199114	0		false
chs_chaos_dwarfs_4	chaos_dwarf_warriors_great_weapons	0	774199115	0		false
chs_chaos_dwarfs_5	chaos_dwarf_warriors_great_weapons	0	774199116	0		false
chs_hobgoblins1	hobgoblin_archers	0	774199117	0		false
chs_hobgoblins2	hobgoblin_archers	0	774199118	0		false
chs_hobgoblins3	hobgoblin_archers	0	774199119	0		false
chs_war_machines2	iron_daemon	0	774199120	0		false
chs_war_machines2	iron_daemon	0	774199121	0		false
chs_chaos_dwarfs_2	chaos_dwarf_warriors_rifles	0	774199122	0		false
chs_chaos_dwarfs_3	chaos_dwarf_warriors_rifles	0	774199123	0		false
chs_chaos_dwarfs_4	chaos_dwarf_warriors_rifles	0	774199124	0		false
chs_chaos_dwarfs_5	chaos_dwarf_warriors_rifles	0	774199125	0		false
chs_hobgoblins3	hobgoblin_bolt_thrower	0	774199126	0		false
chs_war_machines2	iron_daemon	0	774199127	0		false
chs_war_machines2	iron_daemon	0	774199128	0		false
chs_war_machines2	iron_daemon	0	774199129	0		false
chs_hobgoblins2	hobgoblin_sneaky_gits	0	774199130	0		false
chs_hobgoblins3	hobgoblin_sneaky_gits	0	774199131	0		false
chs_war_machines2	iron_daemon	0	774199132	0		false
chs_war_machines2	iron_daemon	0	774199133	0		false
chs_infernal1	infernal_guard	0	774199134	0		false
chs_infernal2	infernal_guard	0	774199135	0		false
chs_war_machines2	iron_daemon	0	774199136	0		false
chs_infernal2	infernal_guard_great_weapons	0	774199137	0		false
chs_war_machines2	iron_daemon	0	774199138	0		false
chs_war_machines2	iron_daemon	0	774199139	0		false
chs_infernal2	infernal_guard_acolytes	0	774199143	0		false
chs_infernal1	infernal_guard_zealot	0	774199144	0		false
chs_infernal2	infernal_guard_zealot	0	774199145	0		false
chs_war_machines1	deathshrieker_rocket_launcher	0	774199146	0		false
chs_war_machines2	deathshrieker_rocket_launcher	0	774199147	0		false
chs_war_machines2	deathshrieker_rocket_launcher	0	774199148	0		false
chs_war_machines1	magma_cannon	0	774199149	0		false
chs_war_machines2	magma_cannon	0	774199150	0		false
chs_war_machines2	magma_cannon	0	774199151	0		false
chs_war_machines2	dreadquake_mortar	0	774199152	0		false
chs_war_machines2	iron_daemon	0	774199153	0		false
chs_chaos_dwarfs_4	lammasu	0	774199154	0		false
chs_chaos_dwarfs_5	lammasu	0	774199155	0		false
chs_infernal1	great_taurus	0	774199156	0		false
chs_infernal2	great_taurus	0	774199157	0		false
chs_war_machines2	kollossus	0	774199158	0		false
chs_war_machines2	cr_chd_mon_siege_giant	0	774199197	0		false
chs_bull_centaur3	k'daai_destroyer	0	774199159	0		false
chs_chaos_dwarfs	chaos_dwarf_warriors_quarrellers	0	774199160	0		false
chs_chaos_dwarfs_2	chaos_dwarf_warriors_quarrellers	0	774199161	0		false
chs_chaos_dwarfs_3	chaos_dwarf_warriors_quarrellers	0	774199162	0		false
chs_chaos_dwarfs_4	chaos_dwarf_warriors_quarrellers	0	774199163	0		false
chs_chaos_dwarfs_5	chaos_dwarf_warriors_quarrellers	0	774199164	0		false
chs_chaos_dwarfs_5	immortals	0	774199165	0		false
chs_infernal2	infernal_guard_deathmask_naphta	0	774199166	0		false
chs_war_machines2	iron_daemon	0	774199167	0		false
chs_war_machines2	iron_daemon	0	774199168	0		false
chs_bull_centaur1	bull_centaur_render	0	774199169	0		false
chs_bull_centaur2	bull_centaur_render	0	774199170	0		false
chs_bull_centaur3	bull_centaur_render	0	774199171	0		false
chs_bull_centaur2	bull_centaur_ba'hal	0	774199172	0		false
chs_bull_centaur3	bull_centaur_ba'hal	0	774199173	0		false
chs_bull_centaur3	k'daai_fireborn	0	774199174	0		false
chs_bull_centaur3	bull_centaur_render_great_weapons	0	774199175	0		false
chs_hobgoblins3	hobgoblin_wolf_bow_raider	0	774199176	0		false
chs_war_machines2	iron_daemon	0	774199177	0		false
chs_war_machines2	iron_daemon	0	774199178	0		false
chs_war_machines2	iron_daemon	0	774199179	0		false
chs_war_machines2	iron_daemon	0	774199180	0		false
chs_hobgoblins2	hobgoblin_wolf_spears	0	774199181	0		false
chs_hobgoblins3	hobgoblin_wolf_spears	0	774199182	0		false
chs_war_machines2	iron_daemon	0	774199183	0		false
chs_war_machines2	iron_daemon	0	774199184	0		false
chs_war_machines2	iron_daemon	0	774199185	0		false
chs_chaos_dwarfs_3	slave_ogre	0	774199186	0		false
chs_chaos_dwarfs_4	slave_ogre	0	774199187	0		false
chs_chaos_dwarfs_5	slave_ogre	0	774199188	0		false
chs_chaos_dwarfs_4	lava_troll	0	774199189	0		false
chs_chaos_dwarfs_5	lava_troll	0	774199190	0		false
chs_bull_centaur2	k'daai_fireborn	0	774199191	0		false
chs_chaos_dwarfs_5	chaos_dwarf_annihilators	0	774199192	0		false
chs_hobgoblins3	hobgoblin_hobhound_ravagers	0	774199193	0		false
chs_war_machines2	iron_daemon	0	774199194	0		false
chs_war_machines2	iron_daemon	0	774199195	0		false
chs_war_machines2	iron_daemon	0	774199196	0		false
