Loc PackedFile	1
key	text	tooltip
ancillaries_onscreen_name_ovn_anc_weapon_glammyding	Glammyding	true
ancillaries_colour_text_ovn_anc_weapon_glammyding	The magical Halfling sword known as Glammyding increases its wielder's strength, while striking fear into Orcs and Goblins.	true
ancillaries_onscreen_name_ovn_anc_talisman_bottomless_hat_of_rabbit	Bottomless Hat of Rabbit	true
ancillaries_colour_text_ovn_anc_talisman_bottomless_hat_of_rabbit	Olorin is much admired in the Moot for hisability to pull rabbits out of his hat. Tasty rabbits, too.	true
ancillaries_onscreen_name_ovn_anc_arcane_item_cathay_fireworks	Cathay Fireworks	true
ancillaries_colour_text_ovn_anc_arcane_item_cathay_fireworks	Olorin's special reserve of fireworks from Cathay, "borrowed" from their last diplomatic mission, whenever that was.	true
ancillaries_onscreen_name_ovn_anc_weapon_aragands_sword	Aragand the Layabout's Sword	true
ancillaries_colour_text_ovn_anc_weapon_aragands_sword	An impressive, but seemingly broken, two-handed sword. Aragand the Layabout likes to ramble on about how it only appears to be broken, and is, in fact, in mint condition.	true
ancillaries_onscreen_name_ovn_anc_enchanted_item_pig_swill	Keigel's Natural Pig Swill	true
ancillaries_colour_text_ovn_anc_enchanted_item_pig_swill	Only the worst low-life scum would ever deign to put this vile concoction to the taste. Worse, the after-effects of this vile brew are painful and accompanied with much vomiting.	true
ancillaries_onscreen_name_ovn_anc_talisman_friendship_bracelet_legles	Legles's Friendship Bracelet	true
ancillaries_colour_text_ovn_anc_talisman_friendship_bracelet_legles	"Giblit, for the sake of our friendship, please go steal from that sleeping dragon."	true
ancillaries_onscreen_name_ovn_anc_enchanted_item_ring_of_concealment	Ring of Concealment	true
ancillaries_colour_text_ovn_anc_enchanted_item_ring_of_concealment	The magical Ring of Concealment makes it very difficult for others to see its wearer.	true
ancillaries_onscreen_name_ovn_anc_talisman_friendship_bracelet_giblit	Giblit's Friendship Bracelet	true
ancillaries_colour_text_ovn_anc_talisman_friendship_bracelet_giblit	This friendship bracelet represents the great task of repentance that lays before Giblit, being friends with an elf for the rest of his life.	true
ancillaries_onscreen_name_ovn_anc_enchanted_item_bimbos_book	Bimbo's Book of Sage Advice	true
ancillaries_colour_text_ovn_anc_enchanted_item_bimbos_book	Bimbo's Book allows a Halfling leader to give some sage advice to his army. "Sage Advice" is Halfling for a good talking to.	true
