id	names_group	type	gender	frequency
#names_tables;1;db/names_tables/araby				
999983000	444	forename	m	1
999983001	444	forename	m	1
999983002	444	forename	m	1
999983003	444	forename	m	1
999983004	444	forename	m	1
999983005	444	forename	m	1
999983006	444	forename	m	1
999983007	444	forename	m	1
999983008	444	forename	m	1
999983009	444	forename	m	1
999983010	444	forename	m	1
999983011	444	forename	m	1
999983012	444	forename	m	1
999983013	444	forename	m	1
999983014	444	forename	m	1
999983015	444	forename	m	1
999983016	444	forename	m	1
999983017	444	forename	m	1
999983018	444	forename	m	1
999983019	444	forename	m	1
999983020	444	forename	m	1
999983021	444	forename	m	1
999983022	444	forename	m	1
999983023	444	forename	m	1
999983024	444	forename	m	1
999983025	444	forename	m	1
999983026	444	forename	m	1
999983027	444	forename	m	1
999983028	444	forename	m	1
999983029	444	forename	m	1
999983030	444	forename	m	1
999983031	444	forename	m	1
999983032	444	forename	m	1
999983033	444	forename	m	1
999983034	444	forename	m	1
999983035	444	forename	m	1
999983036	444	forename	m	1
999983037	444	forename	m	1
999983038	444	forename	m	1
999983039	444	forename	m	1
999983040	444	forename	m	1
999983041	444	forename	m	1
999983042	444	forename	m	1
999983043	444	forename	m	1
999983044	444	forename	m	1
999983045	444	forename	m	1
999983046	444	forename	m	1
999983047	444	forename	m	1
999983048	444	forename	m	1
999983049	444	forename	m	1
999983050	444	forename	m	1
999983051	444	forename	m	1
999983052	444	forename	m	1
999983053	444	forename	m	1
999983054	444	forename	m	1
999983055	444	forename	m	1
999983056	444	forename	m	1
999983057	444	forename	m	1
999983058	444	family_name	m	1
999983059	444	family_name	m	1
999983060	444	family_name	m	1
999983061	444	family_name	m	1
999983062	444	family_name	m	1
999983063	444	family_name	m	1
999983064	444	family_name	m	1
999983065	444	family_name	m	1
999983066	444	family_name	m	1
999983067	444	family_name	m	1
999983068	444	family_name	m	1
999983069	444	family_name	m	1
999983070	444	family_name	m	1
999983071	444	family_name	m	1
999983072	444	family_name	m	1
999983073	444	family_name	m	1
999983074	444	family_name	m	1
999983075	444	family_name	m	1
999983076	444	family_name	m	1
999983077	444	family_name	m	1
999983078	444	family_name	m	1
999983079	444	family_name	m	1
999983080	444	family_name	m	1
999983081	444	family_name	m	1
999983082	444	family_name	m	1
999983083	444	family_name	m	1
999983084	444	family_name	m	1
999983085	444	family_name	m	1
999983086	444	family_name	m	1
999983087	444	family_name	m	1
999983088	444	family_name	m	1
999983089	444	family_name	m	1
999983090	444	family_name	m	1
999983091	444	family_name	m	1
999983092	444	family_name	m	1
999983093	444	family_name	m	1
999983094	444	family_name	m	1
999983095	444	family_name	m	1
999983096	444	family_name	m	1
999983097	444	family_name	m	1
999983098	444	family_name	m	1
999983099	444	family_name	m	1
999983100	444	family_name	m	1
999983101	444	family_name	m	1
999983102	444	family_name	m	1
999983103	444	family_name	m	1
