ancillary_to_effects_tables	0
ancillary	effect	effect_scope	value
anc_morrigan_staff	wh_main_effect_character_stat_mod_miscast_chance	character_to_character_own	-15.0
anc_morrigan_staff	wh_main_effect_military_force_winds_of_magic_starting_mod	character_to_force_own_unseen	15.0
anc_morrigan_staff	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	10.0
anc_morrigan_staff	albion_enable_bound_flock_of_doom	character_to_character_own	1.0
albion_hunting_dog	wh_main_effect_force_army_campaign_ambush_defence_success_chance	character_to_force_own_unseen	15.0
albion_hunting_dog	wh_main_effect_general_mod_tunnel_interception_chance	character_to_character_own	10.0
albion_lone_huntress	wh_main_effect_force_army_campaign_ambush_attack_success_chance	character_to_force_own_unseen	15.0
albion_lone_huntress	wh_main_effect_agent_movement_range_mod	character_to_character_own	5.0
albion_woad_raider	wh_main_effect_force_all_campaign_captives	character_to_force_own_unseen	10.0
albion_woad_raider	wh_main_effect_religion_conversion_untainted	character_to_character_own_provincetext	2.0
albion_tame_raven	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	15.0
albion_tame_raven	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	10.0
albion_druid_advisor	wh_main_effect_religion_conversion_untainted	character_to_character_own_provincetext	3.0
albion_druid_advisor	wh_main_effect_technology_research_points	character_to_faction	5.0
albion_chief	wh_main_effect_public_order_characters	character_to_province_own	2.0
albion_chief	wh_main_effect_province_tax_rate	character_to_province_own	10.0
albion_old_warrior	wh_main_effect_force_all_campaign_recruitment_cost_all	general_to_force_own	-10.0
albion_old_warrior	wh_main_effect_unit_recruitment_points	force_to_province_own	1.0
albion_scavanger	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	5.0
albion_scavanger	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	5.0
albion_woman	wh_main_effect_force_all_campaign_replenishment_rate	general_to_force_own	5.0
fenbeast_follower	wh_main_effect_force_army_battle_enemy_unit_morale	general_to_force_enemy_regionwide	-5.0
hearthguard_follower	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10.0
druid_neophyte	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	10.0
albion_hardened_warrior	wh_main_effect_force_unit_stat_morale	general_to_force_own	4.0
albion_hardened_warrior	wh_main_effect_force_army_campaign_siege_attack_holdout_time	character_to_character_own	-1.0
anc_albion_staff_of_light	wh2_main_effect_magic_high_enable_arcane_unforging	character_to_character_own	1.0
anc_albion_staff_of_light	wh_main_effect_military_force_winds_of_magic_depletion_mod_items_enemy	general_to_force_enemy_regionwide	-5.0
anc_albion_talisman_triskele	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	20.0
anc_albion_talisman_triskele	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	10.0
anc_albion_hammer_giant	wh2_dlc10_effect_character_stat_sundering_attacks	character_to_character_own	1.0
anc_albion_hammer_giant	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	15.0
anc_albion_hammer_giant	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	15.0
anc_albion_sun_shield	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	30.0
anc_albion_sun_shield	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5.0
anc_albion_sun_shield	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1.0
anc_hunter_spear	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	25.0
anc_hunter_spear	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	20.0
anc_dagger_shadow	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1.0
anc_dagger_shadow	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	20.0
anc_dagger_shadow	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	-15.0
anc_dagger_shadow	wh_main_effect_religion_conversion_chaos	character_to_character_own_provincetext	5.0
anc_dagger_shadow	wh2_main_effect_character_stat_enable_discourage_attacks	character_to_character_own	1.0
anc_albion_chainmail	wh_main_effect_character_stat_mod_armour	character_to_character_own	15.0
anc_albion_chainmail	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	8.0
anc_albion_helmet_leader	wh_main_effect_character_stat_mod_personal_aura_morale_effect	character_to_character_own	8.0
anc_albion_helmet_leader	wh_main_effect_character_stat_mod_personal_aura_size	character_to_character_own	30.0
anc_albion_helmet_leader	wh_main_effect_unit_enable_attribute_immune_to_psychology	character_to_character_own	1.0
anc_albion_helmet_leader	wh_main_effect_character_stat_mod_morale	character_to_character_own	8.0
anc_albion_talisman_danu	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1.0
anc_albion_talisman_danu	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	10.0
anc_albion_talisman_belakor	wh_dlc08_effect_ability_enable_frenzy	character_to_character_own	1.0
anc_albion_talisman_belakor	wh_main_effect_religion_conversion_chaos	character_to_character_own_provincetext	15.0
anc_albion_talisman_belakor	wh_main_effect_character_stat_mod_bonus_v_small	character_to_character_own	35.0
anc_albion_talisman_belakor	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	30.0
anc_albion_scepter_old_ones	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	10.0
anc_albion_scepter_old_ones	wh_main_effect_military_force_winds_of_magic_starting_mod	general_to_force_own	10.0
anc_albion_scepter_old_ones	wh2_main_effect_ability_enable_shield_of_saphery	character_to_character_own	1.0
anc_albion_staff_of_darkness	wh2_dlc12_effect_magic_cooldown_all_lores	character_to_character_own	-10.0
anc_albion_staff_of_darkness	wh_main_effect_military_force_winds_of_magic_starting_mod	general_to_force_own	15.0
anc_albion_staff_of_darkness	wh_main_effect_unit_enable_attribute_fear	character_to_character_own	1.0
anc_albion_staff_of_darkness	wh_main_effect_ability_enable_forbidden_rod	character_to_character_own	1.0
anc_albion_staff_of_darkness	wh_main_effect_religion_conversion_chaos	character_to_character_own_provincetext	5.0
anc_albion_ogham_shard	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	5.0
anc_albion_ogham_shard	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	15.0
