group_key	unit_key	quality
#cdir_military_generator_unit_qualities_tables;1;db/cdir_military_generator_unit_qualities_tables/ovn_dread_king		
Default_land_chariot	dread_wh2_dlc09_tmb_veh_skeleton_chariot_0	10
Default_land_cavalry_missile	dread_wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	10
Default_land_monster	dread_wh2_dlc09_tmb_veh_khemrian_warsphinx_0	25
Default_land_command	Dread_King	10
Default_land_cavalry_melee	black_grail_knights_tmb	20
Default_land_infantry_melee	elo_tomb_guardian	22
Default_land_infantry_melee	elo_tomb_guardian_2h_waepons	25
Default_land_infantry_melee	elo_tomb_guardian_spears	20
Default_land_command	elo_liche_general	10
Default_land_infantry_missile_heavy	elo_tomb_guardian_archers	25
Default_land_command	elo_hand_of_nagash	10
Default_land_command	elo_hand_of_nagash_chariot	10
Default_land_magic	elo_dread_centurion	10
Default_land_magic	elo_dread_centurion_horse	10
Default_land_magic	elo_dread_centurion_barded_horse	10
Default_land_magic	elo_dread_centurion_chariot	10
Default_land_infantry_melee	tmb_grave_halberd	15
Default_land_infantry_melee	elo_dread_inf_grave_guard_0	15
