effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;2;db/effect_bundles_to_effects_junctions_tables/ovn_wolf_golden_maugs				
arb_golden_magus_navy_camp	wh_main_effect_force_all_campaign_stance_cannot_move_dummy	force_to_force_own	1.0	start_turn_completed
arb_golden_magus_navy_camp	wh_main_effect_force_army_campaign_stance_replenishment_dummy	force_to_force_own	1.0	start_turn_completed
arb_golden_magus_navy_camp	wh_main_effect_force_army_campaign_stance_fortification_recruitment_dummy	force_to_force_own	1.0	start_turn_completed
arb_golden_magus_navy_camp	wh_main_effect_horde_unit_replenishment_hidden	force_to_general_own	10.0	start_turn_completed
arb_golden_magus_navy_camp	wh2_dlc11_effect_flagship_recruitment_dummy	force_to_force_own	1.0	start_turn_completed
arb_golden_magus_inland_camp	wh_main_effect_force_all_campaign_stance_cannot_move_dummy	force_to_force_own	1.0	start_turn_completed
arb_golden_magus_inland_camp	wh_main_effect_force_army_campaign_attrition_all_immunity	army_to_army_own_unseen	1.0	start_turn_completed
arb_golden_magus_inland_camp	wh_main_effect_force_army_campaign_stance_fortification_recruitment_dummy	force_to_force_own	1.0	start_turn_completed
arb_golden_magus_inland_camp	wh_main_effect_force_unit_stat_melee_defence	army_to_army_own_unseen	-2.0	start_turn_completed
arb_golden_magus_inland_camp	wh_main_effect_force_unit_stat_morale	army_to_army_own_unseen	-5.0	start_turn_completed
arb_golden_magus_inland_camp	wh_main_effect_horde_unit_replenishment_hidden	force_to_general_own	5.0	start_turn_completed
arb_golden_magus_inland_camp	wh_main_effect_force_all_campaign_stance_ap_cost	army_to_army_own_unseen	50.0	start_turn_completed
wh2_main_lord_trait_arb_flaming_scimitar	arb_flaming_scimitar_newhorde	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_main_lord_trait_arb_flaming_scimitar	arb_golden_magus_diplomatic_relations_sartosa	faction_to_faction_own_unseen	50.0	start_turn_completed
