unit_set_to_unit_junctions_tables	0
exclude	unit_caste	unit_category	unit_class	unit_record	unit_set
false				ovn_yeoman	cavalry_and_monsters_knights
false				ovn_yeoman	emp_melee_infantry_tier_1
false				ovn_elephant	cavalry_and_monsters_knights
false				ovn_elephant	wh2_dlc11_emp_greatswords_demigryph_knights
false				ovn_elephant	wh2_dlc11_emp_vets_greatswords_halberds_reiksguard_knights_of_the_blazing_sun_demigryph_knights
false				ovn_prometheans	cavalry_and_monsters_knights
false				ovn_prometheans	wh2_dlc11_emp_greatswords_demigryph_knights
false				ovn_prometheans	wh2_dlc11_emp_vets_greatswords_halberds_reiksguard_knights_of_the_blazing_sun_demigryph_knights
false				ovn_southlander	emp_infantry
false				ovn_southlander	emp_melee_infantry_tier_1
false				ovn_southlander	wh2_dlc11_emp_spearmen_swordsmen_flagellants_halberdiers
false				ovn_southlander	wh2_dlc11_emp_vets_spearmen_swordsmen_flagellants_huntsmen_empire_knights
false				ovn_glad	emp_infantry
false				ovn_glad	emp_melee_infantry_tier_1
false				ovn_glad	wh2_dlc11_emp_spearmen_swordsmen_flagellants_halberdiers
false				ovn_glad	wh2_dlc11_emp_vets_spearmen_swordsmen_flagellants_huntsmen_empire_knights
false				ovn_slave	emp_infantry
false				ovn_slave	emp_melee_infantry_tier_1
false				ovn_slave	wh2_dlc11_emp_spearmen_swordsmen_flagellants_halberdiers
false				ovn_slave	wh2_dlc11_emp_vets_spearmen_swordsmen_flagellants_huntsmen_empire_knights
false				ovn_ifreet	cavalry_and_monsters_knights
false				ovn_ifreet	wh2_dlc11_emp_greatswords_demigryph_knights
false				ovn_ifreet	wh2_dlc11_emp_vets_greatswords_halberds_reiksguard_knights_of_the_blazing_sun_demigryph_knights
false				ovn_glad	emp_state_troops
false				ovn_glad	wh2_dlc11_emp_vets_free_company_crossbowmen_huntsmen_archers_handgunners_pistoliers_outriders_ror
false				OtF_khemri_archers	emp_infantry
false				OtF_khemri_archers	emp_state_troops
false				OtF_khemri_archers	wh2_dlc11_emp_vets_free_company_crossbowmen_huntsmen_archers_handgunners_pistoliers_outriders_ror
false				OtF_khemri_rangers	emp_infantry
false				OtF_khemri_rangers	emp_state_troops
false				OtF_khemri_rangers	wh2_dlc11_emp_vets_free_company_crossbowmen_huntsmen_archers_handgunners_pistoliers_outriders_ror
false				ovn_corsairs	emp_infantry
