unit_special_abilities_tables	51
key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	assume_specific_behaviour	clear_current_order	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	spawn_is_transformation	wind_down_stance	use_loop_stance	spawn_is_decoy	only_affect_owned_units	ability_available_ui_event
ovn_hero_abilities_summon_genie	-1.0	-1.0	1	0.0	false	0	0	true	5.0		false	true	true	60.0		false	5.0	false	582154111		ovn_arb_mon_genie	cast_up_long	0.0	0.0	wh_army_abilities_generic_spawn	wh_army_abilities_generic_spawn				0.0		hex_ranged_summon	wh_group_unit		vo_battle_special_ability_generic_response	126.0	126.0			wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false			false		false	false	false	
ovn_hero_abilities_summon_sea_nymph	-1.0	-1.0	1	0.0	false	0	0	true	5.0		false	true	true	60.0		false	5.0	false	582154112		ovn_arb_mon_sea_nymph	cast_up_long	0.0	0.0	wh_army_abilities_generic_spawn	wh_army_abilities_generic_spawn				0.0		hex_ranged_summon	wh_group_unit		vo_battle_special_ability_generic_response	126.0	126.0			wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false			false		false	false	false	
ovn_hero_abilities_summon_desert_spirit	-1.0	-1.0	1	0.0	false	0	0	true	5.0		false	true	true	60.0		false	5.0	false	582154113		ovn_arb_mon_desert_spirit	cast_up_long	0.0	0.0	wh_army_abilities_generic_spawn	wh_army_abilities_generic_spawn				0.0		hex_ranged_summon	wh_group_unit		vo_battle_special_ability_generic_response	126.0	126.0			wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false			false		false	false	false	
ovn_hero_abilities_summon_fire_efreet	-1.0	-1.0	1	0.0	false	0	0	true	5.0		false	true	true	60.0		false	5.0	false	582154114		ovn_arb_mon_fire_efreet	cast_up_long	0.0	0.0	wh_army_abilities_generic_spawn	wh_army_abilities_generic_spawn				0.0		hex_ranged_summon	wh_group_unit		vo_battle_special_ability_generic_response	126.0	126.0			wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false			false		false	false	false	
ovn_hero_abilities_summon_tempest_djinn	-1.0	-1.0	1	0.0	false	0	0	true	5.0		false	true	true	60.0		false	5.0	false	582154115		ovn_arb_mon_tempest_djinn	cast_up_long	0.0	0.0	wh_army_abilities_generic_spawn	wh_army_abilities_generic_spawn				0.0		hex_ranged_summon	wh_group_unit		vo_battle_special_ability_generic_response	126.0	126.0			wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false			false		false	false	false	
ovn_unit_passive_genie_deco	-1.0	-1.0	-1	30.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	582154116				0.0	0.0	ovn_unit_passive_genie_deco	ovn_unit_passive_genie_deco	ovn_unit_passive_genie_deco			0.0					vo_battle_special_ability_generic_response	40.0	40.0			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	false			false		false	false	false	
ovn_unit_passive_sea_nymph_deco	-1.0	-1.0	-1	30.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	582154117				0.0	0.0	ovn_unit_passive_sea_nymph_deco	ovn_unit_passive_sea_nymph_deco	ovn_unit_passive_sea_nymph_deco			0.0					vo_battle_special_ability_generic_response	40.0	40.0			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	false			false		false	false	false	
ovn_unit_passive_desert_spirit_deco	-1.0	-1.0	-1	30.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	582154118				0.0	0.0	ovn_unit_passive_desert_spirit_deco	ovn_unit_passive_desert_spirit_deco	ovn_unit_passive_desert_spirit_deco			0.0					vo_battle_special_ability_generic_response	40.0	40.0			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	false			false		false	false	false	
ovn_unit_passive_fire_efreet_deco	-1.0	-1.0	-1	30.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	582154119				0.0	0.0	ovn_unit_passive_fire_efreet_deco	ovn_unit_passive_fire_efreet_deco	ovn_unit_passive_fire_efreet_deco			0.0					vo_battle_special_ability_generic_response	40.0	40.0			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	false			false		false	false	false	
ovn_unit_passive_tempest_djinn_deco	-1.0	-1.0	-1	30.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	582154120				0.0	0.0	ovn_unit_passive_tempest_djinn_deco	ovn_unit_passive_tempest_djinn_deco	ovn_unit_passive_tempest_djinn_deco			0.0					vo_battle_special_ability_generic_response	40.0	40.0			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	false			false		false	false	false	
ovn_unit_passive_unbinding_djinn	120.0	-1.0	-1	0.0	true	0	0	false	-1.0		false	false	false	0.0	summon_unbinding	false	0.0	true	582154121				0.0	0.0						0.0					vo_battle_special_ability_generic_response	0.0	0.0				false	false	true	false			false		false	false	false	
