id	composite_scene	group_id	trigger_delay	freeze_position	freeze_rotation
#battle_vortex_composite_scene_group_to_scenes_tables;0;db/battle_vortex_composite_scene_group_to_scenes_tables/data__djinn_stuff					
1204922282	composite_scene\spells_and_abilities\wh2_dlc11_deep_denizens_of_the_deep.csc	wh2_dlc11_denizens_of_the_deep	0.0	false	false
1418384587	composite_scene\spells_and_abilities\wh2_dlc11_vampires_drowned_dead_start.csc	drowned_dead_start	0.0	false	false
1450597009	composite_scene\spells_and_abilities\wh2_dlc11_vampires_drowned_dead.csc	drowned_dead	0.0	false	false
1694248874	composite_scene\spells_and_abilities\wh2_dlc11_deep_ghost_ship.csc	ghost_ship	0.0	true	true
1980827102	composite_scene\spells_and_abilities\wh2_dlc11_abilities_beyond_the_realm.csc	wh2_dlc11_abilities_beyond_the_realm	0.0	false	false
1999232867	composite_scene\spells_and_abilities\wh2_dlc11_deep_denizens_of_the_deep_start.csc	wh2_dlc11_denizens_of_the_deep_start	0.0	false	false
2007492569	composite_scene\spells_and_abilities\wh2_dlc11_abilities_beyond_the_realm_start.csc	wh2_dlc11_abilities_beyond_the_realm_start	0.0	false	false
451980950	composite_scene\spells_and_abilities\wh2_dlc11_deep_fog_of_the_damned.csc	wh2_dlc11_fog_of_the_damned	0.0	false	false
601026389	composite_scene\spells_and_abilities\wh2_dlc11_deep_ghost_ship_wind.csc	ghost_ship_wind	5.0	false	false
647499737	composite_scene\spells_and_abilities\Invocation_of_sotek.csc	wh2_dlc12_abilities_invocation_of_sotek	0.0	false	false
647499999	composite_scene/spells_and_abilities/invocation_of_djinn.csc	wh2_dlc12_abilities_invocation_of_djinn	0.0	false	false
647499800	composite_scene/spells_and_abilities/claws_of_forest.csc	claws_of_forest	0.0	false	false
