land_units_to_unit_abilites_junctions_tables	0
ability	land_unit
wh_main_character_abilities_arcane_conduit	ovn_com_cha_olorin_the_grey_wizard_0
wh_main_lord_passive_hold_the_line	ovn_com_cha_aragand_the_layabout_0
wh_main_character_abilities_foe_seeker	ovn_com_cha_aragand_the_layabout_0
wh_main_hero_abilities_slippery	ovn_com_cha_aragand_the_layabout_0
ovn_character_abilities_the_recovery_of_the_king	ovn_com_cha_aragand_the_layabout_0
wh_main_lord_passive_hold_the_line	ovn_com_cha_aragand_the_layabout_1
wh_main_character_abilities_foe_seeker	ovn_com_cha_aragand_the_layabout_1
ovn_character_abilities_hair_of_the_dog	ovn_com_cha_aragand_the_layabout_1
ovn_character_passive_sobriety	ovn_com_cha_aragand_the_layabout_1
ovn_character_abilities_whirling_death	ovn_com_cha_legles_the_elf_0
ovn_character_abilities_storm_of_blades	ovn_com_cha_legles_the_elf_0
ovn_character_abilities_the_shadows_coil	ovn_com_cha_legles_the_elf_0
ovn_character_abilities_woven_mist	ovn_com_cha_legles_the_elf_0
ovn_character_passive_unlikely_friendship	ovn_com_cha_legles_the_elf_0
ovn_character_passive_self_preservation	ovn_com_cha_giblit_the_dwarf_0
wh_main_character_abilities_deadly_onslaught	ovn_com_cha_giblit_the_dwarf_0
wh_main_character_abilities_foe_seeker	ovn_com_cha_giblit_the_dwarf_0
wh_main_lord_passive_deathblow	ovn_com_cha_giblit_the_dwarf_0
