Loc PackedFile	1
key	text	tooltip
diplomacy_strings_string_Amazon_Dip_Acceptance_Negative_01	With my reservations, we agree.	false
diplomacy_strings_string_Amazon_Dip_Acceptance_Negative_02	Best start running. Let's see how far you make it…	false
diplomacy_strings_string_Amazon_Dip_Acceptance_Negative_03	Fine, now leave this sacred ground!	false
diplomacy_strings_string_Amazon_Dip_Demand_Payments_Negative_01	You have taken something of ours. Return it now!	false
diplomacy_strings_string_Amazon_Dip_Generic_Offer_Negative_01	Show some wisdom in your consideration of this.	false
diplomacy_strings_string_Amazon_Dip_Generic_Offer_Negative_02	The Priestesses extend a branch. Do you accept or break it?	false
diplomacy_strings_string_Amazon_Dip_Generic_Offer_Negative_03	A pause in the slaughter. Think, than act.	false
diplomacy_strings_string_Amazon_Dip_Rejection_Negative_01	As unreasonable as a Skeggi berserker.	false
diplomacy_strings_string_Amazon_Dip_Rejection_Negative_02	A fool to attempt to bargain with fools.	false
diplomacy_strings_string_Amazon_Dip_Rejection_Negative_03	I expected nothing more.	false
diplomacy_strings_string_Amazon_Dip_Greet_Neg_01	Do not overstay your welcome, the jungle can be a cruel mistress.	false
diplomacy_strings_string_Amazon_Dip_Greet_Neg_02	Leave now, before you become so many bones lying in the jungle.	false
diplomacy_strings_string_Amazon_Dip_Greet_Neg_03	I Penethesilea, have slain thoses twice your size.	false
diplomacy_strings_string_Amazon_Dip_Acceptance_Positive_01	Priestesses blessings. We agree to this.	false
diplomacy_strings_string_Amazon_Dip_Acceptance_Positive_03	By the Great Mother, we accept.	false
diplomacy_strings_string_Amazon_Dip_Demand_Payments_Positive_01	The time has come for you to offer tribute.	false
diplomacy_strings_string_Amazon_Dip_Generic_Offer_Positive_01	Consider this carefully. Your life hangs in the balance.	false
diplomacy_strings_string_Amazon_Dip_Generic_Offer_Positive_02	We await your response.	false
diplomacy_strings_string_Amazon_Dip_Generic_Offer_Positive_03	From the Goddess to your ears. Listen well.	false
diplomacy_strings_string_Amazon_Dip_Rejection_Positive_01	This, we cannot accept.	false
diplomacy_strings_string_Amazon_Dip_Rejection_Positive_02	The priestesses warn us away from this.	false
diplomacy_strings_string_Amazon_Dip_Rejection_Positive_03	We have forseen, this does not bode well for either of us.	false
diplomacy_strings_string_Amazon_Dip_Greet_Pos_01	I Penethesilea, welcome you to our camp, but do not overstay that welcome.	false
diplomacy_strings_string_Amazon_Dip_Greet_Pos_02	It is rare for the Amazons to welcome outsiders, do not betray our trust.	false
diplomacy_strings_string_Amazon_Dip_Greet_Pos_03	Did you stumble here by choice or by luck I wonder?	false
diplomacy_strings_string_Amazon_Dip_Acceptance_Neutral_01	This is agreeable, but barely.	false
diplomacy_strings_string_Amazon_Dip_Acceptance_Neutral_02	You dance with vipers. Careful not to get bitten.	false
