unit_set_to_unit_junctions_tables	0
exclude	unit_caste	unit_category	unit_class	unit_record	unit_set
false				elo_armoured_icetrolls	elo_northern_scourge
false				elo_snow_troll	elo_northern_scourge
false				elo_armoured_icetrolls_erengrad	elo_northern_scourge
false				elo_snow_troll_erengrad	elo_northern_scourge
false				wh_dlc08_nor_mon_norscan_ice_trolls_0	elo_northern_scourge
false				elo_red_avalanche	elo_northern_scourge
false				elo_kin	elo_raw_might
false				elo_southern_trolls	elo_raw_might
false				wh_main_nor_mon_chaos_trolls	elo_raw_might
false				ovn_trl_inf_stone_throw_troll	elo_raw_might
false				wh_dlc01_chs_mon_trolls_1	elo_raw_might
false				elo_bile_trolls	elo_mountain_masters
false				elo_mountain_trolls	elo_mountain_masters
false				elo_mountain_trolls_erengrad	elo_mountain_masters
false				elo_river_trolls	elo_danger_below
false				elo_forest_trolls	elo_danger_below
false				elo_forest_trolls_erengrad	elo_danger_below
false				elo_river_trolls_erengrad	elo_danger_below
false				wh_main_nor_mon_chaos_trolls	elo_all_trolls
false				wh_dlc01_chs_mon_trolls_1	elo_all_trolls
false				wh_dlc08_nor_mon_norscan_ice_trolls_0	elo_all_trolls
false				elo_armoured_icetrolls	elo_all_trolls
false				elo_southern_trolls	elo_all_trolls
false				elo_red_avalanche	elo_all_trolls
false				elo_river_trolls	elo_all_trolls
false				elo_mountain_trolls	elo_all_trolls
false				elo_shipwreckers	elo_all_trolls
false				elo_cha_troll_lord	elo_all_trolls
false				elo_kin	elo_all_trolls
false				elo_forest_trolls	elo_all_trolls
false				elo_bile_trolls	elo_all_trolls
false				elo_snow_troll	elo_all_trolls
false				elo_armoured_icetrolls_erengrad	elo_all_trolls
false				elo_river_trolls_erengrad	elo_all_trolls
false				elo_mountain_trolls_erengrad	elo_all_trolls
false				elo_forest_trolls_erengrad	elo_all_trolls
false				elo_snow_troll_erengrad	elo_all_trolls
false				elo_armoured_icetrolls	ice_snow
false				elo_snow_troll	ice_snow
false				elo_armoured_icetrolls_erengrad	ice_snow
false				elo_snow_troll_erengrad	ice_snow
false				wh_dlc08_nor_mon_norscan_ice_trolls_0	ice_snow
false				elo_red_avalanche	ice_snow
false				elo_kin	children_chaos
false				elo_southern_trolls	children_chaos
false				ovn_trl_inf_stone_throw_troll	children_chaos
false				wh_main_nor_mon_chaos_trolls	children_chaos
false				wh_dlc01_chs_mon_trolls_1	children_chaos
false				elo_bile_trolls	unnatural_resilience
false				elo_mountain_trolls	unnatural_resilience
false				elo_mountain_trolls_erengrad	unnatural_resilience
false				elo_river_trolls	menace_land
false				elo_forest_trolls	menace_land
false				elo_forest_trolls_erengrad	menace_land
false				elo_river_trolls_erengrad	menace_land
false				wh_main_nor_mon_chaos_trolls	all_troll_fimir
false				wh_dlc01_chs_mon_trolls_1	all_troll_fimir
false				wh_dlc08_nor_mon_norscan_ice_trolls_0	all_troll_fimir
false				elo_armoured_icetrolls	all_troll_fimir
false				elo_southern_trolls	all_troll_fimir
false				elo_red_avalanche	all_troll_fimir
false				ovn_trl_inf_stone_throw_troll	all_troll_fimir
false				elo_river_trolls	all_troll_fimir
false				elo_mountain_trolls	all_troll_fimir
false				elo_shipwreckers	all_troll_fimir
false				elo_cha_troll_lord	all_troll_fimir
false				elo_kin	all_troll_fimir
false				elo_forest_trolls	all_troll_fimir
false				elo_bile_trolls	all_troll_fimir
false				elo_snow_troll	all_troll_fimir
false				elo_armoured_icetrolls_erengrad	all_troll_fimir
false				elo_river_trolls_erengrad	all_troll_fimir
false				elo_mountain_trolls_erengrad	all_troll_fimir
false				elo_forest_trolls_erengrad	all_troll_fimir
false				elo_snow_troll_erengrad	all_troll_fimir
false				wh_dlc08_nor_mon_fimir_0	all_troll_fimir
false				wh_dlc08_nor_mon_fimir_1	all_troll_fimir
false				wh_pro04_nor_mon_fimir_ror_0	all_troll_fimir
false				elo_river_trolls	river_trolls
false				elo_river_trolls_erengrad	river_trolls
false				elo_shipwreckers	river_trolls
false				wh2_dlc15_grn_mon_river_trolls_0_no_scrap	elo_danger_below
false				wh2_dlc15_grn_mon_river_trolls_0_no_scrap	menace_land
false				wh2_dlc15_grn_mon_river_trolls_0_no_scrap	all_troll_fimir
false				wh2_dlc15_grn_mon_river_trolls_0_no_scrap	river_trolls
false				wh2_dlc15_grn_mon_stone_trolls_0_no_scrap	elo_mountain_masters
false				wh2_dlc15_grn_mon_stone_trolls_0_no_scrap	elo_all_trolls
false				wh2_dlc15_grn_mon_stone_trolls_0_no_scrap	unnatural_resilience
false				wh2_dlc15_grn_mon_stone_trolls_0_no_scrap	all_troll_fimir
false				elo_night_trolls_ror	elo_mountain_masters
false				elo_night_trolls_ror	elo_all_trolls
false				elo_night_trolls_ror	unnatural_resilience
false				elo_night_trolls_ror	all_troll_fimir
false				wh2_dlc15_grn_mon_river_trolls_ror_0	elo_danger_below
false				wh2_dlc15_grn_mon_river_trolls_ror_0	menace_land
false				wh2_dlc15_grn_mon_river_trolls_ror_0	all_troll_fimir
false				wh2_dlc15_grn_mon_river_trolls_ror_0	river_trolls
false				elo_warpstone_trolls	elo_mountain_masters
false				elo_warpstone_trolls	elo_all_trolls
false				elo_warpstone_trolls	unnatural_resilience
false				elo_warpstone_trolls	all_troll_fimir
false				elo_shipwreckers	menace_land
false				elo_warpstone_trolls	wh2_main_ror_units_all
false				elo_lava_trolls	elo_all_trolls
false				ovn_trl_inf_stone_throw_troll	elo_all_trolls
false				wh_main_chs_mon_trolls	elo_all_trolls
false				wh_main_grn_mon_trolls	elo_all_trolls
false				wh2_dlc15_grn_mon_river_trolls_0_no_scrap	elo_all_trolls
false				wh2_dlc15_grn_mon_river_trolls_ror_0	elo_all_trolls
false				wh_main_chs_mon_trolls	children_chaos
false				elo_lava_trolls	unnatural_resilience
false				elo_southern_trolls	menace_land
false				wh_main_chs_mon_trolls	elo_raw_might
false				elo_lava_trolls	elo_mountain_masters
false				wh_main_grn_mon_trolls	elo_danger_below
