building	effect	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;3;db/building_effects_junction_tables/ovn_dread					
dread_king_burial_3	dread_legion_spears_cap	building_to_faction_own	1.0	1.0	0.0
dread_king_burial_3	dread_legion_dual_cap	building_to_faction_own	1.0	1.0	0.0
dread_king_burial_4	dread_legion_2h_cap	building_to_faction_own	1.0	1.0	0.0
dread_king_burial_4	dread_legion_archers_cap	building_to_faction_own	1.0	1.0	0.0
dread_king_burial_4	dread_legion_spears_cap	building_to_faction_own	2.0	1.0	0.0
dread_king_burial_4	dread_legion_dual_cap	building_to_faction_own	2.0	1.0	0.0
dread_king_burial_3	wh2_dlc09_effect_unit_cap_tmb_cav_hexwraiths	building_to_faction_own	1.0	1.0	0.0
dread_king_burial_3	wh2_dlc09_effect_unit_cap_tmb_inf_crypt_ghouls	building_to_faction_own	4.0	1.0	0.0
dread_king_burial_3	wh2_dlc09_effect_unit_cap_tmb_mon_dire_wolves	building_to_faction_own	4.0	1.0	0.0
dread_king_burial_3	wh2_dlc09_effect_unit_cap_tmb_mon_fell_bats	building_to_faction_own	4.0	1.0	0.0
dread_king_burial_4	wh2_dlc09_effect_unit_cap_tmb_cav_hexwraiths	building_to_faction_own	2.0	1.0	0.0
dread_king_burial_4	wh2_dlc09_effect_unit_cap_tmb_inf_crypt_ghouls	building_to_faction_own	4.0	1.0	0.0
dread_king_burial_4	wh2_dlc09_effect_unit_cap_tmb_mon_dire_wolves	building_to_faction_own	4.0	1.0	0.0
dread_king_burial_4	wh2_dlc09_effect_unit_cap_tmb_mon_fell_bats	building_to_faction_own	4.0	1.0	0.0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_3	dread_legion_dual_cap	building_to_faction_own	1.0	1.0	0.0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_3	dread_legion_spears_cap	building_to_faction_own	1.0	1.0	0.0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_4	dread_legion_2h_cap	building_to_faction_own	1.0	1.0	0.0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_4	dread_legion_dual_cap	building_to_faction_own	2.0	1.0	0.0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_4	dread_legion_spears_cap	building_to_faction_own	2.0	1.0	0.0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_4	dread_legion_archers_cap	building_to_faction_own	1.0	1.0	0.0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_5	dread_legion_2h_cap	building_to_faction_own	2.0	1.0	0.0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_5	dread_legion_dual_cap	building_to_faction_own	2.0	1.0	0.0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_5	dread_legion_spears_cap	building_to_faction_own	2.0	1.0	0.0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_5	dread_legion_archers_cap	building_to_faction_own	2.0	1.0	0.0
wh2_dlc09_tmb_estate_1	dread_legion_skellie_giant_cap	building_to_faction_own	1.0	1.0	0.0
wh2_dlc09_tmb_citadel_1	dread_legion_grail_knight_cap	building_to_faction_own	1.0	1.0	0.0
wh2_dlc09_tmb_infantry_3	elo_dread_inf_grave_guard_0_cap	building_to_faction_own	2.0	1.0	0.0
wh2_dlc09_tmb_defence_major_2	elo_dread_mummy	building_to_faction_own	1.0	1.0	0.0
wh2_dlc09_tmb_defence_major_3	elo_dread_mummy	building_to_faction_own	2.0	1.0	0.0
wh2_dlc09_tmb_defence_minor_2	elo_dread_mummy	building_to_faction_own	1.0	1.0	0.0
wh2_dlc09_tmb_arkhan_burial_mound	enable_recruitment_elo_centurion	province_to_province_own	1.0	1.0	1.0
wh2_dlc09_tmb_arkhan_burial_mound_2	enable_recruitment_elo_centurion	province_to_province_own	1.0	1.0	1.0
dread_king_burial_3	enable_recruitment_elo_centurion	province_to_province_own	1.0	1.0	1.0
dread_king_burial_4	enable_recruitment_elo_centurion	province_to_province_own	1.0	1.0	1.0
