building_effects_junction_tables	3
building	effect	effect_scope	value	value_damaged	value_ruined
arb_flaming_scimitar_main_1	wh2_dlc11_cst_ship_growth	force_to_force_own	1.0	1.0	0.0
arb_flaming_scimitar_main_1	wh_main_effect_force_all_recruitment_points	force_to_force_own	2.0	2.0	0.0
arb_flaming_scimitar_main_2	wh2_dlc11_cst_ship_growth	force_to_force_own	2.0	2.0	0.0
arb_flaming_scimitar_main_2	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	-5.0	-5.0	0.0
arb_flaming_scimitar_main_2	wh_main_effect_force_all_recruitment_points	force_to_force_own	3.0	3.0	0.0
arb_flaming_scimitar_main_3	wh2_dlc11_cst_ship_growth	force_to_force_own	3.0	3.0	0.0
arb_flaming_scimitar_main_3	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	-10.0	-10.0	0.0
arb_flaming_scimitar_main_3	wh_main_effect_force_all_recruitment_points	force_to_force_own	4.0	4.0	0.0
arb_flaming_scimitar_main_4	wh2_dlc11_cst_ship_growth	force_to_force_own	4.0	4.0	0.0
arb_flaming_scimitar_main_4	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	-15.0	-15.0	0.0
arb_flaming_scimitar_main_4	wh_main_effect_force_all_recruitment_points	force_to_force_own	5.0	5.0	0.0
arb_flaming_scimitar_main_5	wh2_dlc11_cst_ship_growth	force_to_force_own	5.0	5.0	0.0
arb_flaming_scimitar_main_5	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	-20.0	-20.0	0.0
arb_flaming_scimitar_main_5	wh_main_effect_force_all_recruitment_points	force_to_force_own	6.0	6.0	0.0
arb_flaming_scimitar_support_mages_1	wh_main_effect_agent_enable_recruitment_wizard_arb_2	province_to_province_own	1.0	1.0	0.0
arb_flaming_scimitar_support_mages_1	wh_main_effect_military_force_winds_of_magic_starting_mod	force_to_force_own	3.0	3.0	0.0
arb_flaming_scimitar_support_mages_2	wh_main_effect_agent_cap_increase_wizard_arb_2	faction_to_faction_own_unseen	1.0	1.0	0.0
arb_flaming_scimitar_support_mages_2	wh_main_effect_agent_enable_recruitment_wizard_arb_2	province_to_province_own	1.0	1.0	0.0
arb_flaming_scimitar_support_mages_2	wh_main_effect_military_force_winds_of_magic_starting_mod	force_to_force_own	6.0	6.0	0.0
arb_flaming_scimitar_support_mages_2	wh_main_effect_agent_recruitment_xp_wizard_empire	province_to_province_own	2.0	1.0	0.0
arb_flaming_scimitar_structure_movement_1	wh_main_effect_force_all_campaign_movement_range	force_to_force_own	10.0	10.0	0.0
arb_flaming_scimitar_structure_movement_1	wh_main_effect_character_line_of_sight_mod	force_to_general_own	5.0	5.0	0.0
arb_flaming_scimitar_structure_movement_2	wh_main_effect_force_all_campaign_movement_range	force_to_force_own	20.0	20.0	0.0
arb_flaming_scimitar_structure_movement_2	wh_main_effect_character_line_of_sight_mod	force_to_general_own	10.0	10.0	0.0
arb_flaming_scimitar_structure_movement_3	wh_main_effect_force_all_campaign_movement_range	force_to_force_own	30.0	30.0	0.0
arb_flaming_scimitar_structure_movement_3	wh_main_effect_character_line_of_sight_mod	force_to_general_own	15.0	15.0	0.0
arb_flaming_scimitar_structure_upkeep_1	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	-10.0	-10.0	0.0
arb_flaming_scimitar_structure_upkeep_1	wh_main_effect_religion_conversion_untainted	force_to_character_own_provincetext	4.0	2.0	0.0
arb_flaming_scimitar_structure_upkeep_2	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	-20.0	-20.0	0.0
arb_flaming_scimitar_structure_upkeep_2	wh_main_effect_religion_conversion_untainted	force_to_character_own_provincetext	6.0	3.0	0.0
arb_flaming_scimitar_structure_upkeep_3	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	-30.0	-30.0	0.0
arb_flaming_scimitar_structure_upkeep_3	wh_main_effect_religion_conversion_untainted	force_to_character_own_provincetext	8.0	4.0	0.0
arb_flaming_scimitar_structure_replenishment_1	wh_main_effect_force_all_campaign_replenishment_rate	force_to_force_own	5.0	3.0	0.0
arb_flaming_scimitar_structure_replenishment_1	wh_main_effect_economy_gdp_industry	building_to_building_own	100.0	50.0	0.0
arb_flaming_scimitar_structure_replenishment_2	wh_main_effect_force_all_campaign_replenishment_rate	force_to_force_own	10.0	5.0	0.0
arb_flaming_scimitar_structure_replenishment_2	wh_main_effect_economy_gdp_industry	building_to_building_own	150.0	75.0	0.0
arb_flaming_scimitar_structure_replenishment_3	wh_main_effect_force_all_campaign_replenishment_rate	force_to_force_own	15.0	8.0	0.0
arb_flaming_scimitar_structure_replenishment_3	wh_main_effect_force_all_recruitment_points	force_to_force_own	1.0	1.0	0.0
arb_flaming_scimitar_structure_replenishment_3	wh_main_effect_economy_gdp_industry	building_to_building_own	200.0	100.0	0.0
arb_flaming_scimitar_structure_growth_1	wh2_dlc11_cst_ship_growth	force_to_force_own	4.0	1.0	0.0
arb_flaming_scimitar_structure_growth_1	wh_main_effect_agent_action_outcome_parent_army_xp_gain_factionwide	force_to_force_own	20.0	10.0	0.0
arb_flaming_scimitar_structure_growth_2	wh2_dlc11_cst_ship_growth	force_to_force_own	7.0	2.0	0.0
arb_flaming_scimitar_structure_growth_2	wh_main_effect_agent_action_outcome_parent_army_xp_gain_factionwide	force_to_force_own	40.0	20.0	0.0
arb_flaming_scimitar_structure_growth_3	wh2_dlc11_cst_ship_growth	force_to_force_own	12.0	3.0	0.0
arb_flaming_scimitar_structure_growth_3	wh_main_effect_agent_action_outcome_parent_army_xp_gain_factionwide	force_to_force_own	80.0	40.0	0.0
arb_flaming_scimitar_defense_bombardment_1	wh2_dlc11_effect_ability_enable_zhufbar_42_pounders	force_to_force_own	1.0	1.0	0.0
arb_flaming_scimitar_defense_magical_bombardment_1	arb_golden_magus_flaming_scimitar_bolts_of_burning_enable	force_to_force_own	1.0	1.0	0.0
arb_flaming_scimitar_defense_magical_bombardment_2	arb_golden_magus_flaming_scimitar_bolts_of_burning_disable	force_to_force_own	1.0	1.0	0.0
arb_flaming_scimitar_defense_magical_bombardment_2	arb_golden_magus_flaming_scimitar_hurricane_blades_enable	force_to_force_own	1.0	1.0	0.0
arb_flaming_scimitar_unique_minaret_1	wh_main_effect_force_all_campaign_replenishment_rate	force_to_force_own	10.0	10.0	0.0
arb_flaming_scimitar_unique_minaret_1	wh_main_effect_military_force_winds_of_magic_starting_mod	force_to_force_own_lords_army	20.0	10.0	0.0
arb_flaming_scimitar_unique_minaret_1	arb_golden_magus_flaming_scimitar_royal_djinn_enable	force_to_force_own	1.0	1.0	0.0
arb_flaming_scimitar_unique_minaret_1	arb_golden_magus_wishmaster_djinn_exp	general_to_force_own	4.0	0.0	0.0
arb_golden_magus_special_galleon_graveyard_1	arb_golden_magus_wishmaster_djinn_exp	faction_to_force_own	6.0	10.0	0.0
arb_golden_magus_special_galleon_graveyard_1	wh2_main_effect_region_resource_gold_idols_production	building_to_building_own	12.0	0.0	0.0
arb_golden_magus_special_galleon_graveyard_1	wh2_dlc11_effect_force_army_campaign_attrition_immunity_reef	faction_to_force_own	1.0	1.0	0.0
arb_golden_magus_special_galleon_graveyard_1	wh2_dlc11_effect_force_army_campaign_attrition_maelstrom_immunity	faction_to_force_own	1.0	1.0	0.0
arb_golden_magus_special_galleon_graveyard_1	wh2_main_effect_ability_enable_garrison_heroes	building_to_forces_own_regionwide	1.0	1.0	1.0
arb_golden_magus_special_galleon_graveyard_1	wh_main_effect_economy_gdp_subsistance	building_to_building_own	100.0	50.0	0.0
arb_golden_magus_special_galleon_graveyard_1	wh_main_effect_public_order_base	province_to_province_own_unseen	20.0	5.0	0.0
arb_golden_magus_special_galleon_graveyard_1	wh_main_effect_religion_conversion_state	region_to_region_own	5.0	5.0	0.0
arb_fatandira_landmark	wh_main_effect_economy_gdp_mod_all	province_to_region_own	25.0	10.0	0.0
arb_fatandira_landmark	wh_main_effect_economy_tax_mod	province_to_faction	5.0	0.0	0.0
arb_fatandira_landmark	wh2_main_effect_region_resource_gold_idols_production	building_to_building_own	10.0	10.0	0.0
arb_fatandira_landmark	wh2_dlc09_effect_unit_cap_tmb_inf_tomb_guard_1	building_to_faction_own	4.0	1.0	0.0
arb_fatandira_landmark	wh2_dlc09_effect_unit_cap_tmb_mon_ushabti_0	building_to_faction_own	2.0	1.0	0.0
ovn_arb_hosp_1	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	5.0	3.0	0.0
ovn_arb_hosp_1	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	4.0	3.0	0.0
ovn_arb_hosp_2	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	6.0	5.0	0.0
ovn_arb_hosp_2	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	10.0	10.0	0.0
ovn_arb_hosp_1	wh_main_effect_public_order_base	province_to_province_own	2.0	0.0	0.0
ovn_arb_hosp_2	wh_main_effect_public_order_base	province_to_province_own	4.0	0.0	0.0
ovn_arb_haikk	wh2_main_effect_building_recruitment_cost_reduction_arb_OtF_khemri_elite_guard	province_to_province_own	-30.0	-15.0	0.0
ovn_arb_haikk	wh2_main_effect_building_unit_recruitment_duration_arb_OtF_khemri_elite_guard	region_to_province_own	-1.0	-1.0	0.0
ovn_arb_haikk	wh2_main_effect_building_upkeep_reduction_arb_OtF_khemri_elite_guard	faction_to_force_own	-8.0	-3.0	0.0
ovn_arb_haikk	wh2_main_effect_tech_unit_xp_levels_arb_OtF_khemri_elite_guard	province_to_province_own	3.0	2.0	0.0
ovn_arb_haikk	wh2_main_effect_tech_unit_xp_levels_arb_OtF_khemri_elite_guard_global	faction_to_province_own	2.0	1.0	0.0
ovn_arb_haikk	wh_main_effect_economy_gdp_mining	building_to_building_own	500.0	100.0	0.0
ovn_arb_bel	wh_main_effect_province_growth_building	region_to_province_own	50.0	20.0	0.0
ovn_arb_bel	wh_main_effect_public_order_global	province_to_province_own_factionwide	3.0	1.0	0.0
ovn_arb_bel	wh_main_effect_public_order_base	province_to_province_own	5.0	2.0	0.0
ovn_arb_bel	wh_main_effect_religion_conversion_untainted	region_to_region_own	10.0	5.0	0.0
ovn_arb_bel	wh_main_effect_religion_conversion_untainted_all_regions	faction_to_region_own	3.0	1.0	0.0
ovn_arb_bel	wh_main_effect_growth_all	province_to_province_own_factionwide	15.0	3.0	0.0
ovn_arb_bel	wh_main_effect_region_resource_medicine_production	building_to_building_own	16.0	8.0	0.0
ovn_arb_fyrus	wh_main_effect_force_army_campaign_experience_base_infantry	province_to_province_own	2.0	1.0	0.0
ovn_arb_fyrus	wh_main_effect_public_order_base	province_to_province_own	3.0	2.0	0.0
ovn_arb_fyrus	wh_main_effect_economy_gdp_mining	building_to_building_own	300.0	100.0	0.0
ovn_arb_fyrus	wh_main_effect_region_resource_spices_production	building_to_building_own	30.0	15.0	0.0
ovn_arb_fyrus	wh_main_effect_economy_trade_good_commodity_mod	faction_to_faction_own	5.0	5.0	0.0
