unit_abilities_tables	16
key	requires_effect_enabling	icon_name	overpower_option	type	video	uniqueness	is_unit_upgrade	is_hidden_in_ui	source_type	superseded_abilities_set	is_hidden_in_ui_for_enemy
spawn_ushabti_dread_king	true	wh2_dlc09_army_abilities_realm_of_souls_ushabti		wh_type_augment		wh_main_anc_group_unique	true	false	character		false
Dread_Aura	true	wh2_dlc09_character_passive_befalling_curse		wh_type_area_of_hexes		wh_main_anc_group_uncommon	true	false	character		false
Summon_Black_Grail_Kinghts	false	wh2_dlc11_character_abilities_beyond_the_realm		wh_type_augment		wh_main_anc_group_rare	true	false	character		false
elo_necromantic_anchor	false	wh_dlc04_unit_passive_the_reliquary_binding		wh_type_augment		wh_main_anc_group_uncommon	true	false	unit		false
elo_liche_land_of_nagash	false	wh_main_item_abilities_skull_of_katam		wh_type_direct_damage		wh_main_anc_group_unique	true	false	lord		false
elo_liche_call_the_legions	true	wh_dlc04_spell_vamps_raise_dead_ghorst	elo_liche_call_the_legions_overcast	wh_type_augment		wh_main_anc_group_rare	true	false	spell		false
elo_liche_call_the_legions_overcast	true	wh_dlc04_spell_vamps_raise_dead_ghorst		wh_type_augment		wh_main_anc_group_rare	true	false	spell		false
elo_hand_terror_past	false	wh_dlc08_quest_abilities_soul_binding		wh_type_hex		wh_main_anc_group_unique	false	false	lord		false
elo_hand_judge_executioner	true	wh2_dlc09_weapon_abilities_venom_staff		wh_type_hex		wh_main_anc_group_rare	true	false	lord		false
elo_hand_vortex	true	wh2_dlc11_lord_abilities_storm_of_the_night		wh_type_vortex		wh_main_anc_group_rare	true	false	lord		false
elo_hand_punished_one	true	wh_dlc03_anc_magic_standard_manbane_standard		wh_type_augment		wh_main_anc_group_unique	true	false	item		false
elo_hungering_blade	true	wh_main_weapon_abilities_skabscrath		wh_type_augment		wh_main_anc_group_unique	true	false	item		false
