effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;3;db/effects_tables/elo_fimir_lord					
elo_fimir_rusher_sp	battle_movement.png	100	battle_movement.png	battle	true
elo_fimir_rusher_ch	charge.png	100	charge.png	battle	true
elo_fimir_first_wave_ma	melee.png	100	melee.png	battle	true
elo_fimir_first_wave_wps	weapon_damage.png	100	weapon_damage.png	battle	true
elo_fimir_bog_monsters_wps	weapon_damage.png	100	weapon_damage.png	battle	true
elo_fimir_bog_monsters_md	defence.png	100	defence.png	battle	true
elo_fimir_swamp_warriors_ma	melee.png	100	melee.png	battle	true
elo_fimir_swamp_warriors_md	defence.png	100	defence.png	battle	true
elo_fimir_giants_fen_sp	battle_movement.png	100	battle_movement.png	battle	true
elo_fimir_giants_fen_ma	melee.png	100	melee.png	battle	true
elo_fimir_r7_warriors_md	defence.png	100	defence.png	battle	true
elo_fimir_r7_warriors_armour	armour.png	100	armour.png	battle	true
elo_fimir_r7_warriors_phyres	resistance_physical.png	100	resistance_physical.png	battle	true
elo_fimir_r7_auxillaries_missres	resistance_missile.png	100	resistance_missile.png	battle	true
elo_fimir_r7_auxillaries_md	defence.png	100	defence.png	battle	true
elo_fimir_r7_auxillaries_morale	morale.png	100	morale.png	battle	true
elo_fimir_r7_fast_wps	weapon_damage.png	100	weapon_damage.png	battle	true
elo_fimir_r7_fast_ma	melee.png	100	melee.png	battle	true
elo_fimir_r7_fast_ch	charge.png	100	charge.png	battle	true
elo_fimir_r7_giants_ward	resistance_ward_save.png	100	resistance_ward_save.png	battle	true
elo_fimir_r7_giants_wps	weapon_damage.png	100	weapon_damage.png	battle	true
elo_fimir_r7_giants_armour	armour.png	100	armour.png	battle	true
fimir_slaves_upkeep	income.png	100	income.png	campaign	false
fimir_slaves_cost	income.png	100	income.png	campaign	false
fimir_warrior_elite_xp	experience.png	100	experience.png	campaign	true
fimir_warrior_elite_md	defence.png	100	defence.png	battle	true
fimir_warrior_elite_up	income.png	100	income.png	campaign	false
fimir_warrior_elite_cost	income.png	100	income.png	campaign	false
fimir_untamed_monsters_frenzy	general_ability.png	600	general_ability.png	battle	true
fimir_untamed_monsters_guerilla	attribute_guerrilla_deploy.png	15	attribute_guerrilla_deploy.png	battle	true
fimir_untamed_monsters_rampage	run_amok.png	620	run_amok.png	battle	false
elo_fimir_witness_me	general_ability.png	600	general_ability.png	battle	true
fimir_warrior_elite_wps	weapon_damage.png	100	weapon_damage.png	battle	true
fimir_warrior_elite_armour	armour.png	100	armour.png	battle	true
dlc08_nor_fimirs_ma	melee.png	100	melee.png	battle	true
dlc08_nor_fimirs_up	income.png	100	income.png	campaign	false
elo_fimir_shearl_ma	melee.png	100	melee.png	battle	true
elo_fimir_shearl_md	defence.png	100	defence.png	battle	true
elo_fimir_useful_shearls_wps	weapon_damage.png	100	weapon_damage.png	battle	true
elo_fimir_useful_shearls_charge	charge.png	100	charge.png	battle	true
elo_fimir_useful_shearls_ammo	ammo.png	101	ammo.png	battle	true
elo_fimir_useful_shearls_mdmg	ranged_damage.png	109	ranged_damage.png	battle	true
elo_fimir_apprentices_mdmg	ranged_damage.png	109	ranged_damage.png	battle	true
elo_fimir_apprentices_reload	icon_stat_reload_time_force.png	202	ranged_damage.png	battle	true
elo_low_level_swamp_dwellers_rep	replenishment.png	101	replenishment.png	campaign	true
elo_low_level_swamp_dwellers_speed	battle_movement.png	101	battle_movement.png	battle	true
elo_low_level_swamp_dwellers_vsinf	bonus_vs_small.png	55	bonus_vs_small.png	battle	true
elo_fimir_trolls_charge	charge.png	100	charge.png	battle	true
elo_fimir_trolls_ma	melee.png	100	melee.png	battle	true
elo_fimir_trolls_armour	armour.png	100	armour.png	battle	true
elo_swamp_riders_speed	battle_movement.png	101	battle_movement.png	battle	true
elo_swamp_riders_vsinf	bonus_vs_small.png	55	bonus_vs_small.png	battle	true
elo_swamp_riders_charge	charge.png	100	charge.png	battle	true
elo_fen_big_dwellers_xp	experience.png	100	experience.png	battle	true
elo_fen_big_dwellers_up	income.png	100	income.png	campaign	false
