id	names_group	type	gender	frequency
#names_tables;1;db/names_tables/araby_heroes				
3508823146	444	forename	m	1
3508823147	444	family_name	m	1
3508823148	444	forename	m	1
3508823149	444	family_name	m	1
3508823150	444	forename	m	1
3508823151	444	family_name	m	1
3508823152	444	forename	m	1
3508823153	444	family_name	m	1
3508823154	444	forename	m	1
3508823155	444	family_name	m	1
3508823156	444	forename	m	1
3508823157	444	family_name	m	1
3508823158	444	forename	m	1
3508823159	444	family_name	m	1
3508823160	444	forename	m	1
3508823161	444	family_name	m	1
3508823162	444	forename	m	1
3508823163	444	family_name	m	1
3508823164	444	forename	m	1
3508823165	444	family_name	m	1
3508823166	444	forename	m	1
3508823167	444	family_name	m	1
3508823168	444	forename	m	1
3508823169	444	family_name	m	1
3508823170	444	forename	m	1
3508823171	444	family_name	m	1
3508823172	444	forename	m	1
3508823173	444	family_name	m	1
3508823174	444	forename	m	1
3508823175	444	family_name	m	1
3508823176	444	forename	m	1
3508823177	444	family_name	m	1
3508823178	444	forename	m	1
3508823179	444	family_name	m	1
3508823180	444	forename	m	1
3508823181	444	family_name	m	1
3508823182	444	forename	m	1
3508823183	444	family_name	m	1
3508823184	444	forename	m	1
3508823185	444	family_name	m	1
3508823186	444	forename	m	1
3508823187	444	family_name	m	1
3508823188	444	forename	m	1
3508823189	444	family_name	m	1
3508823190	444	forename	m	1
3508823191	444	family_name	m	1
3508823192	444	forename	m	1
3508823193	444	family_name	m	1
3508823194	444	forename	m	1
3508823195	444	family_name	m	1
3508823196	444	forename	m	1
3508823197	444	family_name	m	1
3508823198	444	forename	m	1
3508823199	444	family_name	m	1
3508823200	444	forename	m	1
3508823201	444	family_name	m	1
3508823202	444	forename	m	1
3508823203	444	family_name	m	1
3508823204	444	forename	m	1
3508823205	444	family_name	m	1
3508823206	444	forename	m	1
3508823207	444	family_name	m	1
3508823208	444	forename	m	1
3508823209	444	family_name	m	1
3508823210	444	forename	m	1
3508823211	444	family_name	m	1
3508823212	444	forename	m	1
3508823213	444	family_name	m	1
3508823214	444	forename	m	1
3508823215	444	family_name	m	1
3508823216	444	forename	m	1
3508823217	444	family_name	m	1
3508823218	444	forename	m	1
3508823219	444	family_name	m	1
3508823220	444	forename	m	1
3508823221	444	family_name	m	1
3508823222	444	forename	m	1
3508823223	444	family_name	m	1
3508823224	444	forename	m	1
3508823225	444	family_name	m	1
3508823226	444	forename	m	1
3508823227	444	family_name	m	1
3508823228	444	forename	m	1
3508823229	444	family_name	m	1
3508823230	444	forename	m	1
3508823231	444	family_name	m	1
3508823232	444	forename	m	1
3508823233	444	family_name	m	1
3508823234	444	forename	m	1
3508823235	444	family_name	m	1
3508823236	444	forename	m	1
3508823237	444	family_name	m	1
3508823238	444	forename	m	1
3508823239	444	family_name	m	1
3508823240	444	forename	m	1
3508823241	444	family_name	m	1
3508823242	444	forename	m	1
3508823243	444	family_name	m	1
3508823244	444	forename	m	1
3508823245	444	family_name	m	1
3508823246	444	forename	m	1
3508823247	444	family_name	m	1
3508823248	444	forename	m	1
3508823249	444	family_name	m	1
3508823250	444	forename	m	1
3508823251	444	family_name	m	1
3508823252	444	forename	m	1
3508823253	444	family_name	m	1
3508823254	444	forename	m	1
3508823255	444	family_name	m	1
3508823256	444	forename	m	1
3508823257	444	family_name	m	1
3508823258	444	forename	m	1
3508823259	444	family_name	m	1
3508823260	444	forename	m	1
3508823261	444	family_name	m	1
3508823262	444	forename	m	1
3508823263	444	family_name	m	1
3508823264	444	forename	m	1
3508823265	444	family_name	m	1
3508823266	98	forename	m	1
3508823267	98	family_name	m	1
