units_custom_battle_permissions_tables	8
faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character	campaign_exclusive
wh2_main_nor_harbingers_of_doom	false	ovn_boglar	true	true				false
wh2_main_nor_harbingers_of_doom	false	ovn_mon_harpies	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_dlc08_nor_cha_fimir_balefiend_fire_0	true	true	UI/Portraits/Portholes/wh_main_chs_chaos/nor_cha_fimir_balefiend_campaign_02_0.png	wh_dlc08_uniform_nor_fimir_balefiend_campaign_02	wh_dlc08_nor_cha_fimir_balefiend_fire_0	false
wh2_main_nor_harbingers_of_doom	false	wh_dlc08_nor_cha_fimir_balefiend_shadow_0	true	true	UI/Portraits/Portholes/wh_main_chs_chaos/nor_cha_fimir_balefiend_campaign_01_0.png	wh_dlc08_uniform_nor_fimir_balefiend_campaign_01	wh_dlc08_nor_cha_fimir_balefiend_shadow_0	false
wh2_main_nor_harbingers_of_doom	false	wh_dlc08_nor_mon_fimir_0	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_dlc08_nor_mon_fimir_1	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_pro04_nor_mon_fimir_ror_0	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_main_chs_mon_giant	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh2_dlc11_cst_mon_bloated_corpse_0	true	true				false
wh2_main_nor_harbingers_of_doom	false	ovn_zoat	true	true				false
wh2_main_nor_harbingers_of_doom	true	aky_chief_fimir_great_weapons_0	true	true	ui/portraits/portholes/wh_main_chs_chaos/aky_chief_fimir_great_weapons_0.png	aky_chief_fimir_great_weapons_0	aky_chief_fimir_great_weapons_0	false
wh2_main_nor_harbingers_of_doom	false	wh_main_grn_cha_night_goblin_shaman	true	true	ui/portraits/portholes/wh_main_grn_greenskins/grn_night_goblin_shaman_campaign_01_0.png	wh_main_uniform_grn_night_goblin_shaman_campaign_01	wh_main_grn_cha_night_goblin_shaman	false
wh2_main_nor_harbingers_of_doom	false	elo_fenbeast	true	true				false
wh2_main_nor_harbingers_of_doom	false	albion_fenhulk	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_pro04_chs_mon_chaos_spawn_ror_0	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_pro04_nor_mon_marauder_warwolves_ror_0	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh2_dlc15_grn_cha_river_troll_hag_0	true	true	ui/portraits/portholes/wh_main_grn_greenskins/grn_troll_hag_campaign_01_0.png	wh2_dlc15_grn_river_troll_hag_campaign_01	wh2_dlc15_grn_cha_river_troll_hag_0	false
wh2_main_nor_harbingers_of_doom	false	ovn_death_quest	true	true				false
wh2_main_nor_harbingers_of_doom	false	ovn_fianna_fimm	true	true				false
wh2_main_nor_harbingers_of_doom	false	ovn_fimm	true	true				false
wh2_main_nor_harbingers_of_doom	false	ovn_gharnus_demon	true	true				false
wh2_main_nor_harbingers_of_doom	false	ovn_killing_eye	true	true				false
wh2_main_nor_harbingers_of_doom	false	ovn_shearl	true	true				false
wh2_main_nor_harbingers_of_doom	false	ovn_fim_cav_bog_beast_riders_0	true	true				false
wh2_main_nor_harbingers_of_doom	false	ovn_fim_mon_javelin_0	true	true				false
wh2_main_nor_harbingers_of_doom	false	ovn_fim_mon_caster_0	true	true				false
wh2_main_nor_harbingers_of_doom	false	rbt_nurgle_daemon	true	true				false
wh2_main_nor_harbingers_of_doom	false	kho_bloodletter	true	true				false
wh2_main_nor_harbingers_of_doom	false	Great_Deamon1_unit	true	true				true
wh2_main_nor_harbingers_of_doom	false	ovn_marsh_hounds	true	true				false
wh2_main_nor_harbingers_of_doom	false	ovn_barrow_wight	true	true				true
wh2_main_nor_harbingers_of_doom	false	wh_dlc01_chs_inf_forsaken_0	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_dlc08_nor_inf_marauder_hunters_1	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_main_chs_art_hellcannon	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_main_chs_inf_chaos_warriors_0	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_main_chs_inf_chosen_0	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_main_chs_mon_chaos_spawn	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_main_chs_inf_chaos_marauders_0	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_main_nor_cav_marauder_horsemen_1	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_main_chs_cav_chaos_knights_1	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_main_chs_cav_chaos_knights_0	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_main_chs_cav_chaos_chariot	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_dlc08_nor_cav_marauder_horsemasters_0	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_dlc01_chs_inf_chaos_warriors_2	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_main_chs_inf_chaos_warriors_1	true	true				false
wh2_main_nor_harbingers_of_doom	false	wh_main_nor_cav_marauder_horsemen_0	true	true				false
wh2_main_nor_harbingers_of_doom	false	ovn_finmor	true	true				false
wh2_main_nor_harbingers_of_doom	false	ovn_finmor_belakor	true	true				false
wh2_main_nor_harbingers_of_doom	true	wh_dlc01_chs_cha_chaos_lord_10	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_chaos_lord_campaign_01_0.png	wh_main_uniform_chs_lord_campaign_01	wh_dlc01_chs_cha_chaos_lord_10	false
wh2_main_nor_harbingers_of_doom	true	wh_dlc01_chs_cha_chaos_lord_2	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_chaos_lord_campaign_01_0.png	wh_main_uniform_chs_lord_campaign_01	wh_dlc01_chs_cha_chaos_lord_2	false
wh2_main_nor_harbingers_of_doom	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_02_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_02	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0	false
wh2_main_nor_harbingers_of_doom	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_02_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_02	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10	false
wh2_main_nor_harbingers_of_doom	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_02_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_02	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12	false
wh2_main_nor_harbingers_of_doom	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_02_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_02	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13	false
wh2_main_nor_harbingers_of_doom	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_02_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_02	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9	false
wh2_main_nor_harbingers_of_doom	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_04_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_04	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0	false
wh2_main_nor_harbingers_of_doom	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_04_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_04	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10	false
wh2_main_nor_harbingers_of_doom	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_04_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_04	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12	false
wh2_main_nor_harbingers_of_doom	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_04_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_04	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13	false
wh2_main_nor_harbingers_of_doom	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_04_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_04	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9	false
wh2_main_nor_harbingers_of_doom	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_01_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_01	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0	false
wh2_main_nor_harbingers_of_doom	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_01_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_01	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10	false
wh2_main_nor_harbingers_of_doom	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_01_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_01	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12	false
wh2_main_nor_harbingers_of_doom	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_01_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_01	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13	false
wh2_main_nor_harbingers_of_doom	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_01_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_01	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9	false
