key	option	group	string
#diplomacy_negotiation_string_options_tables;4;db/diplomacy_negotiation_string_options_tables/ovn_treeblood_fimir			
accept	0	diplomacy_Subcult_Treeblood_Fimir_&_Negative	Fimir_Dip_Acceptance_Negative_01
accept	1	diplomacy_Subcult_Treeblood_Fimir_&_Negative	Fimir_Dip_Acceptance_Negative_02
accept	2	diplomacy_Subcult_Treeblood_Fimir_&_Negative	Fimir_Dip_Acceptance_Negative_03
demand_payment	0	diplomacy_Subcult_Treeblood_Fimir_&_Negative	Fimir_Dip_Demand_Payments_Negative_01
generic_offer_demand	0	diplomacy_Subcult_Treeblood_Fimir_&_Negative	Fimir_Dip_Generic_Offer_Negative_01
generic_offer_demand	1	diplomacy_Subcult_Treeblood_Fimir_&_Negative	Fimir_Dip_Generic_Offer_Negative_02
generic_offer_demand	2	diplomacy_Subcult_Treeblood_Fimir_&_Negative	Fimir_Dip_Generic_Offer_Negative_03
generic_reject	0	diplomacy_Subcult_Treeblood_Fimir_&_Negative	Fimir_Dip_Rejection_Negative_01
generic_reject	1	diplomacy_Subcult_Treeblood_Fimir_&_Negative	Fimir_Dip_Rejection_Negative_02
generic_reject	2	diplomacy_Subcult_Treeblood_Fimir_&_Negative	Fimir_Dip_Rejection_Negative_03
receive	0	diplomacy_Subcult_Treeblood_Fimir_&_Negative	Fimir_Dip_Greet_Neg_01
receive	1	diplomacy_Subcult_Treeblood_Fimir_&_Negative	Fimir_Dip_Greet_Neg_02
receive	2	diplomacy_Subcult_Treeblood_Fimir_&_Negative	Fimir_Dip_Greet_Neg_03
accept	0	diplomacy_Subcult_Treeblood_Fimir_&_Positive	Fimir_Dip_Acceptance_Positive_01
accept	1	diplomacy_Subcult_Treeblood_Fimir_&_Positive	Fimir_Dip_Acceptance_Positive_03
demand_payment	0	diplomacy_Subcult_Treeblood_Fimir_&_Positive	Fimir_Dip_Demand_Payments_Positive_01
generic_offer_demand	0	diplomacy_Subcult_Treeblood_Fimir_&_Positive	Fimir_Dip_Generic_Offer_Positive_01
generic_offer_demand	1	diplomacy_Subcult_Treeblood_Fimir_&_Positive	Fimir_Dip_Generic_Offer_Positive_02
generic_offer_demand	2	diplomacy_Subcult_Treeblood_Fimir_&_Positive	Fimir_Dip_Generic_Offer_Positive_03
generic_reject	0	diplomacy_Subcult_Treeblood_Fimir_&_Positive	Fimir_Dip_Rejection_Positive_01
generic_reject	1	diplomacy_Subcult_Treeblood_Fimir_&_Positive	Fimir_Dip_Rejection_Positive_02
generic_reject	2	diplomacy_Subcult_Treeblood_Fimir_&_Positive	Fimir_Dip_Rejection_Positive_03
receive	0	diplomacy_Subcult_Treeblood_Fimir_&_Positive	Fimir_Dip_Greet_Pos_01
receive	1	diplomacy_Subcult_Treeblood_Fimir_&_Positive	Fimir_Dip_Greet_Pos_02
receive	2	diplomacy_Subcult_Treeblood_Fimir_&_Positive	Fimir_Dip_Greet_Pos_03
accept	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Acceptance_Neutral_01
accept	1	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Acceptance_Neutral_02
accept_state_gift	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Accept_State_Gift_01
accept_state_gift	1	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Accept_State_Gift_02
accept_state_gift	2	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Accept_State_Gift_03
acknowledge_accept	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Acknowledge_Accept_01
acknowledge_accept	1	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Acknowledge_Accept_02
acknowledge_accept	2	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Acknowledge_Accept_03
acknowledge_cancel_treaty	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Acknowledge_Cancel_Treaty_01
acknowledge_cancel_treaty	1	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Acknowledge_Cancel_Treaty_02
acknowledge_cancel_treaty	2	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Acknowledge_Cancel_Treaty_03
acknowledge_reject	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Acknowledge_Reject_01
acknowledge_reject	1	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Acknowledge_Reject_02
acknowledge_reject	2	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Acknowledge_Reject_03
acknowledge_war	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Acknowledge_War_01
acknowledge_war	1	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Acknowledge_War_02
acknowledge_war	2	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Acknowledge_War_03
cancel_treaty	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Cancel_Treaty_01
cancel_treaty	1	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Cancel_Treaty_02
cancel_treaty	2	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Cancel_Treaty_03
demand_join_war	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Demand_Join_War_01
demand_join_war	1	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Demand_Join_War_02
demand_join_war	2	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Demand_Join_War_03
demand_payment	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Demand_Payments_Neutral_01
generic_offer_demand	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Generic_Offer_Neutral_01
generic_offer_demand	1	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Generic_Offer_Neutral_02
generic_offer_demand	2	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Generic_Offer_Neutral_03
generic_reject	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Rejection_Neutral_01
generic_reject	1	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Rejection_Neutral_02
generic_reject	2	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Rejection_Neutral_03
offer_cooperation	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Offer_Cooperation_01
offer_cooperation	1	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Offer_Cooperation_02
offer_cooperation	2	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Offer_Cooperation_03
offer_demand_peace	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Offer_Peace_01
offer_demand_peace	1	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Offer_Peace_02
offer_demand_peace	2	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Offer_Peace_03
offer_join_war	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Offer_Join_War_01
offer_join_war	1	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Offer_Join_War_02
offer_join_war	2	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Offer_Join_War_03
offer_payment	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Offer_Gift_01
offer_payment	1	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Offer_Gift_02
offer_payment	2	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Offer_Gift_03
receive	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Greet_Neu_01
receive	1	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Greet_Neu_02
receive	2	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Greet_Neu_03
reject_offer_demand_peace	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Reject_Peace_01
reject_offer_demand_peace	1	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Reject_Peace_02
reject_offer_demand_peace	2	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Reject_Peace_03
reject_subjugation	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Reject_Join_Confederation_01
reject_subjugation	1	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Reject_Join_Confederation_02
reject_subjugation	2	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_Reject_Join_Confederation_03
war	0	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_War_01
war	1	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_War_02
war	2	diplomacy_Subcult_Treeblood_Fimir	Fimir_Dip_War_03
