character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/araby_heroes				
ovn_skill_arb_lord_mount_horse	wh_main_effect_enable_mount_barded_warhorse	1	character_to_character_own	1.0
ovn_skill_arb_lord_mount_horse	wh_main_effect_agent_action_success_chance_enemy_skill	1	character_to_character_own	-1.0
ovn_skill_arb_lord_mount_horse	wh_main_effect_agent_action_success_chance_skill	1	character_to_character_own	1.0
roy_skill_arb_hero_innate_01	ovn_araby_tech_slaves_units_ws	1	agent_to_parent_army_own	3.0
roy_skill_arb_hero_innate_01	ovn_araby_tech_slaves_units_morale	1	agent_to_parent_army_own	5.0
roy_skill_arb_hero_innate_02	wh_main_effect_character_stat_mod_morale	1	character_to_character_own	5.0
roy_skill_arb_hero_innate_02	ovn_araby_tech_elite_guard_recruit_rank	1	agent_to_parent_army_own	2.0
roy_skill_arb_hero_innate_03	wh_main_effect_character_stat_mod_charge_bonus	1	character_to_character_own	16.0
roy_skill_arb_hero_innate_03	wh_main_effect_character_stat_mod_melee_defence	1	character_to_character_own	-4.0
roy_skill_arb_hero_innate_04	wh_main_effect_agent_action_cost_mod	1	character_to_character_own	30.0
roy_skill_arb_hero_innate_04	wh_main_effect_agent_action_success_chance	1	character_to_character_own	15.0
roy_skill_arb_hero_innate_05	wh_main_effect_unit_enable_attribute_immune_to_psychology	1	character_to_character_own	1.0
roy_skill_arb_hero_innate_05	wh_main_effect_character_stat_mod_charge_bonus	1	character_to_character_own	4.0
roy_skill_arb_hero_innate_06	wh_main_effect_technology_research_points	1	character_to_faction_unseen	6.0
roy_skill_arb_hero_innate_07	wh2_main_effect_cause_fear_versus_human	1	character_to_character_own	1.0
roy_skill_arb_hero_innate_07	wh_main_effect_character_stat_mod_ap_damage	1	character_to_character_own	8.0
roy_skill_arb_hero_innate_07	wh_main_effect_force_all_campaign_captives	1	agent_to_parent_army_own	-3.0
roy_skill_arb_hero_innate_08	wh_main_effect_force_army_campaign_ambush_attack_success_chance	1	agent_to_parent_army_own	25.0
roy_skill_arb_hero_innate_08	wh_main_effect_agent_field_line_of_sight_mod	1	character_to_character_own	8.0
roy_skill_arb_hero_innate_09	wh_main_effect_force_all_campaign_raid_income	1	agent_to_parent_army_own	15.0
roy_skill_arb_hero_innate_09	wh_main_effect_force_all_campaign_post_battle_loot_mod	1	agent_to_parent_army_own	3.0
roy_skill_arb_hero_innate_10	wh_main_effect_force_army_campaign_ambush_defence_success_chance	1	agent_to_parent_army_own	15.0
roy_skill_arb_hero_innate_10	wh_main_effect_force_army_campaign_siege_defend_holdout_time	1	agent_to_parent_army_own	2.0
roy_skill_arb_hero_innate_11	wh2_main_effect_slave_income_modifier	1	character_to_province_own	5.0
roy_skill_arb_hero_innate_11	ovn_araby_tech_slaves_units_ws	1	agent_to_parent_army_own	3.0
roy_skill_nomad_mount_warhorse	wh_main_effect_enable_mount_warhorse	1	character_to_character_own	1.0
roy_skill_nomad_mount_warhorse	ovn_araby_tech_camel_charge_bonus	1	agent_to_parent_army_own	4.0
roy_skill_nomad_mount_warhorse	wh_main_effect_agent_action_success_chance_enemy_skill	1	character_to_character_own	-1.0
roy_skill_nomad_mount_warhorse	wh_main_effect_agent_action_success_chance_skill	1	character_to_character_own	1.0
roy_skill_champion_mount_horse	wh_main_effect_enable_mount_warhorse	1	character_to_character_own	1.0
roy_skill_champion_mount_horse	wh_main_effect_agent_action_success_chance_enemy_skill	1	character_to_character_own	-1.0
roy_skill_champion_mount_horse	wh_main_effect_agent_action_success_chance_skill	1	character_to_character_own	1.0
roy_skill_champion_mount_warhorse	wh_main_effect_enable_mount_barded_warhorse	1	character_to_character_own	1.0
roy_skill_champion_mount_warhorse	wh_main_effect_agent_action_success_chance_enemy_skill	1	character_to_character_own	-1.0
roy_skill_champion_mount_warhorse	wh_main_effect_agent_action_success_chance_skill	1	character_to_character_own	1.0
roy_skill_champion_mount_elephant	Mount_Elephant	1	character_to_character_own	1.0
roy_skill_champion_mount_elephant	wh_main_effect_agent_action_success_chance_enemy_skill	1	character_to_character_own	-1.0
roy_skill_champion_mount_elephant	wh_main_effect_agent_action_success_chance_skill	1	character_to_character_own	1.0
roy_skill_champion_arb_guard	wh2_dlc10_effect_ability_enable_guardian	1	character_to_character_own	1.0
roy_skill_champion_arb_guard	wh_main_effect_character_stat_mod_armour	1	character_to_character_own	15.0
roy_skill_champion_arb_guard	wh_main_effect_character_stat_mod_ward_save_physical	1	character_to_character_own	10.0
roy_skill_champion_arb_guard	wh_main_effect_character_stat_mod_bonus_v_large	1	character_to_character_own	12.0
roy_skill_champion_arb_guard	wh_main_effect_agent_action_success_chance_enemy_skill	1	character_to_character_own	-1.0
roy_skill_champion_arb_guard	wh_main_effect_agent_action_success_chance_skill	1	character_to_character_own	1.0
roy_skill_champion_arb_warrior	wh_main_effect_character_stat_mod_melee_attack	1	character_to_character_own	10.0
roy_skill_champion_arb_warrior	wh_main_effect_character_stat_mod_ap_damage	1	character_to_character_own	25.0
roy_skill_champion_arb_warrior	wh_main_effect_character_stat_mod_melee_defence	1	character_to_character_own	10.0
roy_skill_champion_arb_warrior	wh_main_effect_agent_action_success_chance_enemy_skill	1	character_to_character_own	-1.0
roy_skill_champion_arb_warrior	wh_main_effect_agent_action_success_chance_skill	1	character_to_character_own	1.0
