id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/ovn_rot_fester_trans		
rotbloods_occupation_decision_region_handover_wh2_main_aghol_wastelands_fortress_of_the_damned	rotbloods_occupation_decision_region_handover	5.0
rotbloods_occupation_decision_region_handover_wh2_main_aghol_wastelands_palace_of_princes	rotbloods_occupation_decision_region_handover	5.0
rotbloods_occupation_decision_region_handover_wh2_main_aghol_wastelands_the_palace_of_ruin	rotbloods_occupation_decision_region_handover	5.0
rotbloods_occupation_decision_region_handover_wh2_main_albion_albion	rotbloods_occupation_decision_region_handover	5.0
rotbloods_occupation_decision_region_handover_wh2_main_albion_citadel_of_lead	rotbloods_occupation_decision_region_handover	5.0
rotbloods_occupation_decision_region_handover_wh2_main_albion_isle_of_wights	rotbloods_occupation_decision_region_handover	5.0
rotbloods_occupation_decision_region_handover_wh2_main_ash_river_numas	rotbloods_occupation_decision_region_handover	5.0
rotbloods_occupation_decision_region_handover_wh2_main_ash_river_quatar	rotbloods_occupation_decision_region_handover	5.0
rotbloods_occupation_decision_region_handover_wh2_main_ash_river_springs_of_eternal_life	rotbloods_occupation_decision_region_handover	5.0
rotbloods_occupation_decision_region_handover_wh2_main_atalan_mountains_eye_of_the_panther	rotbloods_occupation_decision_region_handover	5.0
rotbloods_occupation_decision_region_handover_wh2_main_atalan_mountains_martek	rotbloods_occupation_decision_region_handover	5.0
rotbloods_occupation_decision_region_handover_wh2_main_atalan_mountains_vulture_mountain	rotbloods_occupation_decision_region_handover	5.0
rotbloods_occupation_decision_region_handover_wh2_main_avelorn_evershale	rotbloods_occupation_decision_region_handover	5.0
rotbloods_occupation_decision_region_handover_wh2_main_avelorn_gaean_vale	rotbloods_occupation_decision_region_handover	5.0
rotbloods_occupation_decision_region_handover_wh2_main_avelorn_tor_saroir	rotbloods_occupation_decision_region_handover	5.0
rotbloods_occupation_decision_region_handover_wh2_main_blackspine_mountains_plain_of_dogs	rotbloods_occupation_decision_region_handover	5.0
rotbloods_occupation_decision_region_handover_wh2_main_blackspine_mountains_plain_of_spiders	rotbloods_occupation_decision_region_handover	5.0
rotbloods_occupation_decision_region_handover_wh2_main_blackspine_mountains_red_desert	rotbloods_occupation_decision_region_handover	5.0
