ancillary	effect	effect_scope	value
#ancillary_to_effects_tables;0;db/ancillary_to_effects_tables/ovn_stormrider_ll			
ovn_as_starblade	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	40.0
ovn_as_starblade	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0
ovn_as_starblade	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	10.0
ovn_as_armour	wh_main_effect_character_stat_mod_armour	character_to_character_own	14.0
ovn_as_armour	wh_main_effect_force_unit_stat_fatigue_resistance_medium	character_to_character_own	-10.0
ovn_as_armour	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	10.0
ovn_as_armour	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	10.0
ovn_as_Hoeth_Talisman	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	15.0
ovn_as_Hoeth_Talisman	wh_main_effect_character_stat_mod_miscast_chance	character_to_character_own	-10.0
ovn_as_Hoeth_Talisman	wh_main_effect_magic_heavens_enable_chain_lightning	character_to_character_own	1.0
