building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/!ovn_grudge								
wh_main_emp_cha_grudge_recruit_1			wh2_main_emp_grudgebringers	wh_main_PLACEHOLDER	empire_barracks	false	wh_main_emp_cha_grudge_recruit_1	true
wh_main_emp_cha_grudge_recruit_2			wh2_main_emp_grudgebringers	wh_main_PLACEHOLDER	empire_barracks	false	wh_main_emp_cha_grudge_recruit_2	true
wh_main_emp_cha_grudge_recruit_3			wh2_main_emp_grudgebringers	wh_main_PLACEHOLDER	empire_barracks	false	wh_main_emp_cha_grudge_recruit_3	true
wh_main_emp_cha_grudge_wizard_1			wh2_main_emp_grudgebringers	wh_main_PLACEHOLDER	empire_mages	false	wh_main_emp_cha_grudge_wizard_1	true
wh_main_emp_cha_grudge_wizard_2			wh2_main_emp_grudgebringers	wh_main_PLACEHOLDER	empire_mages	false	wh_main_emp_cha_grudge_wizard_2	true
wh_main_emp_cha_grudge_worship			wh2_main_emp_grudgebringers	wh_main_PLACEHOLDER	empire_imperial_cult	false	wh_main_emp_cha_grudge_worship	true
wh_main_emp_cha_grudge_growth_1			wh2_main_emp_grudgebringers	wh_main_PLACEHOLDER	wood_elves_food	false	wh_main_emp_cha_grudge_growth_1	true
wh_main_emp_cha_grudge_growth_2			wh2_main_emp_grudgebringers	wh_main_PLACEHOLDER	wood_elves_food	false	wh_main_emp_cha_grudge_growth_2	true
wh_main_emp_cha_grudge_growth_3			wh2_main_emp_grudgebringers	wh_main_PLACEHOLDER	wood_elves_food	false	wh_main_emp_cha_grudge_growth_3	true
wh_main_emp_cha_grudge_paymaster			wh2_main_emp_grudgebringers	wh_main_PLACEHOLDER	cst_income	false	wh_main_emp_cha_grudge_paymaster	true
wh_main_emp_cha_grudge_bank			wh2_main_emp_grudgebringers	wh_main_PLACEHOLDER	empire_armourer	false	wh_main_emp_cha_grudge_bank	true
wh_main_emp_cha_grudge_hero			wh2_main_emp_grudgebringers	wh_main_PLACEHOLDER	cst_treasure	false	wh_main_emp_cha_grudge_hero	true
wh_main_emp_cha_grudge_main_1			wh2_main_emp_grudgebringers	wh_main_PLACEHOLDER	ovn_grudge_horde_encampment	false	wh_main_emp_cha_grudge_main_1	true
wh_main_emp_cha_grudge_main_2			wh2_main_emp_grudgebringers	wh_main_PLACEHOLDER	ovn_grudge_horde_encampment	false	wh_main_emp_cha_grudge_main_2	true
wh_main_emp_cha_grudge_main_3			wh2_main_emp_grudgebringers	wh_main_PLACEHOLDER	ovn_grudge_horde_encampment	false	wh_main_emp_cha_grudge_main_3	true
wh_main_emp_cha_grudge_main_4			wh2_main_emp_grudgebringers	wh_main_PLACEHOLDER	ovn_grudge_horde_encampment	false	wh_main_emp_cha_grudge_main_4	true
wh_main_emp_cha_grudge_main_5			wh2_main_emp_grudgebringers	wh_main_PLACEHOLDER	ovn_grudge_horde_encampment	false	wh_main_emp_cha_grudge_main_5	true
wh_main_emp_barracks_1			wh2_main_emp_grudgebringers	wh_main_PLACEHOLDER	empire_barracks	true	wh_main_emp_barracks_2	true
