id	duration	effect_type	requested_stance	unbreakable	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	heal_amount_duplicate	damage_chance	damage_amount	max_damaged_entities	heal_amount	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	recharge_time	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group
#special_ability_phases_tables;35;db/special_ability_phases_tables/Halfling																													
ovn_hlf_ammo	5.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack		-1.0	false	true	false	0.01	
ovn_feast	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
ovn_thief	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
ovn_take_bite	15.0	positive		false	false	false	-0.1	0.0	0.0	0.5	10	0.0	0	-1	10	false	0.0	0.0	false	0		wh_main_generic_hp_regen	wh_main_item_abilities_potion_of_healing	-1.0	false	true	true	0.0	
ovn_fight_eat	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence_attack	wh_ability_positive_aoe	-1.0	false	true	true	0.0	
ovn_dont_abandon	20.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_morale	wh_ability_positive	-1.0	false	true	true	0.0	
ammo_supply	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack		-1.0	false	true	true	0.01	
equipment_maintanance	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence_attack		-1.0	false	true	true	0.0	
smokeleaf_smokescreen	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc15_ability_envelop_in_mist		-1.0	false	true	true	0.0	
elo_superfood	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence_attack		-1.0	false	true	true	0.0	
