Loc PackedFile	1
key	text	tooltip
building_culture_variants_name_ovn_wh2_main_rogue_settlement_major_1wh2_main_rogue_troll_skullz	Troll Sty	false
building_culture_variants_name_ovn_wh2_main_rogue_settlement_major_2wh2_main_rogue_troll_skullz	Troll Cave	false
building_culture_variants_name_ovn_wh2_main_rogue_settlement_major_3wh2_main_rogue_troll_skullz	Troll Den	false
building_culture_variants_name_ovn_wh2_main_rogue_settlement_major_coast_1wh2_main_rogue_troll_skullz	Troll Sty	false
building_culture_variants_name_ovn_wh2_main_rogue_settlement_major_coast_2wh2_main_rogue_troll_skullz	Troll Cave	false
building_culture_variants_name_ovn_wh2_main_rogue_settlement_major_coast_3wh2_main_rogue_troll_skullz	Troll Den	false
building_culture_variants_name_ovn_wh2_main_rogue_settlement_minor_1wh2_main_rogue_troll_skullz	Troll Sty	false
building_culture_variants_name_ovn_wh2_main_rogue_settlement_minor_2wh2_main_rogue_troll_skullz	Troll Cave	false
building_culture_variants_name_ovn_wh2_main_rogue_settlement_minor_3wh2_main_rogue_troll_skullz	Troll Den	false
building_culture_variants_name_ovn_wh2_main_rogue_settlement_minor_coast_1wh2_main_rogue_troll_skullz	Troll Sty	false
building_culture_variants_name_ovn_wh2_main_rogue_settlement_minor_coast_2wh2_main_rogue_troll_skullz	Troll Cave	false
building_culture_variants_name_ovn_wh2_main_rogue_settlement_minor_coast_3wh2_main_rogue_troll_skullz	Troll Den	false
