Loc PackedFile	1
key	text	tooltip
character_skills_localised_description_Ancient_Necromancer	 A powerful practitioner of Necromancy, writing the book known as the Grimoire Necris, which allowed his ascension to undeath	true
character_skills_localised_name_Ancient_Necromancer	Ancient  Necromancer	true
character_skills_localised_description_Mighty_Warrior_tmb	The Dread King was a mighty warrior, giant in stature, armed with a massive sword and covered in ancient heavy armour. He could cut down his enemies in their droves.	true
character_skills_localised_name_Mighty_Warrior_tmb	Mighty Warrior	true
character_skills_localised_description_Lord_Of_The_Undead_tmb	A master in the lore of dak magic, able to summon vast armies of undead to fight for him.	true
character_skills_localised_name_Lord_Of_The_Undead_tmb	Lord Of The Undead	true
character_skills_localised_description_Dark_Lord_Of_Nagash	He being known as the Dread King was known to have been one of Nagash's most powerful followers, aiding him in his early attempts to bring undeath to the world, he served Nagash well	true
character_skills_localised_name_Dark_Lord_Of_Nagash	Dark Lord Of Nagash	true
character_skills_localised_name_Dread_Aura	Dread Aura	true
character_skills_localised_description_Dread_Aura	he Dread King's name was derived from a powerful aura that surrounded him at all times, only the mightiest of beings could face him without physically shaking or panicking, most would be frozen in fear or outright flee	true
character_skills_localised_name_dread_barded_nightmare	Barded Nightmare	true
character_skills_localised_description_dread_barded_nightmare	The steeds of the Midnight Aristocracy are unnatural destriers called Nightmares. They are Undead stallions clad in baroque barding.	true
character_skills_localised_name_dread_zombie_dragon	Zombie Dragon	true
character_skills_localised_description_dread_zombie_dragon	Animated by Dark Magic, a zombie dragon is an unholy parody of a once-noble beast now borne aloft by great tattered wings, its body covered with thick, withered hide.	true
character_skills_localised_name_Soulreaper	Soulreaper	true
character_skills_localised_description_Soulreaper	Claiming the souls of the living, trapped inside the sword. once filled allows the summoning of great warriors	true
