building_units_allowed_tables	4
building	unit	xp	key	conditions	faction	enabled
ovn_Animal_Rearing_1	half_pig	0	457566749	0		false
ovn_Animal_Rearing_1	hlf_roast_pig	0	780564134	0		false
ovn_Animal_Rearing_2	ovn_mtl_cav_swine_riders_0	0	785023424	0		false
ovn_Animal_Rearing_2	ovn_mtl_cav_poultry_riders_0	0	564799322	0		false
ovn_Animal_Rearing_2	half_pig	0	235436588	0		false
ovn_Animal_Rearing_2	hlf_roast_pig	0	175673457	0		false
ovn_half_barracks_1	halfling_spear	0	260589077	0		true
ovn_half_barracks_1	elo_bloodhounds	0	260589090	0		true
ovn_half_barracks_1	halfling_milittia_arch	0	260589370	0		true
ovn_half_barracks_1	halfling_militia	0	260589532	0		false
ovn_half_barracks_2	halfling_spear	0	260589078	0		true
ovn_half_barracks_2	halfling_cook	0	260589079	0		true
ovn_half_barracks_2	elo_bloodhounds	0	260589368	0		true
ovn_half_barracks_2	halfling_milittia_arch	0	260589371	0		true
ovn_half_barracks_2	halfling_milittia_great	0	260589374	0		true
ovn_half_barracks_2	halfling_militia	0	260589437	0		false
ovn_half_barracks_3	halfling_spear	0	260589088	0		true
ovn_half_barracks_3	halfling_cook	0	260589089	0		true
ovn_half_barracks_3	halfling_thief	0	260589096	0		true
ovn_half_barracks_3	elo_bloodhounds	0	260589369	0		true
ovn_half_barracks_3	halfling_milittia_arch	0	260589372	0		true
ovn_half_barracks_3	halfling_milittia_great	0	260589375	0		true
ovn_half_barracks_3	elo_supply_wagon	0	260589376	0		true
ovn_half_barracks_3	halfling_militia	0	260589383	0		false
ovn_half_dragon	hlf_baby_dragon	0	986700332	0		false
ovn_half_forges_1	ovn_mtl_art_hotpot	0	2130652020	0		true
ovn_half_tavern_1	halfling_inf	0	260589001	0		true
ovn_half_tavern_2	halfling_archer	0	260589002	0		true
ovn_half_tavern_2	halfling_inf	0	260589013	0		true
ovn_half_tavern_3	halfling_archer	0	260589003	0		true
ovn_half_tavern_3	halfling_inf	0	260589014	0		true
ovn_half_tavern_3	sr_ogre	0	260589012	0		true
ovn_half_tavern_3	halfling_warden_great	0	260589373	0		true
ovn_hlf_welf_1	wh2_dlc10_hef_inf_dryads_0	0	260589004	0		true
ovn_hlf_welf_1	halfling_inf	0	260589123	0		true
ovn_hlf_welf_2	wh2_dlc10_hef_mon_treekin_0	0	260589005	0		true
ovn_hlf_welf_2	wh2_dlc10_hef_inf_dryads_0	0	260589008	0		true
ovn_hlf_welf_2	halfling_inf	0	260589124	0		true
ovn_hlf_welf_2	halfling_archer	0	260589126	0		true
ovn_hlf_welf_3	wh2_dlc10_hef_mon_treekin_0	0	260589006	0		true
ovn_hlf_welf_3	wh2_dlc10_hef_mon_treeman_0	0	260589007	0		true
ovn_hlf_welf_3	wh2_dlc10_hef_inf_dryads_0	0	260589009	0		true
ovn_hlf_welf_3	wh2_main_hef_mon_great_eagle	0	260589011	0		true
ovn_hlf_welf_3	halfling_inf	0	260589125	0		true
ovn_hlf_welf_3	halfling_archer	0	260589127	0		true
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_1	halfling_militia	0	260589386	0		false
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_2	halfling_militia	0	260589450	0		false
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_3	halfling_militia	0	260589470	0		false
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_4	halfling_militia	0	260589430	0		false
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_5	halfling_militia	0	260589444	0		false
wh2_dlc15_special_settlement_massif_orcal_emp_1	halfling_militia	0	260589378	0		false
wh2_dlc15_special_settlement_massif_orcal_emp_1	halfling_militia	0	260589384	0		false
wh2_dlc15_special_settlement_massif_orcal_emp_1	halfling_militia	0	260589475	0		false
wh2_dlc15_special_settlement_massif_orcal_emp_1	halfling_militia	0	260589492	0		false
wh2_dlc15_special_settlement_massif_orcal_emp_2	halfling_militia	0	260589396	0		false
wh2_dlc15_special_settlement_massif_orcal_emp_2	halfling_militia	0	260589408	0		false
wh2_dlc15_special_settlement_massif_orcal_emp_2	halfling_militia	0	260589413	0		false
wh2_dlc15_special_settlement_massif_orcal_emp_2	halfling_militia	0	260589512	0		false
wh2_dlc15_special_settlement_massif_orcal_emp_3	halfling_militia	0	260589394	0		false
wh2_dlc15_special_settlement_massif_orcal_emp_3	halfling_militia	0	260589507	0		false
wh2_dlc15_special_settlement_massif_orcal_emp_3	halfling_militia	0	260589516	0		false
wh2_dlc15_special_settlement_massif_orcal_emp_3	halfling_militia	0	260589519	0		false
