key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
#character_skills_tables;5;db/character_skills_tables/ovn_meargh_skattach									
fim_meargh_skattach_innate	trait_norsca.png			0	true	false	false	5.0	0
fim_meargh_skattach_ancient_leadership	character_magic.png			6	false	false	false	0.0	0
fim_meargh_skattach_death_quest	character_damage.png			0	false	false	false	0.0	0
fim_meargh_skattach_poison_mist	fim_skattach_poison_mist.png			0	false	false	false	0.0	0
fim_meargh_skattach_venerable_hag	character_experience.png			0	false	false	false	0.0	0
fim_meargh_skattach_witch_queen	character_magic.png			0	false	false	false	0.0	0
fim_skattach_summon_bloodletters	fim_skattach_summon_bloodletters.png			0	false	false	false	0.0	0
fim_meargh_skattach_anc_staff_balor	item_weapon.png			11	false	false	false	0.0	0
fim_meargh_skattach_anc_hellmother_crown	item_talisman.png			12	false	false	false	0.0	0
