land_units_to_unit_abilites_junctions_tables	0
ability	land_unit
wh_main_unit_passive_regeneration	elo_armoured_icetrolls
wh_main_unit_passive_regeneration	elo_southern_trolls
wh_main_unit_passive_regeneration	elo_red_avalanche
wh_dlc08_unit_passive_berserk	elo_red_avalanche
wh_main_unit_passive_regeneration	elo_river_trolls
wh2_dlc15_unit_passive_overwhelming_odour	elo_river_trolls
wh_main_unit_passive_regeneration	elo_mountain_trolls
rock_solid	elo_mountain_trolls
wh_main_unit_passive_regeneration	elo_shipwreckers
wh2_dlc15_unit_passive_overwhelming_odour	elo_shipwreckers
wh_main_unit_passive_regeneration	elo_cha_troll_lord
wh_dlc08_lord_abilities_copious_vomit	elo_cha_troll_lord
run_and_shakeoff	elo_cha_troll_lord
wh_dlc08_lord_abilities_fight_or_die	elo_cha_troll_lord
run_and_shakeoff	wh_dlc08_nor_cha_throgg_0
wh_main_character_abilities_foe_seeker	elo_cha_troll_lord
wh_main_unit_passive_regeneration	elo_kin
order_protect	elo_kin
order_squish	elo_kin
order_aim_higher	elo_kin
order_catch	elo_kin
wh_main_unit_passive_regeneration	elo_forest_trolls
difficult_to_spot	elo_forest_trolls
stunted_regeneration	elo_bile_trolls
sickness_host	elo_bile_trolls
wh_main_unit_passive_regeneration	elo_snow_troll
temper_tantrum	elo_snow_troll
wh2_dlc15_unit_passive_overwhelming_odour	elo_chief_ugma
wh_main_unit_passive_regeneration	elo_chief_ugma
wh2_dlc15_hero_abilities_swamp_breath	elo_chief_ugma
run_and_shakeoff	elo_chief_ugma
wh_dlc08_lord_abilities_fight_or_die	elo_chief_ugma
wh_main_unit_passive_regeneration	ovn_trl_inf_stone_throw_troll
