building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/!ovn_albion								
wh_main_nor_beasts_1			wh2_main_nor_albion	wh_main_PLACEHOLDER	nor_beast_packs	true	wh_main_nor_beasts_1	true
wh_main_nor_beasts_2			wh2_main_nor_albion	wh_main_PLACEHOLDER	nor_beast_packs	true	wh_main_nor_beasts_2	true
wh_main_nor_beasts_3			wh2_main_nor_albion	wh_main_PLACEHOLDER	nor_beast_packs	true	wh_main_nor_beasts_3	true
wh_main_nor_chaos_1			wh2_main_nor_albion	wh_main_PLACEHOLDER	nor_effigys_of_chaos	true	wh_main_nor_chaos_1	true
wh_main_nor_chaos_2			wh2_main_nor_albion	wh_main_PLACEHOLDER	nor_effigys_of_chaos	true	wh_main_nor_chaos_2	true
wh_main_nor_offerings_1			wh2_main_nor_albion	wh_main_PLACEHOLDER	nor_offerings	true	wh_main_nor_offerings_1	true
wh_main_nor_offerings_2			wh2_main_nor_albion	wh_main_PLACEHOLDER	nor_offerings	true	wh_main_nor_offerings_2	true
wh_main_nor_slaves_1			wh2_main_nor_albion	wh_main_PLACEHOLDER	nor_slaves	true	wh_main_nor_slaves_1	true
wh_main_nor_slaves_2			wh2_main_nor_albion	wh_main_PLACEHOLDER	nor_slaves	true	wh_main_nor_slaves_2	true
wh_main_nor_slaves_3			wh2_main_nor_albion	wh_main_PLACEHOLDER	nor_slaves	true	wh_main_nor_slaves_3	true
wh_main_nor_worship_1			wh2_main_nor_albion	wh_main_PLACEHOLDER	nor_chaos_worship	true	wh_main_nor_worship_1	true
wh_main_nor_settlement_major_1_coast			wh2_main_nor_albion	wh_main_PLACEHOLDER	albion_settlement	false	albion_major_1	true
wh_main_nor_settlement_major_1			wh2_main_nor_albion	wh_main_PLACEHOLDER	albion_settlement	false	albion_major_1	true
wh_main_nor_settlement_major_2_coast			wh2_main_nor_albion	wh_main_PLACEHOLDER	albion_settlement	false	albion_major_2	true
wh_main_nor_settlement_major_2			wh2_main_nor_albion	wh_main_PLACEHOLDER	albion_settlement	false	albion_major_2	true
wh_main_nor_settlement_major_3_coast			wh2_main_nor_albion	wh_main_PLACEHOLDER	albion_settlement	false	albion_major_3	true
wh_main_nor_settlement_major_3			wh2_main_nor_albion	wh_main_PLACEHOLDER	albion_settlement	false	albion_major_3	true
wh_main_nor_settlement_major_4_coast			wh2_main_nor_albion	wh_main_PLACEHOLDER	albion_settlement	false	albion_major_4	true
wh_main_nor_settlement_major_4			wh2_main_nor_albion	wh_main_PLACEHOLDER	albion_settlement	false	albion_major_4	true
wh_main_nor_settlement_major_5_coast			wh2_main_nor_albion	wh_main_PLACEHOLDER	albion_settlement	false	albion_major_5	true
wh_main_nor_settlement_major_5			wh2_main_nor_albion	wh_main_PLACEHOLDER	albion_settlement	false	albion_major_5	true
wh_main_nor_settlement_minor_1_coast			wh2_main_nor_albion	wh_main_PLACEHOLDER	albion_settlement	false	albion_minor_1	true
wh_main_nor_settlement_minor_1			wh2_main_nor_albion	wh_main_PLACEHOLDER	albion_settlement	false	albion_minor_1	true
wh_main_nor_settlement_minor_2_coast			wh2_main_nor_albion	wh_main_PLACEHOLDER	albion_settlement	false	albion_minor_2	true
wh_main_nor_settlement_minor_2			wh2_main_nor_albion	wh_main_PLACEHOLDER	albion_settlement	false	albion_minor_2	true
wh_main_nor_settlement_minor_3_coast			wh2_main_nor_albion	wh_main_PLACEHOLDER	albion_settlement	false	albion_minor_3	true
wh_main_nor_settlement_minor_3			wh2_main_nor_albion	wh_main_PLACEHOLDER	albion_settlement	false	albion_minor_3	true
elo_ogham_stone_1			wh2_main_nor_albion	wh_main_PLACEHOLDER	alb_binding_circle_1	false	elo_ogham_stone_1	true
elo_ogham_stone_2			wh2_main_nor_albion	wh_main_PLACEHOLDER	alb_binding_circle_1	false	elo_ogham_stone_2	true
elo_ogham_stone_4			wh2_main_nor_albion	wh_main_PLACEHOLDER	alb_binding_circle_2	false	elo_ogham_stone_4	true
