variants_tables	6
variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
nurgle_chs_ch_chaos_lord		nurgle_chs_chaos_lord		1.0	1.15	0.05	
nurgle_chs_ch_chaos_lord_campaign_01		nurgle_chs_chaos_lord_campaign_01		1.0	1.15	0.05	
nurgle_chs_ch_chaos_lord_campaign_02		nurgle_chs_chaos_lord_campaign_02		1.0	1.15	0.05	
nurgle_chs_ch_chaos_lord_campaign_03		nurgle_chs_chaos_lord_campaign_03		1.0	1.15	0.05	
nurgle_chs_ch_exalted_hero		nurgle_chs_exalted_hero		1.0	1.15	0.05	
nurgle_chs_ch_exalted_hero_campaign_01		nurgle_chs_exalted_hero_campaign_01		1.0	1.15	0.05	
nurgle_chs_ch_exalted_hero_campaign_02		nurgle_chs_exalted_hero_campaign_02		1.0	1.15	0.05	
nurgle_chs_ch_exalted_hero_campaign_03		nurgle_chs_exalted_hero_campaign_03		1.0	1.15	0.05	
nurgle_chs_ch_exalted_hero_campaign_04		nurgle_chs_exalted_hero_campaign_04		1.0	1.15	0.05	
nurgle_chs_ch_exalted_hero_campaign_05		nurgle_chs_exalted_hero_campaign_05		1.0	1.15	0.05	
nurgle_chs_ch_sorcerer		nurgle_chs_sorcerer		1.0	1.15	0.05	
nurgle_chs_ch_sorcerer_campaign_01		nurgle_chs_sorcerer_campaign_01		1.0	1.15	0.05	
nurgle_chs_ch_sorcerer_campaign_02		nurgle_chs_sorcerer_campaign_02		1.0	1.15	0.05	
nurgle_chs_ch_sorcerer_campaign_03		nurgle_chs_sorcerer_campaign_03		1.0	1.15	0.05	
nurgle_chs_ch_sorcerer_campaign_04		nurgle_chs_sorcerer_campaign_04		1.0	1.15	0.05	
nurgle_chs_ch_sorcerer_lord		nurgle_chs_sorcerer_lord		1.0	1.15	0.05	
nurgle_chs_ch_sorcerer_lord_campaign_01		nurgle_chs_sorcerer_lord_campaign_01		1.0	1.15	0.05	
nurgle_chs_ch_sorcerer_lord_campaign_02		nurgle_chs_sorcerer_lord_campaign_02		1.0	1.15	0.05	
nurgle_chs_ch_sorcerer_lord_campaign_03		nurgle_chs_sorcerer_lord_campaign_03		1.0	1.15	0.05	
nurgle_chs_ch_sorcerer_lord_campaign_04		nurgle_chs_sorcerer_lord_campaign_04		1.0	1.15	0.05	
