Loc PackedFile	1
key	text	tooltip
building_chains_chain_tooltip_ovn_arb_haikk	Araby Landmark	true
building_chains_chain_tooltip_ovn_arb_bel	Araby Landmark	true
building_chains_chain_tooltip_ovn_arb_fyrus	Araby Landmark	true
building_chains_chain_tooltip_ovn_arb_Sabar	Araby Landmark	true
building_chains_chain_tooltip_ovn_arb_Madrasat	Araby Landmark	true
building_chains_chain_tooltip_ovn_arb_Sartosa	Araby Landmark	true
building_chains_chain_tooltip_ovn_arb_Magritta	Araby Landmark	true
building_chains_chain_tooltip_ovn_arb_Twilight	Araby Landmark	true
building_chains_chain_tooltip_ovn_arb_Crypt	Araby Landmark	true
