key	building	unit	xp	conditions	faction	enabled
#building_units_allowed_tables;4;db/building_units_allowed_tables/!!!ovn_dread						
775201	dread_king_burial_4	elo_tomb_guardian	0	0		false
775202	dread_king_burial_4	elo_tomb_guardian_2h_waepons	0	0		false
775203	dread_king_burial_4	elo_tomb_guardian_spears	0	0		false
775204	dread_king_burial_4	elo_tomb_guardian_archers	0	0		false
775205	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_3	elo_tomb_guardian	0	0		false
775206	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_3	elo_tomb_guardian_2h_waepons	0	0		false
775207	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_3	elo_tomb_guardian_spears	0	0		false
775208	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_3	elo_tomb_guardian_archers	0	0		false
775209	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_4	elo_tomb_guardian	0	0		false
775210	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_4	elo_tomb_guardian_2h_waepons	0	0		false
775211	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_4	elo_tomb_guardian_spears	0	0		false
775212	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_4	elo_tomb_guardian_archers	0	0		false
775213	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_5	elo_tomb_guardian	0	0		false
775214	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_5	elo_tomb_guardian_2h_waepons	0	0		false
775215	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_5	elo_tomb_guardian_spears	0	0		false
775216	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_5	elo_tomb_guardian_archers	0	0		false
775217	wh2_dlc09_tmb_estate_1	ovn_dkl_mon_skeleton_giant	0	0		false
775218	dread_king_burial_3	elo_tomb_guardian	0	0		false
775219	dread_king_burial_3	elo_tomb_guardian_spears	0	0		false
775220	wh2_dlc09_tmb_citadel_1	black_grail_knights_tmb	0	0		false
775221	wh2_dlc09_tmb_infantry_3	elo_dread_inf_grave_guard_0	0	0		false
775222	wh2_dlc09_tmb_defence_major_2	elo_dread_mummy	0	0		false
775223	wh2_dlc09_tmb_defence_major_3	elo_dread_mummy	0	0		false
775224	wh2_dlc09_tmb_defence_minor_2	elo_dread_mummy	0	0		false
775225	dread_king_burial_3	wh2_dlc09_tmb_mon_fell_bats	0	0		false
775226	dread_king_burial_3	wh2_dlc09_tmb_cav_hexwraiths	0	0		false
775227	dread_king_burial_3	wh2_dlc09_tmb_mon_dire_wolves	0	0		false
775228	dread_king_burial_3	wh2_dlc09_tmb_inf_crypt_ghouls	0	0		false
775229	dread_king_burial_4	wh2_dlc09_tmb_mon_fell_bats	0	0		false
775230	dread_king_burial_4	wh2_dlc09_tmb_cav_hexwraiths	0	0		false
775231	dread_king_burial_4	wh2_dlc09_tmb_mon_dire_wolves	0	0		false
775232	dread_king_burial_4	wh2_dlc09_tmb_inf_crypt_ghouls	0	0		false
775233	wh2_dlc09_tmb_infantry_3	tmb_grave_halberd	0	0		false
