building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/!ovn_dreadking								
wh2_dlc09_tmb_arkhan_burial_mound_2			wh2_dlc09_tmb_the_sentinels	wh_main_PLACEHOLDER	tmb_burial_mound	false	wh2_dlc09_tmb_arkhan_burial_mound_2	true
wh2_dlc09_tmb_arkhan_burial_mound			wh2_dlc09_tmb_the_sentinels	wh_main_PLACEHOLDER	tmb_burial_mound	false	wh2_dlc09_tmb_arkhan_burial_mound	true
wh2_main_special_galbaraz_mourkain_tmb_1			wh2_dlc09_tmb_the_sentinels	wh_main_PLACEHOLDER	vmp_tmb_mourkain	false	wh2_main_special_galbaraz_mourkain	true
wh2_dlc09_special_black_tower_of_arkhan_other			wh2_dlc09_tmb_the_sentinels	wh_main_PLACEHOLDER	tmb_black_tower_of_arkhan	true	wh2_dlc09_special_black_tower_of_arkhan	true
wh2_dlc09_special_black_tower_of_arkhan			wh2_dlc09_tmb_the_sentinels	wh_main_PLACEHOLDER	tmb_black_tower_of_arkhan	false	wh2_dlc09_special_black_tower_of_arkhan	true
wh2_dlc14_special_nagashizzar_arkhan			wh2_dlc09_tmb_the_sentinels	wh_main_PLACEHOLDER	wh2_dlc14_special_nagashizzar_arkhan	false	wh2_dlc14_special_nagashizzar_arkhan	true
wh2_dlc14_special_nagashizzar_other			wh2_dlc09_tmb_the_sentinels	wh_main_PLACEHOLDER	wh2_dlc14_special_nagashizzar_other	true	wh2_dlc14_special_nagashizzar_other	true
wh2_dlc09_tmb_cavalry_3			wh2_dlc09_tmb_the_sentinels	wh_main_PLACEHOLDER	tmb_ cavalry_stables	true	wh2_dlc09_tmb_cavalry_3	true
wh2_dlc09_tmb_cavalry_4			wh2_dlc09_tmb_the_sentinels	wh_main_PLACEHOLDER	tmb_ cavalry_stables	true	wh2_dlc09_tmb_cavalry_4	true
dread_king_burial_3			wh2_dlc09_tmb_the_sentinels	wh_main_PLACEHOLDER	tmb_burial_mound	false	dread_king_burial_3	true
dread_king_burial_4			wh2_dlc09_tmb_the_sentinels	wh_main_PLACEHOLDER	tmb_burial_mound	false	dread_king_burial_4	true
