Loc PackedFile	1
key	text	tooltip
campaign_post_battle_captive_options_onscreen_name_enslaveovn_captive_option_enslave_troll	Devour Captives	true
campaign_post_battle_captive_options_description_enslaveovn_captive_option_enslave_troll	Lookz like meatz back on the menu boyz!	true
campaign_post_battle_captive_options_onscreen_name_enslavewh_captive_option_enslave_albion	Convert Captives	false
campaign_post_battle_captive_options_onscreen_name_killwh_captive_option_kill_albion	Sacrifice Captives	false
campaign_post_battle_captive_options_onscreen_name_releasewh_captive_option_release_albion	Free Captives	false
campaign_post_battle_captive_options_description_enslavewh_captive_option_enslave_albion	Beast or man, we accept all who repent.	false
campaign_post_battle_captive_options_description_killwh_captive_option_kill_albion	They will make worthy offerings to our gods.	false
campaign_post_battle_captive_options_description_releasewh_captive_option_release_albion	Freed and from their masters too if they choose, all we ask is a small token of gratitude.	false
campaign_post_battle_captive_options_onscreen_name_releasewh_captive_option_release_troll	For Ugma's Food Stash	true
campaign_post_battle_captive_options_description_releasewh_captive_option_release_troll	Butcher them now and wez keep them for when we're proppa hungry.	true
