key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
#character_skills_tables;5;db/character_skills_tables/elo_albion									
elo_warrior_culture	battle_attack.png	meh		0	false	false	false	0.0	0
elo_guardians_land	battle_defence.png	meh		0	false	false	false	0.0	0
elo_monster_support	battle_attack.png	meh		0	false	false	false	0.0	0
elo_noble_saveages	battle_damage.png	meh		0	false	false	false	0.0	0
elo_ranged_specialists	battle_ranged_damage.png	meh		0	false	false	false	0.0	0
elo_fast_raiders	battle_speed.png	meh		0	false	false	false	0.0	0
elo_fast_reflexes	character_ward_save.png	meh		0	false	false	false	0.0	0
elo_protective_charms	character_ward_save.png	meh		0	false	false	false	0.0	0
elo_albion_warcry	albion_warcry.png	meh		0	false	false	false	0.0	0
elo_champions_r7	battle_armour.png	meh		0	false	false	false	0.0	0
elo_hunters_r7	battle_ranged_damage.png	meh		0	false	false	false	0.0	0
elo_riders_r7	battle_damage.png	meh		0	false	false	false	0.0	0
elo_monsters_r7	battle_damage.png	meh		0	false	false	false	0.0	0
warleader_mount_skill	mount_warhorse.png	derp	Warhorse	5	false	false	false	0.0	0
warleader_chariot_skill	mount_chaos_chariot.png	derp	Marauder Chariot	9	false	false	false	0.0	0
endless_conflict	character_speed.png	meh		0	false	false	false	0.0	0
sessair_leader	character_attack.png	meh		0	false	false	false	0.0	0
sessair_troops	battle_damage.png	meh		0	false	false	false	0.0	0
sessair_tactics	battle_charge.png	meh		0	false	false	false	0.0	0
fir_leader	character_defence.png	meh		0	false	false	false	0.0	0
fir_troops	battle_defence.png	meh		0	false	false	false	0.0	0
filian_leader	guerrilla_deploy.png	meh		0	false	false	false	0.0	0
filian_troops	guerrilla_deploy.png	meh		0	false	false	false	0.0	0
finian_leader	character_armour.png	meh		0	false	false	false	0.0	0
finian_troops	battle_armour.png	meh		0	false	false	false	0.0	0
mount_horse_truthsayer_beasts_skill	mount_warhorse.png	derp	Warhorse	5	false	false	false	0.0	0
teachings_old_ones	character_magic.png	meh		0	false	false	false	0.0	0
oral_tradition	character_magic.png	derp		0	false	false	false	0.0	0
swamp_monsters	battle_ward_save.png	meh		0	false	false	false	0.0	0
ancient_allies	battle_speed.png	meh		0	false	false	false	0.0	0
shadows_fen	character_ambush.png	meh		0	false	false	false	0.0	0
mount_horse_truthsayer_light_skill	mount_warhorse.png	derp	Warhorse	5	false	false	false	0.0	0
mount_horse_truthsayer_life_skill	mount_warhorse.png	derp	Warhorse	5	false	false	false	0.0	0
truth_spell_gift_life_lord	gift_of_life_spell.png			0	false	false	false	0.0	0
truth_spell_wings_fate_lord	wings_of_fate.png			0	false	false	false	0.0	0
wh_main_skill_all_magic_truth_dummy_wings_valor				0	false	false	false	0.0	0
truth_spell_valor_lord	blessing_valor.png			0	false	false	false	0.0	0
truth_spell_voice_command_lord	voice_command.png			0	false	false	false	0.0	0
truthsayer_lore_attribute	lore_truthsayers.png			0	false	false	false	0.0	0
truth_spell_boon_courage_lord	boon_courage.png			0	false	false	false	0.0	0
truth_spell_protection_lord	light_protection.png			0	false	false	false	0.0	0
mount_horse_truthsayer_truth_skill	mount_warhorse.png	derp	Warhorse	5	false	false	false	0.0	0
truthsayer_innate_priest_danu	trait_norsca.png			0	true	false	false	4.0	0
truthsayer_innate_priest_lugh	trait_norsca.png			0	true	false	false	4.0	0
truthsayer_innate_priest_carnun	trait_norsca.png			0	true	false	false	4.0	0
warleader_swamp_guard	trait_norsca.png			0	true	false	false	4.0	0
warleader_raider	trait_norsca.png			0	true	false	false	4.0	0
warleader_killer	trait_norsca.png			0	true	false	false	4.0	0
warleader_wanderer	trait_norsca.png			0	true	false	false	4.0	0
chief_mount_skill	mount_warhorse.png	derp	Warhorse	5	false	false	false	0.0	0
chief_hunter	character_attack.png			0	false	false	false	0.0	0
chief_leader	character_morale.png			0	false	false	false	0.0	0
chief_bodyguard	character_defence.png			0	false	false	false	0.0	0
chief_chariot_skill	mount_chaos_chariot.png	derp	Marauder Chariot	0	false	false	false	0.0	0
wh_main_skill_all_magic_truth_dummy_wings_fate				0	false	false	false	0.0	0
wyrd_mount_skill	mount_warhorse.png	derp	Warhorse	5	false	false	false	0.0	0
warrior_shaman	character_attack.png			10	false	false	false	0.0	0
wyrd_spellbinder	character_magic.png			10	false	false	false	0.0	0
wyrd_channeler	character_health.png			10	false	false	false	0.0	0
morrigan_innate	trait_norsca.png			0	true	false	false	0.0	0
morrigan_flock_leech_dummy				0	false	false	false	0.0	0
morrigan_raven_skill	mount_great_eagle.png			0	false	false	false	0.0	0
morrigan_legendary_staff	item_weapon.png			0	false	false	false	0.0	0
morrigan_wings_bound	wings_of_fate.png			0	false	false	false	0.0	0
morrigan_darkened_skies	character_general_ability.png			0	false	false	false	0.0	0
morrigan_omen_of_victory	character_general_ability.png			0	false	false	false	0.0	0
morrigan_mage	character_magic.png			0	false	false	false	0.0	0
morrigan_magical_being	character_magic.png			0	false	false	false	0.0	0
morrigan_maidens	character_ward_save.png			0	false	false	false	0.0	0
morrigan_unleashed	character_magic.png			0	false	false	false	0.0	0
dural_mount_horse	mount_warhorse.png			0	false	false	false	0.0	0
dural_mount_chariot	mount_chaos_chariot.png			0	false	false	false	0.0	0
elo_staff_of_dural_durak	item_arcane_item.png			0	false	false	false	0.0	0
elo_amulet_old_ones	item_talisman.png			0	false	false	false	0.0	0
dural_loremaster	character_magic.png			0	false	false	false	0.0	0
dural_innate_first_truthsayer	trait_norsca.png			0	true	false	false	0.0	0
dural_mentor	campaign_experience.png			0	false	false	false	0.0	0
dural_giant_friend	battle_damage.png			0	false	false	false	0.0	0
dural_control_bogs	battle_attack.png			0	false	false	false	0.0	0
dural_healer	campaign_replenishment.png			0	false	false	false	0.0	0
dural_heir_old_ones	character_magic.png			0	false	false	false	0.0	0
dural_true_master	wh2_dlc11_spell_deep_fog_of_the_damned.png			0	false	false	false	0.0	0
dural_leader_circle	campaign_experience.png			0	false	false	false	0.0	0
