Loc PackedFile	1
key	text	tooltip
resources_onscreen_text_res_location_albion	Strategic Location	true
resources_description_res_location_albion	This location is of special importance to the Truthsayers of Albion.	true
resources_description_res_location_albion_lzd	This location is of special importance to the Truthsayers of Albion and the Lizardmen.	true
resources_onscreen_text_res_location_albion_lzd	Strategic Location	true
resources_description_res_location_ugma	This location is of special importance to the Ugma Tribe.	true
resources_onscreen_text_res_location_ugma	Strategic Location	true
resources_onscreen_text_res_location_albion_hidden	Strategic Location	true
resources_description_res_location_albion_hidden	This location is of special importance to the Truthsayers of Albion.	true
resources_description_res_location_ugma_hidden	This location is of special importance to the Ugma Tribe.	true
resources_onscreen_text_res_location_ugma_hidden	Strategic Location	true
