character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/elo_hand_of_nagash				
elo_hand_vortex	elo_hand_vortex	1	character_to_character_own	1.0
elo_hand_judge_executioner	elo_hand_judge_executioner	1	character_to_character_own	1.0
elo_dark_charioteer	wh2_dlc09_effect_tech_melee_damage_increase_tmb_chariots	1	general_to_force_own	20.0
elo_dark_charioteer	wh2_dlc09_effect_tech_missile_damage_increase_archer_chariots	1	general_to_force_own	20.0
elo_dark_charioteer	wh2_dlc09_effect_leadership_tmb_horsemen_chariot	1	general_to_force_own	10.0
elo_dark_charioteer	wh2_dlc09_effect_melee_attack_tmb_horsemen_chariot	1	general_to_force_own	10.0
elo_terror_land	wh_main_effect_public_order_characters_negative	1	character_to_enemy_province	-6.0
elo_terror_land	wh_main_effect_force_army_battle_enemy_unit_morale	1	general_to_force_enemy_regionwide	-5.0
elo_terror_land	wh_main_effect_religion_conversion_undeath	1	character_to_character_own_provincetext	3.0
elo_undead_traveler	wh_main_effect_agent_movement_range_mod	1	character_to_general_own_factionwide	15.0
elo_undead_traveler	wh_main_effect_agent_field_line_of_sight_mod	1	character_to_character_own	12.0
elo_undead_warrior	wh_main_effect_character_stat_mod_charge_add	1	character_to_character_own	30.0
elo_undead_warrior	wh_main_effect_character_stat_mod_melee_defence	1	character_to_character_own	8.0
elo_undead_warrior	wh_main_effect_character_stat_mod_melee_attack	1	character_to_character_own	8.0
elo_hand_destroyer	wh_main_effect_force_army_campaign_siege_attack_holdout_time	1	character_to_character_own	-5.0
elo_hand_destroyer	wh2_main_effect_force_all_campaign_sacking_income	1	character_to_character_own	25.0
elo_hand_destroyer	wh_main_effect_force_all_campaign_loot_income	1	character_to_character_own	25.0
mount_chariot_hand_of_nagash	wh2_dlc09_effect_enable_mount_tmb_skeleton_chariot	1	character_to_character_own	1.0
elo_hand_of_nagash_trait	wh_main_effect_agent_movement_range_mod	1	character_to_general_own_factionwide	10.0
elo_hand_of_nagash_trait	wh2_dlc12_effect_force_unit_stat_melee_attack_foreign_territory	1	force_to_force_own_lords_army	15.0
elo_hand_of_nagash_trait	wh_main_effect_religion_conversion_undeath	1	character_to_character_own_provincetext	5.0
elo_hand_of_nagash_trait	wh_main_effect_force_unit_stat_morale_foreign_territory	1	general_to_force_own	8.0
elo_hand_of_nagash_trait	wh2_main_effect_grant_immortality_lord	1	character_to_character_own	1.0
